Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000478,12.197654,[17 12] ; [95 14],[23.53623188  5.46376812] ; [88.46376812 20.53623188],1
a7,1,0.000857,11.114315,[16 13] ; [90 17],[22.60294118  6.39705882] ; [83.39705882 23.60294118],1
p9,1,0.001052,10.734511,[17 12] ; [92 15],[23.24264706  5.75735294] ; [85.75735294 21.24264706],0
d5,1,0.009783,6.67399,[17 12] ; [88 20],[22.22627737  6.77372263] ; [82.77372263 25.22627737],0
a6,1,0.018083,5.588105,[14 15] ; [78 31],[19.33333333  9.66666667] ; [72.66666667 36.33333333],0
p4,1,0.02927,4.751668,[11 18] ; [66 43],[16.18115942 12.81884058] ; [60.81884058 48.18115942],0
d1,1,0.03679,4.360111,[11 18] ; [65 44],[15.97101449 13.02898551] ; [60.02898551 48.97101449],0
p7,1,0.058846,3.569606,[12 16] ; [67 40],[16.38518519 11.61481481] ; [62.61481481 44.38518519],0
p11,1,0.061195,3.504693,[19 10] ; [89 20],[22.69565217  6.30434783] ; [85.30434783 23.69565217],0
n6,1,0.064932,3.406699,[19 10] ; [88 20],[22.64963504  6.35036496] ; [84.35036496 23.64963504],0
r2,1,0.068783,3.311825,[24  5] ; [101   7],[26.45985401  2.54014599] ; [98.54014599  9.45985401],0
v4,1,0.074351,3.184259,[25  4] ; [104   5],[27.10869565  1.89130435] ; [101.89130435   7.10869565],0
a1,1,0.07477,3.17506,[ 3 26] ; [  3 106],[ 1.26086957 27.73913043] ; [  4.73913043 104.26086957],0
n4,1,0.079097,3.083368,[14 15] ; [72 37],[18.07246377 10.92753623] ; [67.92753623 41.07246377],0
n5,1,0.105922,2.614028,[15 14] ; [74 35],[18.70289855 10.29710145] ; [70.29710145 38.70289855],0
d3,1,0.121807,2.393935,[16 13] ; [76 32],[19.47445255  9.52554745] ; [72.52554745 35.47445255],0
r4,1,0.122754,2.381825,[23  6] ; [98 11],[25.42753623  3.57246377] ; [95.57246377 13.42753623],0
u3,1,0.126609,2.333598,[4 7] ; [29 18],[6.25862069 4.74137931] ; [26.74137931 20.25862069],0
b1,1,0.127367,2.324302,[ 7 22] ; [43 66],[10.50724638 18.49275362] ; [39.49275362 69.50724638],0
a5,1,0.139556,2.182854,[16 13] ; [76 33],[19.33333333  9.66666667] ; [72.66666667 36.33333333],0
p6,1,0.1932,1.693048,[ 6 22] ; [37 71],[ 8.85294118 19.14705882] ; [34.14705882 73.85294118],0
r1,1,0.203368,1.61802,[18 11] ; [80 28],[20.74452555  8.25547445] ; [77.25547445 30.74452555],0
b3,1,0.204218,1.611948,[ 2 11] ; [18 36],[3.88059701 9.11940299] ; [16.11940299 37.88059701],0
