Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000478,12.197654,[17 12] ; [95 14],[23.53623188  5.46376812] ; [88.46376812 20.53623188],1
b2,1,0.204218,1.611948,[ 2 11] ; [18 36],[3.88059701 9.11940299] ; [16.11940299 37.88059701],0
n1,1,0.217044,1.52381,[3 4] ; [ 5 20],[1.75 5.25] ; [ 6.25 18.75],0
a2,1,0.221487,1.49471,[ 3 26] ; [22 87],[ 5.25362319 23.74637681] ; [19.74637681 89.25362319],0
d4,1,0.223534,1.481541,[23  6] ; [96 13],[25.00724638  3.99275362] ; [93.99275362 15.00724638],0
s8,1,0.231669,1.430584,[ 6 23] ; [35 74],[ 8.61594203 20.38405797] ; [32.38405797 76.61594203],0
u2,1,0.233517,1.419309,[4 7] ; [27 21],[5.77966102 5.22033898] ; [25.22033898 22.77966102],0
s1,1,0.300045,1.073995,[ 1 27] ; [  1 107],[ 0.41176471 27.58823529] ; [  1.58823529 106.41176471],0
v3,1,0.315597,1.007106,[ 7 20] ; [38 67],[ 9.20454545 17.79545455] ; [35.79545455 69.20454545],0
v2,1,0.392421,0.731429,[16 12] ; [48 52],[14. 14.] ; [50. 50.],0
p8,1,0.394058,0.726382,[11 18] ; [51 58],[13.02898551 15.97101449] ; [48.97101449 60.02898551],0
p1,1,0.455668,0.556514,[ 2 27] ; [  4 104],[ 1.27007299 27.72992701] ; [  4.72992701 103.27007299],0
a8,1,0.462684,0.539393,[ 2 27] ; [12 91],[ 3.07575758 25.92424242] ; [10.92424242 92.07575758],0
a3,1,0.497744,0.459743,[18 11] ; [60 49],[16.39130435 12.60869565] ; [61.60869565 47.39130435],0
d2,1,0.540334,0.37492,[10 19] ; [44 64],[11.43065693 17.56934307] ; [42.56934307 65.43065693],0
u1,1,0.547173,0.362406,[ 3 26] ; [16 93],[ 3.99275362 25.00724638] ; [15.00724638 93.99275362],0
p3,1,0.554741,0.348891,[11 18] ; [48 61],[12.39855072 16.60144928] ; [46.60144928 62.39855072],0
p12,1,0.600622,0.274059,[ 2 27] ; [11 98],[ 2.73188406 26.26811594] ; [10.26811594 98.73188406],0
r3,1,0.614477,0.253706,[27  2] ; [104   5],[27.52898551  1.47101449] ; [103.47101449   5.52898551],0
v1,1,0.688179,0.161064,[16 13] ; [53 51],[15.04511278 13.95488722] ; [53.95488722 50.04511278],0
a4,1,0.688752,0.16044,[11 18] ; [37 72],[10.08695652 18.91304348] ; [37.91304348 71.08695652],0
s6,1,0.697452,0.151136,[21  8] ; [82 26],[21.80291971  7.19708029] ; [81.19708029 26.80291971],0
s3,1,0.742504,0.107938,[22  7] ; [85 23],[22.64963504  6.35036496] ; [84.35036496 23.64963504],0
n3,1,0.763341,0.090659,[5 2] ; [17  9],[4.66666667 2.33333333] ; [17.33333333  8.66666667],0
b4,1,0.799481,0.064526,[16 13] ; [63 46],[16.60144928 12.39855072] ; [62.39855072 46.60144928],0
s4,1,0.843093,0.03918,[ 6 23] ; [20 85],[ 5.62686567 23.37313433] ; [20.37313433 84.62686567],0
b5,1,0.902635,0.014966,[18 11] ; [69 40],[18.2826087 10.7173913] ; [68.7173913 40.2826087],0
s5,1,0.907638,0.01346,[10 19] ; [35 70],[ 9.73880597 19.26119403] ; [35.26119403 69.73880597],0
