Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8e-06,19.969036,[14 34] ; [25  6],[23.69620253 24.30379747] ; [15.30379747 15.69620253],1
s3,1,0.001425,10.173177,[21 31] ; [25  8],[28.14117647 23.85882353] ; [17.85882353 15.14117647],0
s6,1,0.002127,9.436283,[26 24] ; [28  5],[32.53012048 17.46987952] ; [21.46987952 11.53012048],0
s2,1,0.002883,8.879907,[19 33] ; [23 10],[25.69411765 26.30588235] ; [16.30588235 16.69411765],0
p8,1,0.013561,6.094396,[29 23] ; [27  6],[34.25882353 17.74117647] ; [21.74117647 11.25882353],0
v3,1,0.017808,5.614973,[12 39] ; [16 17],[17. 34.] ; [11. 22.],0
p9,1,0.032112,4.592528,[35 17] ; [29  4],[39.15294118 12.84705882] ; [24.84705882  8.15294118],0
d4,1,0.032782,4.557143,[33 19] ; [28  5],[37.31764706 14.68235294] ; [23.68235294  9.31764706],0
p10,1,0.047985,3.910522,[32 20] ; [27  6],[36.09411765 15.90588235] ; [22.90588235 10.09411765],0
p12,1,0.064631,3.414385,[ 2 50] ; [ 5 28],[ 4.28235294 47.71764706] ; [ 2.71764706 30.28235294],0
u3,1,0.080512,3.054545,[12 16] ; [10  4],[14.66666667 13.33333333] ; [7.33333333 6.66666667],0
u2,1,0.115776,2.473558,[15 13] ; [11  3],[17.33333333 10.66666667] ; [8.66666667 5.33333333],0
a8,1,0.119889,2.418771,[ 6 43] ; [ 8 23],[ 8.575 40.425] ; [ 5.425 25.575],0
p5,1,0.123825,2.368254,[ 6 46] ; [ 8 25],[ 8.56470588 43.43529412] ; [ 5.43529412 27.56470588],0
r4,1,0.132182,2.266689,[43  9] ; [31  2],[45.27058824  6.72941176] ; [28.72941176  4.27058824],0
p4,1,0.174043,1.847772,[32 20] ; [25  8],[34.87058824 17.12941176] ; [22.12941176 10.87058824],0
d1,1,0.184767,1.758856,[12 40] ; [12 21],[14.68235294 37.31764706] ; [ 9.31764706 23.68235294],0
p1,1,0.227203,1.458284,[ 6 46] ; [ 7 26],[ 7.95294118 44.04705882] ; [ 5.04705882 27.95294118],0
b1,1,0.275427,1.189519,[19 33] ; [16 17],[21.41176471 30.58823529] ; [13.58823529 19.41176471],0
s5,1,0.287431,1.131618,[13 38] ; [11 19],[15.11111111 35.88888889] ; [ 8.88888889 21.11111111],0
r1,1,0.288975,1.124393,[32 20] ; [24  9],[34.25882353 17.74117647] ; [21.74117647 11.25882353],0
n4,1,0.311786,1.023096,[34 18] ; [25  8],[36.09411765 15.90588235] ; [22.90588235 10.09411765],0
u1,1,0.313698,1.01504,[ 1 51] ; [ 2 31],[ 1.83529412 50.16470588] ; [ 1.16470588 31.83529412],0
s1,1,0.313698,1.01504,[ 1 51] ; [ 2 31],[ 1.83529412 50.16470588] ; [ 1.16470588 31.83529412],0
a3,1,0.346311,0.88693,[24 27] ; [19 14],[26.10714286 24.89285714] ; [16.89285714 16.10714286],0
d2,1,0.354491,0.857316,[14 38] ; [ 6 27],[12.23529412 39.76470588] ; [ 7.76470588 25.23529412],0
n5,1,0.354491,0.857316,[38 14] ; [27  6],[39.76470588 12.23529412] ; [25.23529412  7.76470588],0
v1,1,0.397555,0.71571,[23 28] ; [18 15],[24.89285714 26.10714286] ; [16.10714286 16.89285714],0
r2,1,0.399271,0.710521,[46  6] ; [31  2],[47.10588235  4.89411765] ; [29.89411765  3.10588235],0
v2,1,0.414969,0.664519,[24 27] ; [18 14],[25.80722892 25.19277108] ; [16.19277108 15.80722892],0
p11,1,0.462133,0.540724,[39 13] ; [27  6],[40.37647059 11.62352941] ; [25.62352941  7.37647059],0
n3,1,0.478188,0.502994,[13  6] ; [5 1],[13.68  5.32] ; [4.32 1.68],0
s4,1,0.490405,0.475637,[ 9 41] ; [ 8 25],[10.24096386 39.75903614] ; [ 6.75903614 26.24096386],0
n1,1,0.545991,0.364548,[10  9] ; [4 2],[10.64  8.36] ; [3.36 2.64],0
d3,1,0.552295,0.353221,[27 23] ; [20 13],[28.31325301 21.68674699] ; [18.68674699 14.31325301],0
v4,1,0.56115,0.337717,[49  3] ; [32  1],[49.55294118  2.44705882] ; [31.44705882  1.55294118],0
a4,1,0.590343,0.28981,[12 40] ; [ 6 27],[11.01176471 40.98823529] ; [ 6.98823529 26.01176471],0
b3,1,0.627233,0.235832,[12 17] ; [ 8 15],[11.15384615 17.84615385] ; [ 8.84615385 14.15384615],0
b2,1,0.627233,0.235832,[12 17] ; [ 8 15],[11.15384615 17.84615385] ; [ 8.84615385 14.15384615],0
n2,1,0.629482,0.232764,[14  5] ; [5 1],[14.44  4.56] ; [4.56 1.44],0
p3,1,0.629748,0.232402,[24 28] ; [17 16],[25.08235294 26.91764706] ; [15.91764706 17.08235294],0
r3,1,0.653,0.202139,[49  2] ; [31  2],[48.57142857  2.42857143] ; [31.42857143  1.57142857],0
a6,1,0.682744,0.167053,[26 26] ; [18 15],[26.91764706 25.08235294] ; [17.08235294 15.91764706],0
b4,1,0.701286,0.147138,[29 23] ; [17 16],[28.14117647 23.85882353] ; [17.85882353 15.14117647],0
d5,1,0.771484,0.084352,[34 17] ; [23 10],[34.60714286 16.39285714] ; [22.39285714 10.60714286],0
a7,1,0.790382,0.070657,[32 19] ; [21 11],[32.56626506 18.43373494] ; [20.43373494 11.56626506],0
a1,1,0.842528,0.039466,[ 2 50] ; [ 1 32],[ 1.83529412 50.16470588] ; [ 1.16470588 31.83529412],0
n6,1,0.89737,0.016637,[38 13] ; [25  8],[38.25 12.75] ; [24.75  8.25],0
b5,1,0.903294,0.014763,[34 18] ; [22 11],[34.25882353 17.74117647] ; [21.74117647 11.25882353],0
p7,1,0.976401,0.000875,[44  8] ; [27  5],[43.95238095  8.04761905] ; [27.04761905  4.95238095],0
p2,1,0.976786,0.000847,[44  8] ; [28  5],[44.04705882  7.95294118] ; [27.95294118  5.04705882],0
