Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,51.03278,[ 63 113] ; [91 25],[92.82191781 83.17808219] ; [61.17808219 54.82191781],1
v1,1,4.3e-05,16.737396,[ 68 109] ; [74 44],[85.2 91.8] ; [56.8 61.2],1
r1,1,0.000144,14.448848,[134  50] ; [108  11],[146.95709571  37.04290429] ; [95.04290429 23.95709571],1
p3,1,0.000969,10.885467,[ 63 123] ; [63 56],[ 76.83934426 109.16065574] ; [49.16065574 69.83934426],1
r4,1,0.002551,9.103965,[156  31] ; [113   6],[164.38888889  22.61111111] ; [104.61111111  14.38888889],0
d1,1,0.004054,8.259312,[88 99] ; [76 43],[100.22222222  86.77777778] ; [63.77777778 55.22222222],0
a5,1,0.005847,7.596833,[120  67] ; [94 25],[130.77777778  56.22222222] ; [83.22222222 35.77777778],0
p8,1,0.015554,5.852564,[ 64 120] ; [58 61],[ 74.08580858 109.91419142] ; [47.91419142 71.08580858],0
s6,1,0.015943,5.809187,[138  47] ; [100  16],[146.27906977  38.72093023] ; [91.72093023 24.27906977],0
r3,1,0.017764,5.619308,[171  15] ; [117   2],[175.63278689  10.36721311] ; [112.36721311   6.63278689],0
a2,1,0.019352,5.469417,[ 31 156] ; [33 86],[ 39.11111111 147.88888889] ; [24.88888889 94.11111111],0
s7,1,0.026627,4.914864,[92 87] ; [73 40],[101.14726027  77.85273973] ; [63.85273973 49.14726027],0
p12,1,0.026767,4.905795,[  7 178] ; [ 12 107],[ 11.5625 173.4375] ; [  7.4375 111.5625],0
p4,1,0.033057,4.542835,[ 81 104] ; [67 52],[90.06578947 94.93421053] ; [57.93421053 61.06578947],0
n6,1,0.033994,4.495028,[140  45] ; [102  17],[147.26973684  37.73026316] ; [94.73026316 24.26973684],0
d3,1,0.034215,4.483914,[113  74] ; [86 33],[121.61111111  65.38888889] ; [77.38888889 41.61111111],0
s8,1,0.039762,4.228002,[ 82 105] ; [66 52],[90.74098361 96.25901639] ; [57.25901639 60.74098361],0
v4,1,0.041774,4.144336,[168  15] ; [116   3],[172.09271523  10.90728477] ; [111.90728477   7.09271523],0
n5,1,0.053217,3.737097,[125  59] ; [93 26],[132.38283828  51.61716172] ; [85.61716172 33.38283828],0
s5,1,0.053451,3.729768,[ 55 123] ; [49 68],[ 62.75254237 115.24745763] ; [41.24745763 75.75254237],0
d5,1,0.055182,3.676575,[138  49] ; [99 20],[144.83333333  42.16666667] ; [92.16666667 26.83333333],0
u4,1,0.057264,3.614911,[  1 186] ; [  4 115],[  3.05555556 183.94444444] ; [  1.94444444 117.05555556],0
p11,1,0.060579,3.521474,[133  54] ; [96 23],[139.94444444  47.05555556] ; [89.05555556 29.94444444],0
u1,1,0.06274,3.463439,[ 23 164] ; [24 95],[ 28.72222222 158.27777778] ; [ 18.27777778 100.72222222],0
s2,1,0.068164,3.326689,[130  57] ; [94 25],[136.88888889  50.11111111] ; [87.11111111 31.88888889],0
n4,1,0.074621,3.178333,[129  56] ; [94 25],[135.70723684  49.29276316] ; [87.29276316 31.70723684],0
n1,1,0.113897,2.499299,[23 26] ; [ 8 20],[19.72727273 29.27272727] ; [11.27272727 16.72727273],0
r2,1,0.114649,2.488935,[171  12] ; [116   3],[173.91059603   9.08940397] ; [113.08940397   5.91059603],0
a3,1,0.115526,2.476947,[125  61] ; [90 29],[131.1147541  54.8852459] ; [83.8852459 35.1147541],0
b2,1,0.15069,2.065249,[28 81] ; [26 47],[32.34065934 76.65934066] ; [21.65934066 51.34065934],0
b3,1,0.15069,2.065249,[28 81] ; [26 47],[32.34065934 76.65934066] ; [21.65934066 51.34065934],0
d2,1,0.161508,1.960049,[ 79 108] ; [60 59],[ 84.94444444 102.05555556] ; [54.05555556 64.94444444],0
p7,1,0.167196,1.907908,[93 87] ; [70 47],[98.78787879 81.21212121] ; [64.21212121 52.78787879],0
s4,1,0.175638,1.83415,[ 45 141] ; [21 98],[ 40.24918033 145.75081967] ; [25.75081967 93.24918033],0
d4,1,0.184137,1.763912,[143  43] ; [99 20],[147.58032787  38.41967213] ; [94.41967213 24.58032787],0
p5,1,0.218141,1.516556,[  9 175] ; [ 10 109],[ 11.5379538 172.4620462] ; [  7.4620462 111.5379538],0
p1,1,0.225797,1.467145,[  8 178] ; [  9 110],[ 10.36721311 175.63278689] ; [  6.63278689 112.36721311],0
b5,1,0.255999,1.290268,[119  68] ; [68 51],[114.27777778  72.72222222] ; [72.72222222 46.27777778],0
p2,1,0.27459,1.19367,[146  41] ; [99 20],[149.72222222  37.27777778] ; [95.27777778 23.72222222],0
a4,1,0.297973,1.083243,[ 69 118] ; [51 68],[ 73.33333333 113.66666667] ; [46.66666667 72.33333333],0
p10,1,0.378917,0.774212,[143  42] ; [97 22],[146.05263158  38.94736842] ; [93.94736842 25.05263158],0
n2,1,0.412902,0.670429,[37 13] ; [23  5],[38.46153846 11.53846154] ; [21.53846154  6.46153846],0
a8,1,0.430291,0.622039,[ 28 147] ; [14 97],[ 25.6993007 149.3006993] ; [16.3006993 94.6993007],0
n3,1,0.453632,0.56156,[37 12] ; [24  5],[38.32051282 10.67948718] ; [22.67948718  6.32051282],0
b4,1,0.583757,0.300199,[112  75] ; [75 44],[114.27777778  72.72222222] ; [72.72222222 46.27777778],0
a6,1,0.609985,0.260196,[122  65] ; [81 38],[124.05555556  62.94444444] ; [78.94444444 40.05555556],0
p9,1,0.717982,0.130434,[149  36] ; [97 21],[150.1980198  34.8019802] ; [95.8019802 22.1980198],0
s1,1,0.726022,0.122795,[  6 179] ; [  3 115],[  5.4950495 179.5049505] ; [  3.5049505 114.4950495],0
a1,1,0.861099,0.030617,[  7 180] ; [  4 115],[  6.72222222 180.27777778] ; [  4.27777778 114.72222222],0
u2,1,0.870409,0.026614,[32 28] ; [16 13],[32.35955056 27.64044944] ; [15.64044944 13.35955056],0
b1,1,0.935564,0.006536,[ 70 117] ; [44 75],[ 69.66666667 117.33333333] ; [44.33333333 74.66666667],0
a7,1,0.954681,0.00323,[131  56] ; [83 36],[130.77777778  56.22222222] ; [83.22222222 35.77777778],0
u3,1,0.995811,2.8e-05,[37 24] ; [17 11],[37.01123596 23.98876404] ; [16.98876404 11.01123596],0
