Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000797,11.248238,[56  5] ; [19 11],[50.27472527 10.72527473] ; [24.72527473  5.27472527],1
b1,1,0.005806,7.60945,[26 35] ; [22  8],[32.17582418 28.82417582] ; [15.82417582 14.17582418],0
v4,1,0.006679,7.357195,[59  2] ; [23  6],[55.57777778  5.42222222] ; [26.42222222  2.57777778],0
r2,1,0.007693,7.103585,[57  4] ; [22  8],[52.95604396  8.04395604] ; [26.04395604  3.95604396],0
n4,1,0.019266,5.477203,[42 19] ; [13 17],[36.86813187 24.13186813] ; [18.13186813 11.86813187],0
n5,1,0.03058,4.676365,[39 22] ; [12 18],[34.18681319 26.81318681] ; [16.81318681 13.18681319],0
r3,1,0.053921,3.715143,[57  4] ; [24  6],[54.2967033  6.7032967] ; [26.7032967  3.2967033],0
v3,1,0.083913,2.987431,[19 41] ; [ 4 24],[15.68181818 44.31818182] ; [ 7.31818182 20.68181818],0
s8,1,0.10397,2.643563,[17 42] ; [ 4 26],[13.92134831 45.07865169] ; [ 7.07865169 22.92134831],0
r1,1,0.110727,2.54381,[44 16] ; [17 13],[40.66666667 19.33333333] ; [20.33333333  9.66666667],0
a7,1,0.153217,2.039928,[40 21] ; [15 15],[36.86813187 24.13186813] ; [18.13186813 11.86813187],0
s4,1,0.188313,1.730769,[ 6 54] ; [ 6 24],[ 8. 52.] ; [ 4. 26.],0
p8,1,0.199235,1.647974,[33 26] ; [12 17],[30.17045455 28.82954545] ; [14.82954545 14.17045455],0
u2,1,0.201537,1.631198,[11 19] ; [8 6],[12.95454545 17.04545455] ; [6.04545455 7.95454545],0
p11,1,0.265674,1.238949,[36 25] ; [14 16],[33.51648352 27.48351648] ; [16.48351648 13.51648352],0
p2,1,0.271657,1.208361,[49 12] ; [21  9],[46.92307692 14.07692308] ; [23.07692308  6.92307692],0
v2,1,0.276097,1.186202,[28 32] ; [10 19],[25.61797753 34.38202247] ; [12.38202247 16.61797753],0
b2,1,0.287046,1.133425,[ 9 26] ; [ 2 14],[ 7.54901961 27.45098039] ; [ 3.45098039 12.54901961],0
b3,1,0.287046,1.133425,[ 9 26] ; [ 2 14],[ 7.54901961 27.45098039] ; [ 3.45098039 12.54901961],0
s7,1,0.294903,1.0971,[20 40] ; [ 6 21],[17.93103448 42.06896552] ; [ 8.06896552 18.93103448],0
u3,1,0.300723,1.070986,[13 19] ; [8 6],[14.60869565 17.39130435] ; [6.39130435 7.60869565],0
p6,1,0.304519,1.054298,[25 34] ; [ 9 20],[22.79545455 36.20454545] ; [11.20454545 17.79545455],0
s3,1,0.366799,0.81448,[32 28] ; [19 11],[34. 26.] ; [17. 13.],0
p4,1,0.371093,0.8,[32 28] ; [13 17],[30. 30.] ; [15. 15.],0
p5,1,0.398692,0.712267,[ 5 56] ; [ 1 28],[ 4.06666667 56.93333333] ; [ 1.93333333 27.06666667],0
p3,1,0.402677,0.700319,[28 33] ; [11 19],[26.14285714 34.85714286] ; [12.85714286 17.14285714],0
d3,1,0.514128,0.425657,[36 25] ; [15 14],[34.56666667 26.43333333] ; [16.43333333 12.56666667],0
d1,1,0.577391,0.310472,[24 37] ; [10 20],[22.79120879 38.20879121] ; [11.20879121 18.79120879],0
a6,1,0.583334,0.300876,[32 29] ; [17 12],[33.21111111 27.78888889] ; [15.78888889 13.21111111],0
s6,1,0.600213,0.274674,[28 31] ; [16 14],[29.16853933 29.83146067] ; [14.83146067 15.16853933],0
p12,1,0.604361,0.268469,[ 1 60] ; [ 1 29],[ 1.34065934 59.65934066] ; [ 0.65934066 29.34065934],0
n3,1,0.630209,0.231777,[14  3] ; [9 3],[13.48275862  3.51724138] ; [9.51724138 2.48275862],0
n2,1,0.630209,0.231777,[14  3] ; [9 3],[13.48275862  3.51724138] ; [9.51724138 2.48275862],0
v1,1,0.642636,0.215311,[21 39] ; [12 18],[22. 38.] ; [11. 19.],0
a2,1,0.648975,0.207195,[ 8 53] ; [ 5 25],[ 8.71428571 52.28571429] ; [ 4.28571429 25.71428571],0
a3,1,0.654721,0.2,[29 31] ; [16 14],[30. 30.] ; [15. 15.],0
s2,1,0.683443,0.166276,[23 38] ; [10 20],[22.12087912 38.87912088] ; [10.87912088 19.12087912],0
s5,1,0.69034,0.158718,[14 45] ; [ 6 24],[13.25842697 45.74157303] ; [ 6.74157303 23.25842697],0
a1,1,0.728847,0.120173,[ 3 58] ; [ 1 29],[ 2.68131868 58.31868132] ; [ 1.31868132 28.68131868],0
d2,1,0.730062,0.119054,[25 36] ; [13 16],[25.75555556 35.24444444] ; [12.24444444 16.75555556],0
d5,1,0.738258,0.111663,[38 23] ; [17 12],[37.27777778 23.72222222] ; [17.72222222 11.27777778],0
p1,1,0.744882,0.105882,[ 3 57] ; [ 2 28],[ 3.33333333 56.66666667] ; [ 1.66666667 28.33333333],0
a8,1,0.755695,0.096807,[ 8 49] ; [ 3 23],[ 7.55421687 49.44578313] ; [ 3.44578313 22.55421687],0
u1,1,0.798272,0.065323,[ 7 54] ; [ 4 26],[ 7.37362637 53.62637363] ; [ 3.62637363 26.37362637],0
n1,1,0.823218,0.049911,[ 6 10] ; [5 7],[6.28571429 9.71428571] ; [4.71428571 7.28571429],0
a4,1,0.833388,0.044251,[19 42] ; [10 20],[19.43956044 41.56043956] ; [ 9.56043956 20.43956044],0
p9,1,0.850137,0.0357,[22 36] ; [12 18],[22.40909091 35.59090909] ; [11.59090909 18.40909091],0
b5,1,0.911222,0.012432,[42 19] ; [21  9],[42.23076923 18.76923077] ; [20.76923077  9.23076923],0
d4,1,0.92519,0.008817,[42 19] ; [19  9],[41.80898876 19.19101124] ; [19.19101124  8.80898876],0
b4,1,0.93311,0.007045,[34 27] ; [17 13],[34.18681319 26.81318681] ; [16.81318681 13.18681319],0
a5,1,0.945135,0.004736,[33 28] ; [16 14],[32.84615385 28.15384615] ; [16.15384615 13.84615385],0
