Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,125.755435,[287  39] ; [38 73],[242.44851259  83.55148741] ; [82.55148741 28.44851259],1
p10,1,5.4e-05,16.319498,[265  58] ; [69 40],[249.72685185  73.27314815] ; [84.27314815 24.72685185],1
p4,1,0.000519,12.044723,[188 135] ; [43 67],[172.31639723 150.68360277] ; [58.68360277 51.31639723],1
a2,1,0.00087,11.085931,[ 77 249] ; [ 10 101],[ 64.90160183 261.09839817] ; [22.09839817 88.90160183],1
v1,1,0.000963,10.897779,[164 157] ; [35 72],[149.25 171.75] ; [49.75 57.25],1
a5,1,0.00182,9.722626,[231  94] ; [61 50],[217.66055046 107.33944954] ; [74.33944954 36.66055046],0
p3,1,0.002551,9.103957,[152 171] ; [34 77],[138.42857143 184.57142857] ; [47.57142857 63.42857143],0
p9,1,0.005733,7.632452,[264  55] ; [76 32],[254.00468384  64.99531616] ; [85.99531616 22.00468384],0
a4,1,0.006618,7.373699,[143 179] ; [33 78],[130.88221709 191.11778291] ; [45.11778291 65.88221709],0
p11,1,0.011809,6.33933,[266  60] ; [78 33],[256.62242563  69.37757437] ; [87.37757437 23.62242563],0
u1,1,0.012295,6.26787,[ 55 271] ; [  8 103],[ 46.99771167 279.00228833] ; [16.00228833 94.99771167],0
v3,1,0.017997,5.596476,[115 204] ; [25 81],[105.08235294 213.91764706] ; [34.91764706 71.08235294],0
a8,1,0.018183,5.578457,[ 40 254] ; [ 5 96],[ 33.49367089 260.50632911] ; [11.50632911 89.49367089],0
p1,1,0.018253,5.571685,[ 32 292] ; [  3 106],[ 26.18937644 297.81062356] ; [  8.81062356 100.18937644],0
d2,1,0.031312,4.635796,[145 177] ; [37 74],[135.34411085 186.65588915] ; [46.65588915 64.34411085],0
p2,1,0.037578,4.324013,[270  54] ; [81 28],[262.64203233  61.35796767] ; [88.35796767 20.64203233],0
a6,1,0.037913,4.308925,[228  97] ; [66 45],[219.15137615 105.84862385] ; [74.84862385 36.15137615],0
r4,1,0.039117,4.255758,[287  39] ; [89 22],[280.49427918  45.50572082] ; [95.50572082 15.49427918],0
a3,1,0.0487,3.885651,[213 110] ; [61 49],[204.3926097 118.6073903] ; [69.6073903 40.3926097],0
p8,1,0.051187,3.802155,[160 161] ; [43 67],[151.19025522 169.80974478] ; [51.80974478 58.19025522],0
s6,1,0.055638,3.662871,[179 138] ; [50 59],[170.40610329 146.59389671] ; [58.59389671 50.40610329],0
r1,1,0.065713,3.386995,[245  79] ; [74 37],[237.6  86.4] ; [81.4 29.6],0
