Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.869108,[50 26] ; [ 7 30],[38.33628319 37.66371681] ; [18.66371681 18.33628319],1
p2,1,0.000664,11.588642,[67  8] ; [23 14],[60.26785714 14.73214286] ; [29.73214286  7.26785714],1
p6,1,0.001539,10.03147,[38 38] ; [ 7 30],[30.26548673 45.73451327] ; [14.73451327 22.26548673],0
a3,1,0.010297,6.582763,[52 24] ; [16 21],[45.73451327 30.26548673] ; [22.26548673 14.73451327],0
p11,1,0.011941,6.319622,[57 19] ; [19 18],[51.11504425 24.88495575] ; [24.88495575 12.11504425],0
s7,1,0.017961,5.599959,[34 39] ; [ 8 27],[28.38888889 44.61111111] ; [13.61111111 21.38888889],0
p10,1,0.05504,3.680859,[56 20] ; [20 16],[51.57142857 24.42857143] ; [24.42857143 11.57142857],0
d3,1,0.06547,3.393087,[63 13] ; [25 12],[59.18584071 16.81415929] ; [28.81415929  8.18584071],0
n3,1,0.070201,3.278312,[16  2] ; [10  6],[13.76470588  4.23529412] ; [12.23529412  3.76470588],0
p3,1,0.08069,3.050955,[50 26] ; [18 19],[45.73451327 30.26548673] ; [22.26548673 14.73451327],0
d5,1,0.094267,2.799958,[55 21] ; [32  5],[58.51327434 17.48672566] ; [28.48672566  8.51327434],0
s3,1,0.107101,2.596491,[42 32] ; [15 22],[38. 36.] ; [19. 18.],0
p9,1,0.132121,2.2674,[57 19] ; [22 14],[53.60714286 22.39285714] ; [25.39285714 10.60714286],0
b1,1,0.168046,1.900286,[35 41] ; [12 25],[31.61061947 44.38938053] ; [15.38938053 21.61061947],0
a4,1,0.203539,1.616796,[32 44] ; [11 26],[28.92035398 47.07964602] ; [14.07964602 22.92035398],0
r4,1,0.248604,1.331131,[66 10] ; [29  8],[63.89380531 12.10619469] ; [31.10619469  5.89380531],0
n2,1,0.261366,1.261508,[13  5] ; [8 7],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
a5,1,0.26179,1.259267,[57 19] ; [24 13],[54.47787611 21.52212389] ; [26.52212389 10.47787611],0
a2,1,0.264604,1.244508,[17 59] ; [ 5 32],[14.79646018 61.20353982] ; [ 7.20353982 29.79646018],0
p12,1,0.282625,1.154423,[ 6 70] ; [ 1 36],[ 4.7079646 71.2920354] ; [ 2.2920354 34.7079646],0
a1,1,0.282625,1.154423,[ 6 70] ; [ 1 36],[ 4.7079646 71.2920354] ; [ 2.2920354 34.7079646],0
r1,1,0.283619,1.149668,[54 22] ; [29  7],[56.32142857 19.67857143] ; [26.67857143  9.32142857],0
s2,1,0.284566,1.145153,[34 42] ; [20 16],[36.64285714 39.35714286] ; [17.35714286 18.64285714],0
b5,1,0.286434,1.136309,[49 27] ; [20 17],[46.40707965 29.59292035] ; [22.59292035 14.40707965],0
