Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,87.436168,[298   6] ; [11 10],[289.03384615  14.96615385] ; [19.96615385  1.03384615],1
r1,1,0.0,57.873118,[267  38] ; [ 6 17],[253.85670732  51.14329268] ; [19.14329268  3.85670732],1
v4,1,0.0,53.052862,[301   5] ; [15  7],[294.80487805  11.19512195] ; [21.19512195  0.80487805],1
d3,1,0.000505,12.095418,[219  87] ; [ 9 15],[211.41818182  94.58181818] ; [16.58181818  7.41818182],1
r3,1,0.000859,11.108136,[301   5] ; [21  3],[298.58181818   7.41818182] ; [23.41818182  0.58181818],1
d1,1,0.006975,7.279412,[210  96] ; [10 14],[204. 102.] ; [16.  8.],0
d5,1,0.014495,5.976871,[261  44] ; [16  8],[256.79331307  48.20668693] ; [20.20668693  3.79331307],0
s5,1,0.018738,5.525775,[128 164] ; [ 4 18],[122.75159236 169.24840764] ; [ 9.24840764 12.75159236],0
a6,1,0.033696,4.510049,[205 100] ; [11 13],[200.24316109 104.75683891] ; [15.75683891  8.24316109],0
n6,1,0.034048,4.492313,[272  34] ; [17  6],[268.79635258  37.20364742] ; [20.20364742  2.79635258],0
u1,1,0.036212,4.387112,[ 68 238] ; [ 1 23],[ 63.98181818 242.01818182] ; [ 5.01818182 18.98181818],0
a7,1,0.040271,4.206413,[214  91] ; [12 12],[209.51367781  95.48632219] ; [16.48632219  7.51367781],0
d2,1,0.061465,3.497415,[175 131] ; [ 9 15],[170.61818182 135.38181818] ; [13.38181818 10.61818182],0
a5,1,0.072875,3.21705,[250  56] ; [16  8],[246.65454545  59.34545455] ; [19.34545455  4.65454545],0
b2,1,0.105208,2.624759,[102 115] ; [ 6 15],[ 98.47058824 118.52941176] ; [ 9.52941176 11.47058824],0
b3,1,0.105208,2.624759,[102 115] ; [ 6 15],[ 98.47058824 118.52941176] ; [ 9.52941176 11.47058824],0
d4,1,0.105975,2.613239,[265  40] ; [18  6],[262.3556231  42.6443769] ; [20.6443769  3.3556231],0
a2,1,0.116036,2.470026,[ 83 223] ; [ 3 21],[ 79.74545455 226.25454545] ; [ 6.25454545 17.74545455],0
p3,1,0.141244,2.164352,[187 119] ; [11 13],[183.6 122.4] ; [14.4  9.6],0
n2,1,0.1871,1.740305,[37 16] ; [9 1],[38.6984127 14.3015873] ; [7.3015873 2.6984127],0
v1,1,0.187143,1.739964,[189 106] ; [11 11],[186.11987382 108.88012618] ; [13.88012618  8.11987382],0
n4,1,0.196857,1.665541,[260  46] ; [18  6],[257.78181818  48.21818182] ; [20.21818182  3.78181818],0
s6,1,0.199698,1.64458,[256  48] ; [17  6],[253.79816514  50.20183486] ; [19.20183486  3.79816514],0
p12,1,0.210281,1.569493,[ 39 264] ; [ 1 23],[ 37.06422018 265.93577982] ; [ 2.93577982 21.06422018],0
n1,1,0.224271,1.476828,[20 31] ; [6 4],[21.73770492 29.26229508] ; [4.26229508 5.73770492],0
v3,1,0.238984,1.386576,[146 146] ; [ 9 15],[143.2278481 148.7721519] ; [11.7721519 12.2278481],0
s1,1,0.260295,1.267188,[ 11 290] ; [ 2 22],[ 12.04 288.96] ; [ 0.96 23.04],0
p9,1,0.274124,1.195994,[284  21] ; [20  3],[282.68292683  22.31707317] ; [21.31707317  1.68292683],0
a8,1,0.299975,1.074305,[ 50 232] ; [ 2 20],[ 48.23684211 233.76315789] ; [ 3.76315789 18.23684211],0
a3,1,0.305796,1.048748,[243  62] ; [17  7],[241.03343465  63.96656535] ; [18.96656535  5.03343465],0
a4,1,0.334389,0.931824,[146 160] ; [ 9 15],[143.72727273 162.27272727] ; [11.27272727 12.72727273],0
s7,1,0.3996,0.709529,[222  75] ; [19  4],[223.678125  73.321875] ; [17.321875  5.678125],0
p1,1,0.428308,0.627406,[ 27 278] ; [ 1 23],[ 25.95744681 279.04255319] ; [ 2.04255319 21.95744681],0
p7,1,0.472934,0.515113,[223  74] ; [15  7],[221.5862069  75.4137931] ; [16.4137931  5.5862069],0
b4,1,0.473896,0.512877,[176 130] ; [12 12],[174.32727273 131.67272727] ; [13.67272727 10.32727273],0
p10,1,0.490785,0.474804,[277  28] ; [19  3],[276.08562691  28.91437309] ; [19.91437309  2.08562691],0
p4,1,0.496832,0.461697,[211  94] ; [15  9],[209.51367781  95.48632219] ; [16.48632219  7.51367781],0
u2,1,0.552671,0.352554,[43 20] ; [4 3],[42.3 20.7] ; [4.7 2.3],0
u3,1,0.552671,0.352554,[43 20] ; [4 3],[42.3 20.7] ; [4.7 2.3],0
p8,1,0.578808,0.308165,[192 108] ; [14 10],[190.74074074 109.25925926] ; [15.25925926  8.74074074],0
p5,1,0.62697,0.236192,[ 49 252] ; [ 3 21],[ 48.16 252.84] ; [ 3.84 20.16],0
p2,1,0.693641,0.155172,[263  42] ; [20  4],[262.3556231  42.6443769] ; [20.6443769  3.3556231],0
