Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.958869,[ 6 11] ; [97 10],[14.12096774  2.87903226] ; [88.87903226 18.12096774],1
n4,1,4.1e-05,16.813528,[9 8] ; [97 10],[14.53225806  2.46774194] ; [91.46774194 15.53225806],1
p2,1,0.010072,6.622106,[9 8] ; [86 20],[13.1300813  3.8699187] ; [81.8699187 24.1300813],0
p9,1,0.013248,6.135676,[11  5] ; [96 10],[14.03278689  1.96721311] ; [92.96721311 13.03278689],0
p7,1,0.028789,4.780206,[8 9] ; [77 28],[11.8442623  5.1557377] ; [73.1557377 31.8442623],0
a3,1,0.03692,4.354117,[10  7] ; [87 20],[13.2983871  3.7016129] ; [83.7016129 23.2983871],0
s7,1,0.038434,4.285714,[9 6] ; [87 18],[12.  3.] ; [84. 21.],0
r2,1,0.061892,3.485933,[13  3] ; [100   6],[14.81967213  1.18032787] ; [98.18032787  7.81967213],0
b1,1,0.062801,3.461834,[13  4] ; [56 51],[9.45967742 7.54032258] ; [59.54032258 47.45967742],0
d5,1,0.123583,2.371312,[11  6] ; [86 20],[13.40650407  3.59349593] ; [83.59349593 22.40650407],0
r1,1,0.14594,2.114186,[11  6] ; [86 21],[13.2983871  3.7016129] ; [83.7016129 23.2983871],0
p3,1,0.194684,1.681809,[8 9] ; [68 39],[10.41935484  6.58064516] ; [65.58064516 41.41935484],0
a5,1,0.211828,1.558888,[11  6] ; [84 23],[13.02419355  3.97580645] ; [81.97580645 25.02419355],0
p1,1,0.237541,1.395128,[ 3 14] ; [ 9 97],[ 1.65853659 15.34146341] ; [10.34146341 95.65853659],0
p8,1,0.259519,1.271319,[8 9] ; [64 40],[10.11570248  6.88429752] ; [61.88429752 42.11570248],0
s6,1,0.264589,1.244585,[15  1] ; [87 18],[13.48760331  2.51239669] ; [88.51239669 16.48760331],0
p4,1,0.282924,1.152991,[9 8] ; [71 36],[10.96774194  6.03225806] ; [69.03225806 37.96774194],0
n2,1,0.298868,1.07924,[6 1] ; [17  9],[4.87878788 2.12121212] ; [18.12121212  7.87878788],0
p6,1,0.308714,1.036168,[ 6 11] ; [51 54],[7.94262295 9.05737705] ; [49.05737705 55.94262295],0
d4,1,0.315922,1.005753,[12  5] ; [86 20],[13.54471545  3.45528455] ; [84.45528455 21.54471545],0
b4,1,0.317689,0.998436,[10  7] ; [49 58],[8.08870968 8.91129032] ; [50.91129032 56.08870968],0
v3,1,0.33373,0.934372,[6 9] ; [56 49],[7.75 7.25] ; [54.25 50.75],0
b5,1,0.360142,0.837398,[9 8] ; [44 63],[7.26612903 9.73387097] ; [45.73387097 61.26612903],0
a4,1,0.37883,0.774495,[ 6 11] ; [50 57],[7.67741935 9.32258065] ; [48.32258065 58.67741935],0
s5,1,0.408035,0.684518,[ 5 10] ; [46 57],[6.48305085 8.51694915] ; [44.51694915 58.48305085],0
v1,1,0.414141,0.666881,[12  5] ; [62 41],[10.48333333  6.51666667] ; [63.51666667 39.48333333],0
p11,1,0.435194,0.608923,[13  4] ; [90 17],[14.12096774  2.87903226] ; [88.87903226 18.12096774],0
u3,1,0.446443,0.579667,[5 2] ; [11  9],[4.14814815 2.85185185] ; [11.85185185  8.14814815],0
r4,1,0.449963,0.570746,[14  3] ; [95 12],[14.94354839  2.05645161] ; [94.05645161 12.94354839],0
p12,1,0.526325,0.401482,[ 1 15] ; [12 92],[ 1.73333333 14.26666667] ; [11.26666667 92.73333333],0
b3,1,0.53143,0.391656,[6 8] ; [40 37],[7.07692308 6.92307692] ; [38.92307692 38.07692308],0
b2,1,0.53143,0.391656,[6 8] ; [40 37],[7.07692308 6.92307692] ; [38.92307692 38.07692308],0
v2,1,0.53585,0.383285,[9 6] ; [53 50],[7.88135593 7.11864407] ; [54.11864407 48.88135593],0
p10,1,0.55069,0.356083,[13  3] ; [92 14],[13.7704918  2.2295082] ; [91.2295082 14.7704918],0
a2,1,0.568847,0.324616,[ 1 16] ; [11 96],[ 1.64516129 15.35483871] ; [10.35483871 96.64516129],0
a6,1,0.573236,0.317297,[ 5 12] ; [39 68],[ 6.03225806 10.96774194] ; [37.96774194 69.03225806],0
n3,1,0.592948,0.285764,[4 3] ; [17  8],[4.59375 2.40625] ; [16.40625  8.59375],0
n1,1,0.686615,0.162774,[4 2] ; [15 11],[3.5625 2.4375] ; [15.4375 10.5625],0
d3,1,0.722285,0.126314,[ 7 10] ; [49 58],[7.67741935 9.32258065] ; [48.32258065 58.67741935],0
s4,1,0.767548,0.08737,[ 3 14] ; [22 84],[ 3.45528455 13.54471545] ; [21.54471545 84.45528455],0
v4,1,0.78474,0.074609,[15  1] ; [102   5],[15.2195122  0.7804878] ; [101.7804878   5.2195122],0
s3,1,0.817333,0.05335,[13  4] ; [79 28],[12.61290323  4.38709677] ; [79.38709677 27.61290323],0
s2,1,0.817333,0.05335,[13  4] ; [79 28],[12.61290323  4.38709677] ; [79.38709677 27.61290323],0
s1,1,0.829086,0.046602,[ 1 16] ; [  5 102],[ 0.82258065 16.17741935] ; [  5.17741935 101.82258065],0
a8,1,0.837289,0.042174,[ 2 15] ; [14 89],[ 2.26666667 14.73333333] ; [13.73333333 89.26666667],0
d2,1,0.865607,0.028643,[9 8] ; [59 48],[9.32258065 7.67741935] ; [58.67741935 48.32258065],0
d1,1,0.865607,0.028643,[9 8] ; [59 48],[9.32258065 7.67741935] ; [58.67741935 48.32258065],0
a1,1,0.918082,0.010578,[ 1 16] ; [  7 100],[ 1.09677419 15.90322581] ; [  6.90322581 100.09677419],0
