Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00179,9.75355,[ 7 27] ; [10  5],[11.79591837 22.20408163] ; [5.20408163 9.79591837],0
n1,1,0.00399,8.288265,[ 1 13] ; [3 1],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
s8,1,0.033958,4.496799,[ 6 28] ; [7 8],[ 9.02040816 24.97959184] ; [ 3.97959184 11.02040816],0
s6,1,0.037959,4.306876,[14 20] ; [11  4],[17.34693878 16.65306122] ; [7.65306122 7.34693878],0
p7,1,0.099958,2.706209,[14 20] ; [10  5],[16.65306122 17.34693878] ; [7.34693878 7.65306122],0
p6,1,0.10331,2.653693,[ 5 29] ; [5 9],[ 7.08333333 26.91666667] ; [ 2.91666667 11.08333333],0
r3,1,0.116808,2.459608,[22 12] ; [13  2],[24.28571429  9.71428571] ; [10.71428571  4.28571429],0
n6,1,0.126598,2.333737,[23 10] ; [7 8],[20.625 12.375] ; [9.375 5.625],0
a8,1,0.128047,2.316028,[ 2 30] ; [ 3 11],[ 3.47826087 28.52173913] ; [ 1.52173913 12.47826087],0
p12,1,0.132415,2.263957,[ 2 32] ; [ 3 12],[ 3.46938776 30.53061224] ; [ 1.53061224 13.46938776],0
u3,1,0.163165,1.944643,[5 9] ; [3 1],[6.22222222 7.77777778] ; [1.77777778 2.22222222],0
p5,1,0.224304,1.47662,[ 7 27] ; [ 1 14],[ 5.55102041 28.44897959] ; [ 2.44897959 12.55102041],0
p4,1,0.279683,1.168631,[17 17] ; [10  5],[18.73469388 15.26530612] ; [8.26530612 6.73469388],0
n4,1,0.279683,1.168631,[17 17] ; [10  5],[18.73469388 15.26530612] ; [8.26530612 6.73469388],0
a3,1,0.331539,0.942877,[20 14] ; [11  4],[21.51020408 12.48979592] ; [9.48979592 5.51020408],0
p8,1,0.338115,0.917566,[11 23] ; [7 8],[12.48979592 21.51020408] ; [5.51020408 9.48979592],0
p3,1,0.369091,0.806723,[10 24] ; [6 8],[11.33333333 22.66666667] ; [4.66666667 9.33333333],0
b5,1,0.370898,0.800654,[18 16] ; [10  5],[19.42857143 14.57142857] ; [8.57142857 6.42857143],0
n2,1,0.374857,0.7875,[7 7] ; [3 1],[7.77777778 6.22222222] ; [2.22222222 1.77777778],0
a4,1,0.377681,0.778235,[11 23] ; [ 3 12],[ 9.71428571 24.28571429] ; [ 4.28571429 10.71428571],0
a5,1,0.430394,0.62176,[20 14] ; [7 8],[18.73469388 15.26530612] ; [8.26530612 6.73469388],0
a7,1,0.430394,0.62176,[20 14] ; [7 8],[18.73469388 15.26530612] ; [8.26530612 6.73469388],0
v2,1,0.430394,0.62176,[14 20] ; [8 7],[15.26530612 18.73469388] ; [6.73469388 8.26530612],0
p11,1,0.432988,0.614796,[21 13] ; [11  4],[22.20408163 11.79591837] ; [9.79591837 5.20408163],0
d1,1,0.479018,0.501099,[15 19] ; [ 5 10],[13.87755102 20.12244898] ; [6.12244898 8.87755102],0
u2,1,0.518217,0.41744,[8 6] ; [3 1],[8.55555556 5.44444444] ; [2.44444444 1.55555556],0
