Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.338418,[37 52] ; [235  55],[63.87335092 25.12664908] ; [208.12664908  81.87335092],1
p10,1,0.0,38.452489,[37 55] ; [218  72],[61.41361257 30.58638743] ; [193.58638743  96.41361257],1
v4,1,0.0,35.702019,[64 30] ; [267  22],[81.23759791 12.76240209] ; [249.76240209  39.23759791],1
p11,1,0.0,34.874234,[43 51] ; [228  65],[65.82428941 28.17571059] ; [205.17571059  87.82428941],1
r3,1,0.0,32.244042,[66 28] ; [268  21],[81.97389034 12.02610966] ; [252.02610966  36.97389034],1
p4,1,0.0,28.077359,[20 73] ; [155 138],[42.16321244 50.83678756] ; [132.83678756 160.16321244],1
p7,1,0.0,25.55785,[26 66] ; [168 119],[47.09234828 44.90765172] ; [146.90765172 140.09234828],1
r4,1,1e-06,24.16581,[54 40] ; [241  52],[71.65374677 22.34625323] ; [223.34625323  69.65374677],1
p8,1,7e-06,20.198931,[19 74] ; [135 154],[37.4921466 55.5078534] ; [116.5078534 172.4921466],1
n6,1,9.7e-05,15.19173,[55 38] ; [231  60],[69.265625 23.734375] ; [216.734375  74.265625],1
p6,1,0.000135,14.569629,[ 9 82] ; [ 86 203],[22.75 68.25] ; [ 72.25 216.75],1
s6,1,0.000221,13.643258,[28 65] ; [151 139],[43.46475196 49.53524804] ; [135.53524804 154.46475196],1
r1,1,0.000637,11.665175,[50 44] ; [210  81],[63.48051948 30.51948052] ; [196.51948052  94.48051948],1
v1,1,0.000815,11.207609,[21 72] ; [121 168],[34.57068063 58.42931937] ; [107.42931937 181.57068063],1
d3,1,0.001641,9.913278,[46 48] ; [195  96],[58.84155844 35.15844156] ; [182.15844156 108.84155844],0
s7,1,0.001734,9.811765,[10 80] ; [ 76 204],[20.91891892 69.08108108] ; [ 65.08108108 214.91891892],0
d5,1,0.001807,9.735909,[57 37] ; [225  67],[68.67357513 25.32642487] ; [213.32642487  78.67357513],0
r2,1,0.001858,9.684563,[70 21] ; [260  30],[78.81889764 12.18110236] ; [251.18110236  38.81889764],0
s1,1,0.007429,7.166241,[ 8 85] ; [  7 283],[ 3.64229765 89.35770235] ; [ 11.35770235 278.64229765],0
p3,1,0.010283,6.585167,[23 70] ; [115 177],[33.33506494 59.66493506] ; [104.66493506 187.33506494],0
a7,1,0.012789,6.198061,[54 40] ; [208  84],[63.80310881 30.19689119] ; [198.19689119  93.80310881],0
a1,1,0.016142,5.787323,[ 9 85] ; [ 10 283],[ 4.61498708 89.38501292] ; [ 14.38501292 278.61498708],0
s5,1,0.016859,5.711016,[13 77] ; [ 77 211],[21.42857143 68.57142857] ; [ 68.57142857 219.42857143],0
a6,1,0.03584,4.404678,[52 42] ; [197  96],[60.48062016 33.51937984] ; [188.51937984 104.48062016],0
b1,1,0.037568,4.324494,[47 47] ; [111 182],[38.37726098 55.62273902] ; [119.62273902 173.37726098],0
n2,1,0.053072,3.741637,[25 18] ; [55 18],[29.65517241 13.34482759] ; [50.34482759 22.65517241],0
u2,1,0.059238,3.558589,[15 28] ; [57 53],[20.23529412 22.76470588] ; [51.76470588 58.23529412],0
n4,1,0.072045,3.235797,[55 39] ; [201  92],[62.18087855 31.81912145] ; [193.81912145  99.18087855],0
n3,1,0.07281,3.21851,[23 18] ; [53 20],[27.33333333 13.66666667] ; [48.66666667 24.33333333],0
u4,1,0.085744,2.952523,[ 2 92] ; [  1 292],[ 0.72868217 93.27131783] ; [  2.27131783 290.72868217],0
n5,1,0.106384,2.607138,[54 39] ; [195  95],[60.46214099 32.53785901] ; [188.53785901 101.46214099],0
p5,1,0.108382,2.577653,[ 2 91] ; [ 19 274],[ 5.05958549 87.94041451] ; [ 15.94041451 277.05958549],0
a5,1,0.124209,2.363423,[52 42] ; [188 105],[58.29457364 35.70542636] ; [181.70542636 111.29457364],0
s3,1,0.139432,2.184212,[30 62] ; [120 171],[36.03133159 55.96866841] ; [113.96866841 177.03133159],0
s2,1,0.149818,2.074104,[23 70] ; [ 95 196],[28.578125 64.421875] ; [ 89.421875 201.578125],0
b3,1,0.164727,1.930283,[21 35] ; [ 43 113],[16.90566038 39.09433962] ; [ 47.09433962 108.90566038],0
b2,1,0.164727,1.930283,[21 35] ; [ 43 113],[16.90566038 39.09433962] ; [ 47.09433962 108.90566038],0
a3,1,0.191898,1.702989,[50 42] ; [181 111],[55.34375 36.65625] ; [175.65625 116.34375],0
d4,1,0.22747,1.456614,[67 27] ; [226  66],[71.35233161 22.64766839] ; [221.64766839  70.35233161],0
n1,1,0.30538,1.050552,[18 25] ; [24 50],[15.43589744 27.56410256] ; [26.56410256 47.43589744],0
u3,1,0.332839,0.937821,[19 25] ; [57 53],[21.71428571 22.28571429] ; [54.28571429 55.71428571],0
p12,1,0.427887,0.628551,[ 1 93] ; [  7 284],[ 1.95324675 92.04675325] ; [  6.04675325 284.95324675],0
v2,1,0.445453,0.582196,[31 60] ; [109 174],[34.06417112 56.93582888] ; [105.93582888 177.06417112],0
a2,1,0.505701,0.442952,[13 81] ; [ 49 244],[15.05943152 78.94056848] ; [ 46.94056848 246.05943152],0
a8,1,0.507447,0.439327,[ 8 84] ; [ 30 239],[ 9.68421053 82.31578947] ; [ 28.31578947 240.68421053],0
s4,1,0.562671,0.335101,[14 79] ; [ 51 238],[15.82460733 77.17539267] ; [ 49.17539267 239.82460733],0
p1,1,0.575798,0.313077,[ 7 87] ; [ 17 274],[ 5.85974026 88.14025974] ; [ 18.14025974 272.85974026],0
b4,1,0.641026,0.217403,[51 43] ; [167 126],[52.95090439 41.04909561] ; [165.04909561 127.95090439],0
d2,1,0.78422,0.074979,[36 56] ; [110 183],[34.88831169 57.11168831] ; [111.11168831 181.88831169],0
u1,1,0.852285,0.034672,[ 9 85] ; [ 30 263],[ 9.47286822 84.52713178] ; [ 29.52713178 263.47286822],0
d1,1,0.858421,0.031821,[42 52] ; [134 159],[42.74935401 51.25064599] ; [133.25064599 159.74935401],0
a4,1,0.86404,0.029321,[35 57] ; [114 178],[35.69791667 56.30208333] ; [113.30208333 178.69791667],0
b5,1,0.880618,0.022556,[55 39] ; [174 119],[55.62273902 38.37726098] ; [173.37726098 119.62273902],0
