Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000303,13.054755,[52 10] ; [22 21],[43.6952381 18.3047619] ; [30.3047619 12.6952381],1
a8,1,0.00232,9.277317,[ 1 59] ; [ 8 34],[ 5.29411765 54.70588235] ; [ 3.70588235 38.29411765],0
n4,1,0.008581,6.908103,[24 38] ; [29 16],[30.71028037 31.28971963] ; [22.28971963 22.71028037],0
r3,1,0.011099,6.449442,[54  8] ; [30 15],[48.6728972 13.3271028] ; [35.3271028  9.6728972],0
u3,1,0.011278,6.420949,[17  8] ; [ 6 14],[12.77777778 12.22222222] ; [10.22222222  9.77777778],0
d1,1,0.012065,6.301319,[33 29] ; [13 32],[26.65420561 35.34579439] ; [19.34579439 25.65420561],0
d5,1,0.012917,6.180438,[48 14] ; [24 20],[42.11320755 19.88679245] ; [29.88679245 14.11320755],0
a1,1,0.015503,5.858373,[ 1 61] ; [ 6 39],[ 4.05607477 57.94392523] ; [ 2.94392523 42.05607477],0
p3,1,0.029656,4.729136,[23 39] ; [ 8 37],[17.96261682 44.03738318] ; [13.03738318 31.96261682],0
r4,1,0.04,4.217892,[45 17] ; [24 21],[39.98130841 22.01869159] ; [29.01869159 15.98130841],0
r1,1,0.046072,3.978968,[44 17] ; [24 21],[39.13207547 21.86792453] ; [28.86792453 16.13207547],0
n1,1,0.046703,3.956044,[ 4 16] ; [10 10],[ 7. 13.] ; [ 7. 13.],0
a6,1,0.082379,3.017332,[38 24] ; [34 10],[42.11320755 19.88679245] ; [29.88679245 14.11320755],0
d3,1,0.123714,2.369655,[41 21] ; [22 21],[37.2 24.8] ; [25.8 17.2],0
b5,1,0.133246,2.254274,[38 24] ; [21 24],[34.18691589 27.81308411] ; [24.81308411 20.18691589],0
p4,1,0.141766,2.158684,[28 34] ; [14 31],[24.3364486 37.6635514] ; [17.6635514 27.3364486],0
p8,1,0.143539,2.139599,[24 37] ; [11 32],[20.52884615 40.47115385] ; [14.47115385 28.52884615],0
b4,1,0.201965,1.628106,[38 24] ; [22 23],[34.76635514 27.23364486] ; [25.23364486 19.76635514],0
r2,1,0.207535,1.588541,[52  9] ; [34 11],[49.49056604 11.50943396] ; [36.50943396  8.49056604],0
s4,1,0.225798,1.467134,[14 48] ; [ 6 39],[11.58878505 50.41121495] ; [ 8.41121495 36.58878505],0
p2,1,0.273746,1.197879,[39 23] ; [23 21],[36.26415094 25.73584906] ; [25.73584906 18.26415094],0
a4,1,0.290431,1.117624,[20 42] ; [19 26],[22.59813084 39.40186916] ; [16.40186916 28.59813084],0
n3,1,0.301095,1.06934,[13  6] ; [11 10],[11.4  7.6] ; [12.6  8.4],0
v4,1,0.311834,1.022892,[49 13] ; [31 13],[46.79245283 15.20754717] ; [33.20754717 10.79245283],0
p10,1,0.362269,0.830011,[33 29] ; [19 24],[30.7047619 31.2952381] ; [21.2952381 21.7047619],0
v2,1,0.371272,0.799403,[22 36] ; [12 29],[19.91919192 38.08080808] ; [14.08080808 26.91919192],0
a5,1,0.410464,0.677456,[38 24] ; [24 21],[35.92523364 26.07476636] ; [26.07476636 18.92523364],0
s2,1,0.425712,0.634492,[21 41] ; [12 33],[19.12149533 42.87850467] ; [13.87850467 31.12149533],0
p7,1,0.445963,0.580892,[28 33] ; [23 20],[29.91346154 31.08653846] ; [21.08653846 21.91346154],0
u2,1,0.474355,0.511813,[17  9] ; [11  9],[15.82608696 10.17391304] ; [12.17391304  7.82608696],0
s5,1,0.490398,0.475652,[ 8 50] ; [ 4 39],[ 6.89108911 51.10891089] ; [ 5.10891089 37.89108911],0
s3,1,0.595709,0.281516,[28 33] ; [23 22],[29.3490566 31.6509434] ; [21.6509434 23.3490566],0
b2,1,0.606292,0.26561,[ 8 28] ; [ 7 18],[ 8.85245902 27.14754098] ; [ 6.14754098 18.85245902],0
b3,1,0.606292,0.26561,[ 8 28] ; [ 7 18],[ 8.85245902 27.14754098] ; [ 6.14754098 18.85245902],0
p1,1,0.641716,0.216505,[ 4 57] ; [ 2 43],[ 3.45283019 57.54716981] ; [ 2.54716981 42.45283019],0
s7,1,0.644126,0.213386,[14 41] ; [ 9 33],[13.04123711 41.95876289] ; [ 9.95876289 32.04123711],0
s8,1,0.681711,0.168206,[13 49] ; [ 8 37],[12.1682243 49.8317757] ; [ 8.8317757 36.1682243],0
p6,1,0.682446,0.167386,[11 51] ; [ 9 34],[11.80952381 50.19047619] ; [ 8.19047619 34.80952381],0
a7,1,0.721566,0.126997,[42 20] ; [29 16],[41.14018692 20.85981308] ; [29.85981308 15.14018692],0
b1,1,0.780853,0.077399,[32 30] ; [22 23],[31.28971963 30.71028037] ; [22.71028037 22.28971963],0
p5,1,0.785407,0.074136,[ 2 60] ; [ 1 42],[ 1.77142857 60.22857143] ; [ 1.22857143 41.77142857],0
u1,1,0.786092,0.073652,[ 5 57] ; [ 3 42],[ 4.63551402 57.36448598] ; [ 3.36448598 41.63551402],0
p9,1,0.793482,0.068535,[33 29] ; [24 19],[33.65714286 28.34285714] ; [23.34285714 19.65714286],0
v3,1,0.806018,0.060303,[12 45] ; [ 8 34],[11.51515152 45.48484848] ; [ 8.48484848 33.51515152],0
n2,1,0.808497,0.058741,[12  8] ; [14  8],[12.38095238  7.61904762] ; [13.61904762  8.38095238],0
a2,1,0.881683,0.022152,[ 9 53] ; [ 7 38],[ 9.27102804 52.72897196] ; [ 6.72897196 38.27102804],0
a3,1,0.898212,0.016364,[36 26] ; [25 19],[35.67924528 26.32075472] ; [25.32075472 18.67924528],0
d2,1,0.915841,0.011167,[26 36] ; [18 26],[25.73584906 36.26415094] ; [18.26415094 25.73584906],0
s1,1,0.94031,0.005607,[ 4 58] ; [ 3 41],[ 4.09433962 57.90566038] ; [ 2.90566038 41.09433962],0
p11,1,0.959113,0.002628,[30 32] ; [22 23],[30.13084112 31.86915888] ; [21.86915888 23.13084112],0
s6,1,0.973198,0.001129,[25 37] ; [18 27],[24.91588785 37.08411215] ; [18.08411215 26.91588785],0
