Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,50.272631,[239  67] ; [44 63],[209.68038741  96.31961259] ; [73.31961259 33.68038741],1
d3,1,0.0,34.040261,[245  62] ; [54 53],[221.72222222  85.27777778] ; [77.27777778 29.72222222],1
a2,1,7e-06,20.095122,[100 207] ; [11 96],[ 82.3115942 224.6884058] ; [28.6884058 78.3115942],1
u1,1,1e-05,19.587494,[ 83 224] ; [  7 100],[ 66.73913043 240.26086957] ; [23.26086957 83.73913043],1
b5,1,0.00248,9.154946,[208  99] ; [55 52],[195.02657005 111.97342995] ; [67.97342995 39.02657005],0
r4,1,0.00366,8.445392,[294  13] ; [94 13],[287.71980676  19.28019324] ; [100.28019324   6.71980676],0
d1,1,0.007709,7.099904,[205 102] ; [56 51],[193.54347826 113.45652174] ; [67.45652174 39.54347826],0
p4,1,0.01098,6.468591,[220  85] ; [63 44],[209.50242718  95.49757282] ; [73.49757282 33.50242718],0
b1,1,0.018891,5.511622,[ 99 208] ; [48 59],[109.00724638 197.99275362] ; [37.99275362 69.00724638],0
v4,1,0.01948,5.45788,[300   6] ; [100   7],[296.36803874   9.63196126] ; [103.63196126   3.36803874],0
b3,1,0.029586,4.733169,[ 73 122] ; [39 36],[ 80.88888889 114.11111111] ; [31.11111111 43.88888889],0
b2,1,0.029586,4.733169,[ 73 122] ; [39 36],[ 80.88888889 114.11111111] ; [31.11111111 43.88888889],0
p12,1,0.046428,3.965992,[ 35 271] ; [  5 100],[ 29.7810219 276.2189781] ; [10.2189781 94.7810219],0
p1,1,0.052621,3.7559,[ 34 272] ; [  5 101],[ 28.96601942 277.03398058] ; [10.03398058 95.96601942],0
u2,1,0.054529,3.696427,[46 34] ; [ 8 15],[41.94174757 38.05825243] ; [12.05825243 10.94174757],0
s8,1,0.087239,2.924592,[148 155] ; [62 44],[155.57457213 147.42542787] ; [54.42542787 51.57457213],0
