Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.809854,[85 15] ; [ 1 12],[76.10619469 23.89380531] ; [9.89380531 3.10619469],1
n4,1,0.000308,13.019946,[73 27] ; [ 3 10],[67.25663717 32.74336283] ; [8.74336283 4.25663717],1
v4,1,0.000436,12.371977,[90 10] ; [7 6],[85.84070796 14.15929204] ; [11.15929204  1.84070796],1
r1,1,0.000716,11.447829,[81 19] ; [5 8],[76.10619469 23.89380531] ; [9.89380531 3.10619469],1
n6,1,0.002323,9.274936,[72 27] ; [4 9],[67.17857143 31.82142857] ; [8.82142857 4.17857143],0
r3,1,0.002421,9.19961,[91  9] ; [8 5],[87.61061947 12.38938053] ; [11.38938053  1.61061947],0
p2,1,0.013847,6.057585,[66 34] ; [4 9],[61.94690265 38.05309735] ; [8.05309735 4.94690265],0
n5,1,0.038046,4.302943,[61 39] ; [4 9],[57.52212389 42.47787611] ; [7.47787611 5.52212389],0
v3,1,0.051283,3.798997,[34 65] ; [ 1 12],[30.9375 68.0625] ; [4.0625 8.9375],0
p3,1,0.067049,3.353836,[34 65] ; [ 1 11],[31.21621622 67.78378378] ; [3.78378378 8.21621622],0
s7,1,0.0799,3.066936,[31 63] ; [ 1 11],[28.37735849 65.62264151] ; [3.62264151 8.37735849],0
p4,1,0.083722,2.991128,[48 51] ; [ 3 10],[45.08035714 53.91964286] ; [5.91964286 7.08035714],0
p7,1,0.11829,2.43982,[45 53] ; [ 3 10],[42.37837838 55.62162162] ; [5.62162162 7.37837838],0
d5,1,0.131407,2.275804,[80 20] ; [8 5],[77.87610619 22.12389381] ; [10.12389381  2.87610619],0
b5,1,0.139252,2.186205,[67 33] ; [6 7],[64.60176991 35.39823009] ; [8.39823009 4.60176991],0
s3,1,0.142177,2.154238,[44 55] ; [ 3 10],[41.54464286 57.45535714] ; [5.45535714 7.54464286],0
s1,1,0.147842,2.09438,[ 5 94] ; [ 2 11],[ 6.1875 92.8125] ; [ 0.8125 12.1875],0
