Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.001855,9.68809,[263   9] ; [6 2],[261.31428571  10.68571429] ; [7.68571429 0.31428571],0
n6,1,0.004036,8.267589,[250  22] ; [5 3],[247.71428571  24.28571429] ; [7.28571429 0.71428571],0
n4,1,0.004544,8.052367,[237  38] ; [4 4],[234.18727915  40.81272085] ; [6.81272085 1.18727915],0
n5,1,0.010273,6.586861,[231  43] ; [4 4],[228.33333333  45.66666667] ; [6.66666667 1.33333333],0
v1,1,0.016519,5.746723,[179  92] ; [2 6],[175.81003584  95.18996416] ; [5.18996416 2.81003584],0
b1,1,0.044695,4.0301,[109 166] ; [6 2],[111.74911661 163.25088339] ; [3.25088339 4.74911661],0
p3,1,0.056103,3.648985,[190  84] ; [3 5],[187.5248227  86.4751773] ; [5.4751773 2.5248227],0
v3,1,0.066905,3.357375,[121 147] ; [1 7],[118.46376812 149.53623188] ; [3.53623188 4.46376812],0
p11,1,0.098485,2.729906,[232  43] ; [5 3],[230.30035336  44.69964664] ; [6.69964664 1.30035336],0
r1,1,0.137468,2.206075,[227  47] ; [5 3],[225.41843972  48.58156028] ; [6.58156028 1.41843972],0
s1,1,0.163479,1.941749,[  9 266] ; [1 7],[  9.71731449 265.28268551] ; [0.28268551 7.71731449],0
v2,1,0.16649,1.914267,[166 103] ; [3 5],[164.11913357 104.88086643] ; [4.88086643 3.11913357],0
s4,1,0.167913,1.901475,[ 57 213] ; [3 4],[ 58.48375451 211.51624549] ; [1.51624549 5.48375451],0
r3,1,0.205467,1.603085,[262  10] ; [7 1],[261.31428571  10.68571429] ; [7.68571429 0.31428571],0
b5,1,0.226028,1.465682,[162 113] ; [3 5],[160.33568905 114.66431095] ; [4.66431095 3.33568905],0
a5,1,0.239524,1.383396,[219  56] ; [5 3],[217.66784452  57.33215548] ; [6.33215548 1.66784452],0
s6,1,0.281888,1.157965,[208  57] ; [5 3],[206.75824176  58.24175824] ; [6.24175824 1.75824176],0
a6,1,0.291224,1.113955,[185  88] ; [4 4],[183.61921708  89.38078292] ; [5.38078292 2.61921708],0
d1,1,0.32987,0.94941,[183  92] ; [4 4],[181.71378092  93.28621908] ; [5.28621908 2.71378092],0
d3,1,0.385587,0.752812,[201  71] ; [7 1],[202.05714286  69.94285714] ; [5.94285714 2.05714286],0
b2,1,0.38699,0.748378,[79 96] ; [2 5],[77.88461538 97.11538462] ; [3.11538462 3.88461538],0
b3,1,0.38699,0.748378,[79 96] ; [2 5],[77.88461538 97.11538462] ; [3.11538462 3.88461538],0
a8,1,0.392011,0.732694,[ 35 212] ; [2 6],[ 35.83921569 211.16078431] ; [1.16078431 6.83921569],0
d4,1,0.397471,0.715963,[234  39] ; [6 2],[233.16725979  39.83274021] ; [6.83274021 1.16725979],0
s3,1,0.407958,0.684745,[164 107] ; [6 2],[165.12544803 105.87455197] ; [4.87455197 3.12544803],0
s2,1,0.431641,0.618404,[173  99] ; [4 4],[171.94285714 100.05714286] ; [5.05714286 2.94285714],0
a7,1,0.434964,0.609533,[204  69] ; [5 3],[203.04982206  69.95017794] ; [5.95017794 2.04982206],0
d5,1,0.442767,0.589101,[231  41] ; [6 2],[230.22857143  41.77142857] ; [6.77142857 1.22857143],0
a3,1,0.457022,0.553178,[208  65] ; [7 1],[208.87900356  64.12099644] ; [6.12099644 1.87900356],0
r4,1,0.507075,0.440097,[257  18] ; [7 1],[256.53710247  18.46289753] ; [7.46289753 0.53710247],0
p4,1,0.542403,0.371105,[228  46] ; [6 2],[227.36170213  46.63829787] ; [6.63829787 1.36170213],0
p8,1,0.561083,0.337833,[197  77] ; [5 3],[196.26950355  77.73049645] ; [5.73049645 2.26950355],0
b4,1,0.584355,0.299246,[164 111] ; [4 4],[163.25088339 111.74911661] ; [4.74911661 3.25088339],0
s8,1,0.611332,0.25824,[161 112] ; [4 4],[160.3024911 112.6975089] ; [4.6975089 3.3024911],0
d2,1,0.620594,0.245033,[147 127] ; [5 3],[147.68794326 126.31205674] ; [4.31205674 3.68794326],0
p2,1,0.710888,0.137392,[251  24] ; [7 1],[250.70671378  24.29328622] ; [7.29328622 0.70671378],0
s7,1,0.720363,0.128145,[167  95] ; [4 3],[166.55018587  95.44981413] ; [4.44981413 2.55018587],0
a2,1,0.83502,0.043375,[ 78 197] ; [2 6],[ 77.7385159 197.2614841] ; [2.2614841 5.7385159],0
u1,1,0.928731,0.008,[ 65 210] ; [2 6],[ 65.10600707 209.89399293] ; [1.89399293 6.10600707],0
s5,1,0.940416,0.005587,[127 134] ; [4 4],[127.10408922 133.89591078] ; [3.89591078 4.10408922],0
a4,1,0.943403,0.00504,[141 134] ; [4 4],[140.90106007 134.09893993] ; [4.09893993 3.90106007],0
p7,1,0.96934,0.001477,[235  35] ; [7 1],[235.03597122  34.96402878] ; [6.96402878 1.03597122],0
