Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,320.792852,[ 52 307] ; [335  91],[176.98471338 182.01528662] ; [210.01528662 215.98471338],1
s6,1,0.0,143.478143,[150 209] ; [349  71],[229.96277279 129.03722721] ; [269.03722721 150.96277279],1
s7,1,0.0,96.332556,[ 89 255] ; [252 157],[155.78220452 188.21779548] ; [185.21779548 223.78220452],1
s8,1,0.0,77.699099,[ 88 272] ; [236 189],[148.58598726 211.41401274] ; [175.41401274 249.58598726],1
s5,1,0.0,35.188871,[ 67 288] ; [157 251],[104.22018349 250.77981651] ; [119.77981651 288.22018349],1
s4,1,5e-06,20.781605,[ 40 319] ; [100 322],[ 64.35339309 294.64660691] ; [ 75.64660691 346.35339309],1
r3,1,0.002897,8.870923,[335  27] ; [412  12],[344.03816794  17.96183206] ; [402.96183206  21.03816794],0
r4,1,0.003742,8.404863,[315  48] ; [396  30],[327.11406844  35.88593156] ; [383.88593156  42.11406844],0
p12,1,0.004267,8.166559,[ 10 351] ; [ 31 392],[ 18.87882653 342.12117347] ; [ 22.12117347 400.87882653],0
r2,1,0.004301,8.152065,[333  26] ; [411  12],[341.55498721  17.44501279] ; [402.44501279  20.55498721],0
p9,1,0.004539,8.054489,[277  81] ; [359  62],[292.28241335  65.71758665] ; [343.71758665  77.28241335],0
p10,1,0.004687,7.996548,[265  94] ; [346  75],[281.21666667  77.78333333] ; [329.78333333  91.21666667],0
p7,1,0.007238,7.212838,[201 158] ; [269 142],[219.12987013 139.87012987] ; [250.87012987 160.12987013],0
p2,1,0.014177,6.015981,[283  79] ; [361  64],[296.22363405  65.77636595] ; [347.77636595  77.22363405],0
r1,1,0.018671,5.532046,[274  88] ; [349  74],[287.29426752  74.70573248] ; [335.70573248  87.29426752],0
u4,1,0.025496,4.989897,[  2 361] ; [ 11 415],[  5.98098859 357.01901141] ; [  7.01901141 418.98098859],0
n5,1,0.030713,4.668961,[244 116] ; [317 107],[257.60204082 102.39795918] ; [303.39795918 120.60204082],0
u1,1,0.032754,4.558567,[ 50 313] ; [ 83 343],[ 61.19011407 301.80988593] ; [ 71.80988593 354.19011407],0
a3,1,0.036413,4.377679,[238 124] ; [308 116],[251.46564885 110.53435115] ; [294.53435115 129.46564885],0
n4,1,0.049713,3.851117,[254 109] ; [323 101],[266.13850064  96.86149936] ; [310.86149936 113.13850064],0
n2,1,0.051274,3.7993,[67 32] ; [76 19],[72.9742268 26.0257732] ; [70.0257732 24.9742268],0
a2,1,0.075165,3.166467,[ 75 288] ; [111 315],[ 85.57414449 277.42585551] ; [100.42585551 325.57414449],0
d4,1,0.087946,2.911568,[285  77] ; [354  70],[294.29770992  67.70229008] ; [344.70229008  79.29770992],0
p4,1,0.091032,2.856023,[186 175] ; [244 180],[197.74522293 163.25477707] ; [232.25477707 191.74522293],0
u3,1,0.0943,2.799393,[67 57] ; [75 41],[73.36666667 50.63333333] ; [68.63333333 47.36666667],0
d2,1,0.099758,2.709401,[158 203] ; [211 214],[169.47709924 191.52290076] ; [199.52290076 225.47709924],0
v3,1,0.106213,2.60969,[117 236] ; [159 251],[127.69069463 225.30930537] ; [148.30930537 261.69069463],0
b4,1,0.129815,2.294712,[197 166] ; [254 172],[207.49429658 155.50570342] ; [243.50570342 182.49429658],0
p3,1,0.152217,2.049894,[154 208] ; [202 222],[163.95928753 198.04071247] ; [192.04071247 231.95928753],0
v1,1,0.165488,1.92335,[173 188] ; [217 193],[182.60700389 178.39299611] ; [207.39299611 202.60700389],0
a5,1,0.179578,1.801112,[251 112] ; [313 113],[259.48288973 103.51711027] ; [304.51711027 121.48288973],0
d1,1,0.216176,1.529576,[198 165] ; [251 175],[206.57414449 156.42585551] ; [242.42585551 183.57414449],0
a8,1,0.241776,1.370209,[ 36 287] ; [ 56 342],[ 41.2149792 281.7850208] ; [ 50.7850208 347.2149792],0
s1,1,0.264366,1.245751,[  8 352] ; [ 15 404],[ 10.62901155 349.37098845] ; [ 12.37098845 406.62901155],0
n1,1,0.282555,1.154762,[31 68] ; [36 57],[34.546875 64.453125] ; [32.453125 60.546875],0
n3,1,0.297878,1.083669,[67 30] ; [72 23],[70.22395833 26.77604167] ; [68.77604167 26.22395833],0
p11,1,0.316301,1.004179,[271  92] ; [331  95],[276.96577947  86.03422053] ; [325.03422053 100.96577947],0
p6,1,0.3244,0.971122,[113 244] ; [147 273],[119.45945946 237.54054054] ; [140.54054054 279.45945946],0
u2,1,0.369087,0.806737,[65 58] ; [68 48],[68.44769874 54.55230126] ; [64.55230126 51.44769874],0
d3,1,0.432467,0.61619,[242 119] ; [296 129],[247.09669211 113.90330789] ; [290.90330789 134.09669211],0
v2,1,0.439859,0.59665,[189 165] ; [227 177],[194.27968338 159.72031662] ; [221.72031662 182.27968338],0
b1,1,0.467592,0.52766,[134 229] ; [168 258],[138.94296578 224.05703422] ; [163.05703422 262.94296578],0
a1,1,0.500865,0.453103,[ 12 351] ; [ 18 408],[ 13.80228137 349.19771863] ; [ 16.19771863 409.80228137],0
a4,1,0.602923,0.27061,[156 206] ; [191 234],[159.6111817 202.3888183] ; [187.3888183 237.6111817],0
b3,1,0.654197,0.200649,[ 71 137] ; [ 90 159],[ 73.27789934 134.72210066] ; [ 87.72210066 161.27789934],0
b2,1,0.654197,0.200649,[ 71 137] ; [ 90 159],[ 73.27789934 134.72210066] ; [ 87.72210066 161.27789934],0
d5,1,0.65586,0.198591,[294  68] ; [339  85],[291.53435115  70.46564885] ; [341.46564885  82.53435115],0
b5,1,0.705924,0.142382,[228 135] ; [262 164],[225.43726236 137.56273764] ; [264.56273764 161.43726236],0
a7,1,0.811565,0.056838,[258 103] ; [307 118],[259.49745547 101.50254453] ; [305.50254453 119.49745547],0
a6,1,0.905646,0.01405,[248 115] ; [288 136],[247.227446 115.772554] ; [288.772554 135.227446],0
p1,1,0.921601,0.009686,[ 22 340] ; [ 25 398],[ 21.67388535 340.32611465] ; [ 25.32611465 397.67388535],0
p8,1,0.941573,0.005372,[172 184] ; [205 217],[172.50899743 183.49100257] ; [204.49100257 217.50899743],0
n6,1,0.970882,0.001332,[299  64] ; [348  75],[298.80534351  64.19465649] ; [348.19465649  74.80534351],0
