Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.00479,7.957129,[ 7 21] ; [27 19],[12.86486486 15.13513514] ; [21.13513514 24.86486486],0
v4,1,0.006561,7.389442,[23  6] ; [46  1],[26.32894737  2.67105263] ; [42.67105263  4.32894737],0
v2,1,0.014166,6.01731,[ 9 18] ; [29 17],[14.05479452 12.94520548] ; [23.94520548 22.05479452],0
r2,1,0.017617,5.633819,[24  5] ; [46  1],[26.71052632  2.28947368] ; [43.28947368  3.71052632],0
n6,1,0.024078,5.08897,[19 10] ; [41  6],[22.89473684  6.10526316] ; [37.10526316  9.89473684],0
r4,1,0.026125,4.947713,[22  7] ; [44  3],[25.18421053  3.81578947] ; [40.81578947  6.18421053],0
d3,1,0.033763,4.506646,[ 6 23] ; [21 26],[10.30263158 18.69736842] ; [16.69736842 30.30263158],0
a3,1,0.043784,4.064857,[11 18] ; [29 18],[15.26315789 13.73684211] ; [24.73684211 22.26315789],0
p4,1,0.060496,3.523728,[17 12] ; [37 10],[20.60526316  8.39473684] ; [33.39473684 13.60526316],0
a4,1,0.072082,3.234972,[ 3 26] ; [13 34],[ 6.10526316 22.89473684] ; [ 9.89473684 37.10526316],0
p7,1,0.081974,3.025319,[19 10] ; [39  8],[22.13157895  6.86842105] ; [35.86842105 11.13157895],0
p12,1,0.094906,2.789129,[ 2 27] ; [10 37],[ 4.57894737 24.42105263] ; [ 7.42105263 39.57894737],0
a5,1,0.104556,2.634629,[15 14] ; [33 14],[18.31578947 10.68421053] ; [29.68421053 17.31578947],0
s7,1,0.114237,2.494606,[11 18] ; [25 19],[14.30136986 14.69863014] ; [21.69863014 22.30136986],0
r1,1,0.114744,2.48764,[18 11] ; [37 10],[20.98684211  8.01315789] ; [34.01315789 12.98684211],0
r3,1,0.134035,2.245134,[24  5] ; [44  3],[25.94736842  3.05263158] ; [42.05263158  4.94736842],0
n1,1,0.136844,2.213095,[1 5] ; [3 2],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
b5,1,0.150656,2.065595,[13 16] ; [29 18],[16.02631579 12.97368421] ; [25.97368421 21.02631579],0
p5,1,0.153679,2.035345,[ 3 26] ; [11 36],[ 5.34210526 23.65789474] ; [ 8.65789474 38.34210526],0
u3,1,0.182422,1.777778,[ 7 11] ; [11  7],[9. 9.] ; [9. 9.],0
p2,1,0.236443,1.401675,[20  9] ; [38  9],[22.13157895  6.86842105] ; [35.86842105 11.13157895],0
s8,1,0.245396,1.349325,[14 15] ; [16 30],[11.6 17.4] ; [18.4 27.6],0
v3,1,0.250992,1.317772,[ 9 19] ; [21 25],[11.35135135 16.64864865] ; [18.64864865 27.35135135],0
d1,1,0.258825,1.275031,[ 1 28] ; [ 5 42],[ 2.28947368 26.71052632] ; [ 3.71052632 43.28947368],0
s2,1,0.264508,1.245007,[11 18] ; [24 23],[13.35526316 15.64473684] ; [21.64473684 25.35526316],0
p9,1,0.293922,1.101568,[21  8] ; [38  8],[22.81333333  6.18666667] ; [36.18666667  9.81333333],0
p10,1,0.294101,1.100752,[19 10] ; [36 11],[20.98684211  8.01315789] ; [34.01315789 12.98684211],0
a6,1,0.300776,1.070751,[17 12] ; [33 14],[19.07894737  9.92105263] ; [30.92105263 16.07894737],0
s5,1,0.3017,1.066667,[ 7 20] ; [17 28],[ 9. 18.] ; [15. 30.],0
n2,1,0.303052,1.060714,[3 3] ; [4 1],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
b4,1,0.347106,0.884009,[16 13] ; [31 16],[17.93421053 11.06578947] ; [29.06578947 17.93421053],0
s3,1,0.347419,0.882862,[18 10] ; [25 22],[16.05333333 11.94666667] ; [26.94666667 20.05333333],0
n5,1,0.34938,0.875708,[18 11] ; [34 13],[19.84210526  9.15789474] ; [32.15789474 14.84210526],0
a8,1,0.591386,0.288185,[ 3 26] ; [ 3 41],[ 2.38356164 26.61643836] ; [ 3.61643836 40.38356164],0
p11,1,0.60429,0.268574,[22  7] ; [38  9],[22.89473684  6.10526316] ; [37.10526316  9.89473684],0
a1,1,0.61643,0.250917,[ 2 27] ; [ 2 45],[ 1.52631579 27.47368421] ; [ 2.47368421 44.52631579],0
s6,1,0.63284,0.228229,[18 10] ; [27 19],[17.02702703 10.97297297] ; [27.97297297 18.02702703],0
b2,1,0.667664,0.184347,[10 12] ; [ 9 14],[ 9.28888889 12.71111111] ; [ 9.71111111 13.28888889],0
b3,1,0.667664,0.184347,[10 12] ; [ 9 14],[ 9.28888889 12.71111111] ; [ 9.71111111 13.28888889],0
u1,1,0.726803,0.122068,[ 1 28] ; [ 1 46],[ 0.76315789 28.23684211] ; [ 1.23684211 45.76315789],0
d4,1,0.727487,0.121431,[13 16] ; [23 24],[13.73684211 15.26315789] ; [22.26315789 24.73684211],0
n4,1,0.73485,0.114705,[22  7] ; [34 13],[21.36842105  7.63157895] ; [34.63157895 12.36842105],0
