Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.013276,6.131958,[6 1] ; [56 89],[2.85526316 4.14473684] ; [59.14473684 85.85526316],0
b3,1,0.013276,6.131958,[6 1] ; [56 89],[2.85526316 4.14473684] ; [59.14473684 85.85526316],0
v3,1,0.033473,4.521419,[5 1] ; [ 84 126],[2.47222222 3.52777778] ; [ 86.52777778 123.47222222],0
a1,1,0.04079,4.184713,[2 5] ; [ 16 203],[0.55752212 6.44247788] ; [ 17.44247788 201.55752212],0
a8,1,0.047446,3.929488,[2 2] ; [ 29 174],[0.59903382 3.40096618] ; [ 30.40096618 172.59903382],0
d2,1,0.082943,3.006264,[6 1] ; [115 104],[3.74778761 3.25221239] ; [117.25221239 101.74778761],0
a2,1,0.085525,2.956657,[4 3] ; [ 60 159],[1.98230088 5.01769912] ; [ 62.01769912 156.98230088],0
u1,1,0.122505,2.385,[3 4] ; [ 42 177],[1.39380531 5.60619469] ; [ 43.60619469 175.39380531],0
v2,1,0.170082,1.882224,[5 1] ; [113  92],[3.35545024 2.64454976] ; [114.64454976  90.35545024],0
d1,1,0.174199,1.846434,[6 1] ; [132  87],[4.27433628 2.72566372] ; [133.72566372  85.27433628],0
s8,1,0.285138,1.142437,[5 2] ; [111 107],[3.60888889 3.39111111] ; [112.39111111 105.60888889],0
a4,1,0.301155,1.069074,[5 2] ; [113 106],[3.65486726 3.34513274] ; [114.34513274 104.65486726],0
p5,1,0.319028,0.992927,[2 4] ; [ 38 179],[1.07623318 4.92376682] ; [ 38.92376682 178.07623318],0
b5,1,0.323508,0.974709,[5 2] ; [115 104],[3.71681416 3.28318584] ; [116.28318584 102.71681416],0
s7,1,0.326861,0.961293,[5 2] ; [110  99],[3.72685185 3.27314815] ; [111.27314815  97.72685185],0
b4,1,0.435884,0.607095,[5 2] ; [124  95],[3.99557522 3.00442478] ; [125.00442478  93.99557522],0
s3,1,0.601149,0.273266,[5 2] ; [132  82],[4.33936652 2.66063348] ; [132.66063348  81.33936652],0
p12,1,0.613556,0.255028,[1 6] ; [ 19 198],[0.625 6.375] ; [ 19.375 197.625],0
r1,1,0.717007,0.131378,[6 1] ; [174  43],[5.625 1.375] ; [174.375  42.625],0
d5,1,0.720994,0.127542,[6 1] ; [175  43],[5.63111111 1.36888889] ; [175.36888889  42.63111111],0
p8,1,0.766119,0.088479,[4 3] ; [136  81],[4.375 2.625] ; [135.625  81.375],0
s5,1,0.792381,0.069285,[2 5] ; [ 70 140],[2.32258065 4.67741935] ; [ 69.67741935 140.32258065],0
p3,1,0.797659,0.06573,[4 3] ; [135  83],[4.32444444 2.67555556] ; [134.67555556  83.32444444],0
a7,1,0.84339,0.039029,[5 2] ; [148  70],[4.76 2.24] ; [148.24  69.76],0
p4,1,0.849615,0.035952,[5 2] ; [149  70],[4.7699115 2.2300885] ; [149.2300885  69.7699115],0
s2,1,0.857446,0.032266,[4 3] ; [116 100],[3.76681614 3.23318386] ; [116.23318386  99.76681614],0
a6,1,0.862972,0.029788,[5 2] ; [149  69],[4.79111111 2.20888889] ; [149.20888889  68.79111111],0
p7,1,0.886913,0.020224,[5 2] ; [158  56],[5.16289593 1.83710407] ; [157.83710407  56.16289593],0
n4,1,0.903924,0.01457,[6 1] ; [184  35],[5.88495575 1.11504425] ; [184.11504425  34.88495575],0
p2,1,0.94667,0.004474,[6 1] ; [184  33],[5.9375 1.0625] ; [184.0625  32.9375],0
p6,1,0.977653,0.000785,[3 4] ; [ 91 124],[2.96396396 4.03603604] ; [ 91.03603604 123.96396396],0
