Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3e-06,21.806852,[ 7 82] ; [19 27],[17.14074074 71.85925926] ; [ 8.85925926 37.14074074],1
s8,1,0.000157,14.291401,[10 81] ; [18 29],[18.46376812 72.53623188] ; [ 9.53623188 37.46376812],1
s2,1,0.000665,11.584808,[ 6 85] ; [13 34],[12.52898551 78.47101449] ; [ 6.47101449 40.52898551],1
s7,1,0.001006,10.817201,[12 74] ; [18 28],[19.54545455 66.45454545] ; [10.45454545 35.54545455],0
a5,1,0.002146,9.419859,[45 46] ; [36 11],[53.41304348 37.58695652] ; [27.58695652 19.41304348],0
p4,1,0.003868,8.34457,[27 63] ; [26 21],[34.81751825 55.18248175] ; [18.18248175 28.81751825],0
p3,1,0.009145,6.794252,[24 66] ; [23 24],[30.87591241 59.12408759] ; [16.12408759 30.87591241],0
p5,1,0.012471,6.242668,[ 2 88] ; [ 6 41],[ 5.25547445 84.74452555] ; [ 2.74452555 44.25547445],0
s4,1,0.021388,5.294901,[ 7 84] ; [10 37],[11.21014493 79.78985507] ; [ 5.78985507 41.21014493],0
p6,1,0.025889,4.963429,[17 71] ; [17 29],[22.32835821 65.67164179] ; [11.67164179 34.32835821],0
v1,1,0.025915,4.961712,[25 65] ; [22 25],[30.87591241 59.12408759] ; [16.12408759 30.87591241],0
p10,1,0.138999,2.189001,[45 44] ; [30 17],[49.08088235 39.91911765] ; [25.91911765 21.08088235],0
d3,1,0.183348,1.770276,[59 31] ; [36 11],[62.40875912 27.59124088] ; [32.59124088 14.40875912],0
p8,1,0.200699,1.637277,[32 58] ; [22 25],[35.47445255 54.52554745] ; [18.52554745 28.47445255],0
p9,1,0.202382,1.6251,[52 36] ; [33 14],[55.40740741 32.59259259] ; [29.59259259 17.40740741],0
n6,1,0.211963,1.557968,[52 39] ; [32 15],[55.39130435 35.60869565] ; [28.60869565 18.39130435],0
a1,1,0.212455,1.55462,[ 2 89] ; [ 3 44],[ 3.29710145 87.70289855] ; [ 1.70289855 45.29710145],0
u2,1,0.218555,1.513833,[15 18] ; [12  7],[17.13461538 15.86538462] ; [9.86538462 9.13461538],0
a2,1,0.227063,1.459168,[ 9 82] ; [ 8 39],[11.21014493 79.78985507] ; [ 5.78985507 41.21014493],0
p12,1,0.232559,1.42514,[ 1 89] ; [ 2 45],[ 1.97080292 88.02919708] ; [ 1.02919708 45.97080292],0
u3,1,0.234741,1.411899,[17 16] ; [13  6],[19.03846154 13.96153846] ; [10.96153846  8.03846154],0
a4,1,0.256644,1.286769,[28 63] ; [19 28],[30.99275362 60.00724638] ; [16.00724638 30.99275362],0
p7,1,0.272235,1.205451,[39 51] ; [25 22],[42.04379562 47.95620438] ; [21.95620438 25.04379562],0
d1,1,0.311012,1.026375,[44 47] ; [27 20],[46.81884058 44.18115942] ; [24.18115942 22.81884058],0
d2,1,0.327637,0.958217,[31 60] ; [20 27],[33.63043478 57.36956522] ; [17.36956522 29.63043478],0
r4,1,0.33422,0.932476,[69 22] ; [39  8],[71.2173913 19.7826087] ; [36.7826087 10.2173913],0
p11,1,0.385561,0.752896,[61 30] ; [28 19],[58.6884058 32.3115942] ; [30.3115942 16.6884058],0
r1,1,0.437472,0.602905,[64 27] ; [30 17],[61.98550725 29.01449275] ; [32.01449275 14.98550725],0
v3,1,0.479358,0.500324,[21 64] ; [14 32],[22.70992366 62.29007634] ; [12.29007634 33.70992366],0
n2,1,0.508701,0.436739,[13 12] ; [10  6],[14.02439024 10.97560976] ; [8.97560976 7.02439024],0
a8,1,0.520218,0.413462,[ 9 77] ; [ 3 40],[ 8. 78.] ; [ 4. 39.],0
b4,1,0.562629,0.335172,[55 36] ; [26 21],[53.41304348 37.58695652] ; [27.58695652 19.41304348],0
p1,1,0.567719,0.326513,[ 6 84] ; [ 2 45],[ 5.25547445 84.74452555] ; [ 2.74452555 44.25547445],0
a7,1,0.577853,0.309718,[69 21] ; [34 13],[67.66423358 22.33576642] ; [35.33576642 11.66423358],0
d5,1,0.578193,0.309165,[67 23] ; [37 10],[68.32116788 21.67883212] ; [35.67883212 11.32116788],0
r2,1,0.57955,0.306963,[77 12] ; [39  8],[75.91176471 13.08823529] ; [40.08823529  6.91176471],0
d4,1,0.588239,0.293103,[72 19] ; [39  8],[73.19565217 17.80434783] ; [37.80434783  9.19565217],0
p2,1,0.628352,0.234302,[63 27] ; [31 16],[61.75182482 28.24817518] ; [32.24817518 14.75182482],0
a3,1,0.632563,0.228601,[58 33] ; [28 19],[56.71014493 34.28985507] ; [29.28985507 17.71014493],0
v2,1,0.642888,0.214984,[43 45] ; [21 26],[41.71851852 46.28148148] ; [22.28148148 24.71851852],0
