Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,41.412065,[78 47] ; [ 9 57],[56.93717277 68.06282723] ; [30.06282723 35.93717277],1
a3,1,0.0,33.108743,[105  20] ; [29 37],[87.69633508 37.30366492] ; [46.30366492 19.69633508],1
d2,1,1e-06,24.609159,[73 51] ; [14 52],[56.77894737 67.22105263] ; [30.22105263 35.77894737],1
d1,1,2.1e-05,18.131884,[82 43] ; [22 44],[68.06282723 56.93717277] ; [35.93717277 30.06282723],1
u1,1,0.002887,8.877838,[29 96] ; [ 4 62],[ 21.59685864 103.40314136] ; [11.40314136 54.59685864],0
a6,1,0.006786,7.328677,[85 39] ; [32 34],[76.35789474 47.64210526] ; [40.64210526 25.35789474],0
p11,1,0.009308,6.762833,[101  24] ; [42 24],[93.58638743 31.41361257] ; [49.41361257 16.58638743],0
r4,1,0.01009,6.618924,[116   9] ; [53 13],[110.60209424  14.39790576] ; [58.39790576  7.60209424],0
s8,1,0.011896,6.326308,[75 50] ; [27 39],[66.7539267 58.2460733] ; [35.2460733 30.7539267],0
n4,1,0.01844,5.55383,[100  24] ; [43 23],[93.32631579 30.67368421] ; [49.67368421 16.32631579],0
s6,1,0.021084,5.319801,[109  14] ; [50 16],[103.47619048  19.52380952] ; [55.52380952 10.47619048],0
d5,1,0.029678,4.727836,[99 24] ; [43 22],[92.90425532 30.09574468] ; [49.09574468 15.90425532],0
v1,1,0.048039,3.908632,[58 62] ; [22 44],[51.61290323 68.38709677] ; [28.38709677 37.61290323],0
b3,1,0.048277,3.900304,[34 48] ; [ 9 30],[29.14049587 52.85950413] ; [13.85950413 25.14049587],0
b2,1,0.048277,3.900304,[34 48] ; [ 9 30],[29.14049587 52.85950413] ; [13.85950413 25.14049587],0
p3,1,0.053066,3.741825,[69 55] ; [27 39],[62.65263158 61.34736842] ; [33.34736842 32.65263158],0
p9,1,0.061625,3.493109,[109  16] ; [49 15],[104.4973545  20.5026455] ; [53.5026455 10.4973545],0
r1,1,0.074099,3.189807,[99 25] ; [45 21],[93.97894737 30.02105263] ; [50.02105263 15.97894737],0
n6,1,0.081002,3.044677,[108  16] ; [51 15],[103.76842105  20.23157895] ; [55.23157895 10.76842105],0
p6,1,0.081977,3.025261,[56 69] ; [21 45],[50.39267016 74.60732984] ; [26.60732984 39.39267016],0
s5,1,0.116265,2.466933,[60 61] ; [24 40],[54.94054054 66.05945946] ; [29.05945946 34.94054054],0
d4,1,0.116719,2.460799,[103  20] ; [49 17],[98.92063492 24.07936508] ; [53.07936508 12.92063492],0
p10,1,0.118229,2.440628,[105  19] ; [49 16],[101.03703704  22.96296296] ; [52.96296296 12.03703704],0
s7,1,0.122143,2.389628,[81 38] ; [35 27],[76.26519337 42.73480663] ; [39.73480663 22.26519337],0
p4,1,0.122154,2.389488,[86 39] ; [38 28],[81.15183246 43.84816754] ; [42.84816754 23.15183246],0
p12,1,0.132165,2.266888,[ 11 114] ; [ 2 64],[  8.5078534 116.4921466] ; [ 4.4921466 61.5078534],0
n5,1,0.156389,2.008802,[97 28] ; [45 21],[92.93193717 32.06806283] ; [49.06806283 16.93193717],0
v4,1,0.166689,1.912471,[121   4] ; [60  5],[119.07894737   5.92105263] ; [61.92105263  3.07894737],0
v3,1,0.180881,1.790368,[30 93] ; [10 53],[26.4516129 96.5483871] ; [13.5483871 49.4516129],0
b5,1,0.185229,1.75516,[71 54] ; [44 22],[75.2617801 49.7382199] ; [39.7382199 26.2617801],0
d3,1,0.187817,1.734659,[88 36] ; [40 25],[83.97883598 40.02116402] ; [44.02116402 20.97883598],0
a1,1,0.239478,1.383666,[  9 116] ; [ 2 64],[  7.19895288 117.80104712] ; [ 3.80104712 62.19895288],0
n3,1,0.311056,1.026186,[21 10] ; [9 8],[19.375 11.625] ; [10.625  6.375],0
n2,1,0.383637,0.759013,[22  9] ; [14  3],[23.25  7.75] ; [12.75  4.25],0
p2,1,0.401616,0.703481,[106  19] ; [52 13],[103.94736842  21.05263158] ; [54.05263158 10.94736842],0
p1,1,0.423405,0.640845,[ 11 114] ; [ 8 56],[ 12.56613757 112.43386243] ; [ 6.43386243 57.56613757],0
b1,1,0.428882,0.62585,[55 70] ; [33 33],[57.59162304 67.40837696] ; [30.40837696 35.59162304],0
r2,1,0.450148,0.57028,[117   6] ; [61  5],[115.84126984   7.15873016] ; [62.15873016  3.84126984],0
p8,1,0.508477,0.437201,[65 60] ; [31 35],[62.82722513 62.17277487] ; [33.17277487 32.82722513],0
u2,1,0.617859,0.248889,[12  8] ; [24 12],[12.85714286  7.14285714] ; [23.14285714 12.85714286],0
p5,1,0.629408,0.232865,[ 19 105] ; [ 8 55],[ 17.90374332 106.09625668] ; [ 9.09625668 53.90374332],0
b4,1,0.737519,0.112319,[65 60] ; [36 30],[66.09947644 58.90052356] ; [34.90052356 31.09947644],0
s4,1,0.776937,0.080266,[39 84] ; [19 45],[38.14973262 84.85026738] ; [19.85026738 44.14973262],0
a7,1,0.779761,0.078193,[86 39] ; [46 19],[86.84210526 38.15789474] ; [45.15789474 19.84210526],0
s1,1,0.784396,0.074854,[ 10 114] ; [ 6 59],[ 10.4973545 113.5026455] ; [ 5.5026455 59.4973545],0
r3,1,0.786412,0.073426,[116   9] ; [61  4],[116.44736842   8.55263158] ; [60.55263158  4.44736842],0
n1,1,0.790116,0.070841,[14 17] ; [ 7 10],[13.5625 17.4375] ; [7.4375 9.5625],0
p7,1,0.862183,0.030136,[77 46] ; [38 24],[76.45945946 46.54054054] ; [38.54054054 23.45945946],0
s3,1,0.88681,0.020261,[108  16] ; [57  9],[107.68421053  16.31578947] ; [57.31578947  8.68421053],0
a8,1,0.95075,0.003815,[ 16 103] ; [ 8 53],[ 15.86666667 103.13333333] ; [ 8.13333333 52.86666667],0
u3,1,0.965443,0.001877,[14  6] ; [25 11],[13.92857143  6.07142857] ; [25.07142857 10.92857143],0
