Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,26.984662,[318  17] ; [28 11],[309.9197861  25.0802139] ; [36.0802139  2.9197861],1
p10,1,0.001012,10.805583,[306  30] ; [28 10],[300.06417112  35.93582888] ; [33.93582888  4.06417112],0
r2,1,0.002153,9.413941,[322  10] ; [32  5],[318.50406504  13.49593496] ; [35.49593496  1.50406504],0
v1,1,0.003517,8.517618,[215 116] ; [16 23],[206.65135135 124.34864865] ; [24.34864865 14.65135135],0
s5,1,0.010209,6.597981,[134 189] ; [ 7 29],[126.86072423 196.13927577] ; [14.13927577 21.86072423],0
p9,1,0.011774,6.344636,[307  27] ; [31  8],[302.65951743  31.34048257] ; [35.34048257  3.65951743],0
s2,1,0.011783,6.343166,[185 147] ; [13 25],[177.66486486 154.33513514] ; [20.33513514 17.66486486],0
p4,1,0.020189,5.395469,[262  73] ; [24 15],[256.17647059  78.82352941] ; [29.82352941  9.17647059],0
b3,1,0.020605,5.359915,[ 83 128] ; [ 5 24],[ 77.36666667 133.63333333] ; [10.63333333 18.36666667],0
b2,1,0.020605,5.359915,[ 83 128] ; [ 5 24],[ 77.36666667 133.63333333] ; [10.63333333 18.36666667],0
s6,1,0.073179,3.210241,[233  91] ; [22 16],[228.2320442  95.7679558] ; [26.7679558 11.2320442],0
p6,1,0.077253,3.121759,[178 157] ; [14 23],[172.90322581 162.09677419] ; [19.09677419 17.90322581],0
p5,1,0.094729,2.792124,[ 73 264] ; [ 4 35],[ 69.01329787 267.98670213] ; [ 7.98670213 31.01329787],0
n1,1,0.124696,2.35732,[24 24] ; [2 7],[21.89473684 26.10526316] ; [4.10526316 4.89473684],0
s1,1,0.128786,2.307076,[ 10 325] ; [ 3 36],[ 11.64438503 323.35561497] ; [ 1.35561497 37.64438503],0
s3,1,0.130349,2.288338,[199 132] ; [18 20],[194.65311653 136.34688347] ; [22.34688347 15.65311653],0
d1,1,0.136889,2.212581,[222 115] ; [21 18],[217.79521277 119.20478723] ; [25.20478723 13.79521277],0
d2,1,0.137603,2.20456,[180 156] ; [16 23],[175.616 160.384] ; [20.384 18.616],0
s8,1,0.156454,2.00817,[176 156] ; [16 23],[171.81671159 160.18328841] ; [20.18328841 18.81671159],0
u1,1,0.156523,2.007497,[ 66 271] ; [ 4 35],[ 62.7393617 274.2606383] ; [ 7.2606383 31.7393617],0
p3,1,0.179541,1.801417,[225 110] ; [22 17],[221.24331551 113.75668449] ; [25.75668449 13.24331551],0
p12,1,0.202239,1.626128,[ 40 295] ; [ 2 37],[ 37.62032086 297.37967914] ; [ 4.37967914 34.62032086],0
u3,1,0.211453,1.561449,[49 37] ; [5 8],[46.90909091 39.09090909] ; [7.09090909 5.90909091],0
d4,1,0.226839,1.46057,[283  52] ; [30  9],[280.36096257  54.63903743] ; [32.63903743  6.36096257],0
a3,1,0.251521,1.314835,[251  83] ; [26 13],[248.03753351  85.96246649] ; [28.96246649 10.03753351],0
r4,1,0.254528,1.298279,[318  19] ; [35  4],[316.3856383  20.6143617] ; [36.6143617  2.3856383],0
a4,1,0.286156,1.137621,[159 176] ; [15 24],[155.85561497 179.14438503] ; [18.14438503 20.85561497],0
v3,1,0.289059,1.123997,[156 173] ; [15 24],[152.87771739 176.12228261] ; [18.12228261 20.87771739],0
a8,1,0.311816,1.02297,[ 56 250] ; [ 4 31],[ 53.84164223 252.15835777] ; [ 6.15835777 28.84164223],0
p11,1,0.335343,0.928154,[295  42] ; [32  7],[293.08244681  43.91755319] ; [33.91755319  5.08244681],0
b4,1,0.338333,0.916739,[189 148] ; [25 14],[191.80319149 145.19680851] ; [22.19680851 16.80319149],0
s7,1,0.363287,0.826498,[183 134] ; [19 19],[180.37746479 136.62253521] ; [21.62253521 16.37746479],0
p2,1,0.480218,0.498368,[313  24] ; [35  4],[311.90425532  25.09574468] ; [36.09574468  2.90425532],0
b1,1,0.532302,0.389994,[138 199] ; [18 21],[139.81914894 197.18085106] ; [16.18085106 22.81914894],0
a5,1,0.540397,0.374804,[265  72] ; [29 10],[263.50531915  73.49468085] ; [30.49468085  8.50531915],0
d3,1,0.542433,0.371048,[234 102] ; [29 10],[235.648 100.352] ; [27.352 11.648],0
a2,1,0.543913,0.368335,[ 84 253] ; [ 8 31],[ 82.45744681 254.54255319] ; [ 9.54255319 29.45744681],0
