Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00202,9.53098,[25  4] ; [23 22],[18.81081081 10.18918919] ; [29.18918919 15.81081081],0
d1,1,0.014947,5.922686,[20  9] ; [18 27],[14.89189189 14.10810811] ; [23.10810811 21.89189189],0
a4,1,0.021049,5.322708,[ 7 22] ; [23 22],[11.75675676 17.24324324] ; [18.24324324 26.75675676],0
p10,1,0.025028,5.021982,[24  5] ; [26 19],[19.59459459  9.40540541] ; [30.40540541 14.59459459],0
s2,1,0.035716,4.410592,[17 11] ; [16 29],[12.65753425 15.34246575] ; [20.34246575 24.65753425],0
p11,1,0.038924,4.264186,[24  5] ; [27 18],[19.98648649  9.01351351] ; [31.01351351 13.98648649],0
u1,1,0.066315,3.371951,[ 5 24] ; [ 2 43],[ 2.74324324 26.25675676] ; [ 4.25675676 40.74324324],0
s7,1,0.098717,2.726147,[13 14] ; [12 30],[ 9.7826087 17.2173913] ; [15.2173913 26.7826087],0
v4,1,0.110966,2.540404,[27  1] ; [38  7],[24.93150685  3.06849315] ; [40.06849315  4.93150685],0
p3,1,0.138661,2.192758,[18 11] ; [20 25],[14.89189189 14.10810811] ; [23.10810811 21.89189189],0
u3,1,0.173566,1.851867,[10  1] ; [11  5],[8.55555556 2.44444444] ; [12.44444444  3.55555556],0
p2,1,0.176008,1.831014,[26  3] ; [34 10],[23.83561644  5.16438356] ; [36.16438356  7.83561644],0
s3,1,0.179937,1.798142,[17 10] ; [21 24],[14.25 12.75] ; [23.75 21.25],0
u2,1,0.200602,1.637984,[10  1] ; [12  5],[8.64285714 2.35714286] ; [13.35714286  3.64285714],0
p7,1,0.215822,1.53194,[23  6] ; [29 15],[20.65753425  8.34246575] ; [31.34246575 12.65753425],0
n1,1,0.221433,1.495062,[2 5] ; [9 7],[3.34782609 3.65217391] ; [7.65217391 8.34782609],0
n5,1,0.270126,1.216106,[15 14] ; [17 27],[12.71232877 16.28767123] ; [19.28767123 24.71232877],0
d3,1,0.274838,1.19244,[21  8] ; [27 18],[18.81081081 10.18918919] ; [29.18918919 15.81081081],0
d2,1,0.276592,1.183759,[14 15] ; [16 29],[11.75675676 17.24324324] ; [18.24324324 26.75675676],0
a8,1,0.288837,1.125035,[ 3 22] ; [ 2 39],[ 1.89393939 23.10606061] ; [ 3.10606061 37.89393939],0
p9,1,0.3244,0.971125,[23  6] ; [31 14],[21.16216216  7.83783784] ; [32.83783784 12.16216216],0
a7,1,0.332677,0.93845,[20  9] ; [26 19],[18.02702703 10.97297297] ; [27.97297297 17.02702703],0
b2,1,0.354539,0.857143,[ 9 16] ; [ 6 19],[ 7.5 17.5] ; [ 7.5 17.5],0
b3,1,0.354539,0.857143,[ 9 16] ; [ 6 19],[ 7.5 17.5] ; [ 7.5 17.5],0
r4,1,0.366111,0.816822,[25  4] ; [35 10],[23.51351351  5.48648649] ; [36.48648649  8.51351351],0
s4,1,0.401975,0.70241,[ 6 23] ; [ 6 39],[ 4.7027027 24.2972973] ; [ 7.2972973 37.7027027],0
s5,1,0.460901,0.543707,[ 8 20] ; [ 9 34],[ 6.70422535 21.29577465] ; [10.29577465 32.70422535],0
v2,1,0.464651,0.534669,[13 14] ; [24 18],[14.47826087 12.52173913] ; [22.52173913 19.47826087],0
a6,1,0.474663,0.511101,[21  8] ; [29 16],[19.59459459  9.40540541] ; [30.40540541 14.59459459],0
b1,1,0.505556,0.443255,[19 10] ; [26 19],[17.63513514 11.36486486] ; [27.36486486 17.63513514],0
r3,1,0.550042,0.357241,[28  1] ; [42  3],[27.43243243  1.56756757] ; [42.56756757  2.43243243],0
s1,1,0.557659,0.343774,[ 1 27] ; [ 3 41],[ 1.55555556 26.44444444] ; [ 2.44444444 41.55555556],0
r2,1,0.558566,0.342193,[25  3] ; [38  7],[24.16438356  3.83561644] ; [38.83561644  6.16438356],0
b5,1,0.579313,0.307347,[18 11] ; [25 20],[16.85135135 12.14864865] ; [26.14864865 18.85135135],0
p5,1,0.591386,0.288185,[ 3 26] ; [ 3 41],[ 2.38356164 26.61643836] ; [ 3.61643836 40.38356164],0
d5,1,0.602856,0.27071,[24  5] ; [35 10],[23.12162162  5.87837838] ; [35.87837838  9.12162162],0
p6,1,0.638594,0.220586,[11 18] ; [14 29],[10.06944444 18.93055556] ; [14.93055556 28.06944444],0
b4,1,0.655096,0.199536,[17 12] ; [24 21],[16.06756757 12.93243243] ; [24.93243243 20.06756757],0
v3,1,0.682598,0.167216,[ 8 18] ; [11 31],[ 7.26470588 18.73529412] ; [11.73529412 30.26470588],0
a5,1,0.684116,0.16553,[20  9] ; [33 12],[20.77027027  8.22972973] ; [32.22972973 12.77027027],0
v1,1,0.740315,0.10985,[13 16] ; [18 26],[12.31506849 16.68493151] ; [18.68493151 25.31506849],0
p12,1,0.750861,0.100809,[ 1 28] ; [ 1 44],[ 0.78378378 28.21621622] ; [ 1.21621622 43.78378378],0
p1,1,0.759211,0.093952,[ 2 27] ; [ 4 41],[ 2.35135135 26.64864865] ; [ 3.64864865 41.35135135],0
p8,1,0.807979,0.059065,[16 13] ; [23 21],[15.49315068 13.50684932] ; [23.50684932 20.49315068],0
n4,1,0.811782,0.056705,[15 14] ; [22 23],[14.5 14.5] ; [22.5 22.5],0
a1,1,0.83202,0.044991,[ 1 28] ; [ 2 43],[ 1.17567568 27.82432432] ; [ 1.82432432 43.17567568],0
a2,1,0.942569,0.00519,[ 6 23] ; [ 9 36],[ 5.87837838 23.12162162] ; [ 9.12162162 35.87837838],0
d4,1,0.976066,0.0009,[22  7] ; [34 11],[21.94594595  7.05405405] ; [34.05405405 10.94594595],0
r1,1,0.976557,0.000864,[21  8] ; [32 12],[21.05479452  7.94520548] ; [31.94520548 12.05479452],0
a3,1,0.989412,0.000176,[18 11] ; [28 17],[18.02702703 10.97297297] ; [27.97297297 17.02702703],0
n3,1,1.0,0.0,[6 2] ; [12  4],[6. 2.] ; [12.  4.],0
n2,1,1.0,0.0,[6 2] ; [12  4],[6. 2.] ; [12.  4.],0
