Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.033179,4.536526,[ 1 10] ; [6 6],[3.34782609 7.65217391] ; [3.65217391 8.34782609],0
p9,1,0.048734,3.8845,[9 2] ; [5 7],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
b3,1,0.052958,3.745238,[4 2] ; [1 6],[2.30769231 3.69230769] ; [2.69230769 4.30769231],0
b2,1,0.052958,3.745238,[4 2] ; [1 6],[2.30769231 3.69230769] ; [2.69230769 4.30769231],0
v1,1,0.056745,3.630051,[6 5] ; [ 2 10],[3.82608696 7.17391304] ; [4.17391304 7.82608696],0
n3,1,0.065087,3.402778,[1 5] ; [3 1],[2.4 3.6] ; [1.6 2.4],0
p2,1,0.075529,3.158571,[10  1] ; [7 5],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
s2,1,0.103522,2.650421,[4 7] ; [ 1 11],[2.39130435 8.60869565] ; [2.60869565 9.39130435],0
s5,1,0.103522,2.650421,[4 7] ; [ 1 11],[2.39130435 8.60869565] ; [2.60869565 9.39130435],0
b4,1,0.133918,2.246483,[6 5] ; [10  2],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
n6,1,0.145251,2.121429,[8 2] ; [6 6],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
s8,1,0.146976,2.103355,[6 5] ; [3 9],[4.30434783 6.69565217] ; [4.69565217 7.30434783],0
p8,1,0.146976,2.103355,[6 5] ; [3 9],[4.30434783 6.69565217] ; [4.69565217 7.30434783],0
n2,1,0.196706,1.666667,[2 4] ; [3 1],[3. 3.] ; [2. 2.],0
a6,1,0.264589,1.244589,[3 8] ; [6 6],[4.30434783 6.69565217] ; [4.69565217 7.30434783],0
n5,1,0.264589,1.244589,[8 3] ; [6 6],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
n4,1,0.264589,1.244589,[8 3] ; [6 6],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
v3,1,0.28255,1.154783,[4 7] ; [ 2 10],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
p6,1,0.28255,1.154783,[4 7] ; [ 2 10],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
p3,1,0.28255,1.154783,[4 7] ; [ 2 10],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
u3,1,0.293718,1.1025,[3 1] ; [2 3],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
a7,1,0.305319,1.050816,[5 6] ; [8 4],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
p4,1,0.305319,1.050816,[6 5] ; [4 8],[4.7826087 6.2173913] ; [5.2173913 6.7826087],0
a8,1,0.314648,1.011065,[ 1 10] ; [3 9],[1.91304348 9.08695652] ; [2.08695652 9.91304348],0
p10,1,0.408451,0.683304,[9 2] ; [8 4],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
d4,1,0.408451,0.683304,[9 2] ; [8 4],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
d1,1,0.408451,0.683304,[2 9] ; [4 8],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
s1,1,0.483578,0.490783,[2 9] ; [ 1 11],[1.43478261 9.56521739] ; [ 1.56521739 10.43478261],0
s6,1,0.536809,0.381485,[6 5] ; [5 7],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
s3,1,0.537892,0.379461,[3 8] ; [ 2 10],[2.39130435 8.60869565] ; [2.60869565 9.39130435],0
p5,1,0.537892,0.379461,[3 8] ; [ 2 10],[2.39130435 8.60869565] ; [2.60869565 9.39130435],0
v2,1,0.551848,0.354016,[5 6] ; [4 8],[4.30434783 6.69565217] ; [4.69565217 7.30434783],0
r3,1,0.75235,0.099567,[8 3] ; [8 4],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
u2,1,0.764177,0.09,[2 2] ; [3 2],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
b1,1,0.794625,0.067761,[7 4] ; [7 5],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
v4,1,0.794625,0.067761,[7 4] ; [7 5],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
r4,1,0.794625,0.067761,[4 7] ; [5 7],[4.30434783 6.69565217] ; [4.69565217 7.30434783],0
b5,1,0.794625,0.067761,[7 4] ; [7 5],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
p11,1,0.794625,0.067761,[7 4] ; [7 5],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
d3,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
a5,1,0.854757,0.033508,[6 5] ; [7 5],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
p7,1,0.854757,0.033508,[6 5] ; [7 5],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
d5,1,0.878854,0.023232,[7 4] ; [8 4],[7.17391304 3.82608696] ; [7.82608696 4.17391304],0
d2,1,0.901321,0.015374,[3 8] ; [3 9],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
u1,1,0.948644,0.004149,[ 1 10] ; [ 1 11],[ 0.95652174 10.04347826] ; [ 1.04347826 10.95652174],0
p1,1,0.948644,0.004149,[ 1 10] ; [ 1 11],[ 0.95652174 10.04347826] ; [ 1.04347826 10.95652174],0
a2,1,0.948644,0.004149,[ 1 10] ; [ 1 11],[ 0.95652174 10.04347826] ; [ 1.04347826 10.95652174],0
a1,1,0.948644,0.004149,[ 1 10] ; [ 1 11],[ 0.95652174 10.04347826] ; [ 1.04347826 10.95652174],0
a3,1,1.0,0.0,[7 4] ; [7 4],[7. 4.] ; [7. 4.],0
