Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000224,13.619685,[29  5] ; [3 8],[24.17777778  9.82222222] ; [7.82222222 3.17777778],1
p2,1,0.006769,7.333333,[30  3] ; [6 5],[27.  6.] ; [9. 2.],0
r3,1,0.009737,6.682435,[32  2] ; [7 4],[29.46666667  4.53333333] ; [9.53333333 1.46666667],0
p7,1,0.014059,6.030716,[26  8] ; [3 6],[22.93023256 11.06976744] ; [6.06976744 2.93023256],0
d3,1,0.014176,6.016043,[26  8] ; [4 7],[22.66666667 11.33333333] ; [7.33333333 3.66666667],0
p6,1,0.022351,5.218246,[22 11] ; [3 8],[18.75 14.25] ; [6.25 4.75],0
s3,1,0.029508,4.737703,[26  8] ; [4 6],[23.18181818 10.81818182] ; [6.81818182 3.18181818],0
n5,1,0.049738,3.850267,[32  2] ; [8 3],[30.22222222  3.77777778] ; [9.77777778 1.22222222],0
s2,1,0.065631,3.389037,[23 11] ; [4 7],[20.4 13.6] ; [6.6 4.4],0
d1,1,0.065631,3.389037,[23 11] ; [4 7],[20.4 13.6] ; [6.6 4.4],0
u3,1,0.067278,3.348214,[7 3] ; [1 4],[5.33333333 4.66666667] ; [2.66666667 2.33333333],0
b5,1,0.098947,2.722438,[15 19] ; [8 3],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
b4,1,0.123027,2.378359,[19 15] ; [9 2],[21.15555556 12.84444444] ; [6.84444444 4.15555556],0
p1,1,0.129393,2.299769,[11 23] ; [ 1 10],[ 9.06666667 24.93333333] ; [2.93333333 8.06666667],0
n3,1,0.136844,2.213095,[2 5] ; [3 1],[3.18181818 3.81818182] ; [1.81818182 2.18181818],0
d4,1,0.194329,1.684492,[28  6] ; [7 4],[26.44444444  7.55555556] ; [8.55555556 2.44444444],0
r4,1,0.21737,1.521652,[30  4] ; [8 3],[28.71111111  5.28888889] ; [9.28888889 1.71111111],0
d5,1,0.289943,1.119885,[27  7] ; [7 4],[25.68888889  8.31111111] ; [8.31111111 2.68888889],0
s8,1,0.293321,1.104314,[20 14] ; [4 6],[18.54545455 15.45454545] ; [5.45454545 4.54545455],0
n2,1,0.303052,1.060714,[3 4] ; [3 1],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
a7,1,0.321553,0.98262,[19 15] ; [8 3],[20.4 13.6] ; [6.6 4.4],0
a3,1,0.326541,0.962567,[24 10] ; [6 5],[22.66666667 11.33333333] ; [7.33333333 3.66666667],0
b2,1,0.359809,0.838561,[ 8 14] ; [1 5],[ 7.07142857 14.92857143] ; [1.92857143 4.07142857],0
b3,1,0.359809,0.838561,[ 8 14] ; [1 5],[ 7.07142857 14.92857143] ; [1.92857143 4.07142857],0
r2,1,0.390635,0.736965,[31  3] ; [9 2],[30.22222222  3.77777778] ; [9.77777778 1.22222222],0
s6,1,0.407626,0.685714,[27  3] ; [8 2],[26.25  3.75] ; [8.75 1.25],0
v1,1,0.420176,0.649823,[18 15] ; [4 6],[16.88372093 16.11627907] ; [5.11627907 4.88372093],0
s7,1,0.421246,0.646838,[22 11] ; [8 2],[23.02325581  9.97674419] ; [6.97674419 3.02325581],0
b1,1,0.437967,0.601604,[20 14] ; [5 6],[18.88888889 15.11111111] ; [6.11111111 4.88888889],0
p8,1,0.532427,0.389758,[27  7] ; [7 3],[26.27272727  7.72727273] ; [7.72727273 2.27272727],0
n1,1,0.55368,0.350765,[4 3] ; [3 1],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
p11,1,0.578192,0.309167,[25  9] ; [9 2],[25.68888889  8.31111111] ; [8.31111111 2.68888889],0
s1,1,0.586291,0.296174,[ 4 30] ; [2 9],[ 4.53333333 29.46666667] ; [1.46666667 9.53333333],0
d2,1,0.665908,0.186426,[18 16] ; [5 6],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
n4,1,0.71077,0.13751,[32  2] ; [10  1],[31.73333333  2.26666667] ; [10.26666667  0.73333333],0
u2,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
n6,1,0.729859,0.119241,[31  2] ; [10  1],[30.75  2.25] ; [10.25  0.75],0
a6,1,0.777008,0.080214,[20 14] ; [7 4],[20.4 13.6] ; [6.6 4.4],0
a4,1,0.793208,0.068721,[17 17] ; [5 6],[16.62222222 17.37777778] ; [5.37777778 5.62222222],0
r1,1,0.80173,0.063056,[26  8] ; [8 3],[25.68888889  8.31111111] ; [8.31111111 2.68888889],0
v3,1,0.806243,0.06016,[11 23] ; [4 7],[11.33333333 22.66666667] ; [3.66666667 7.33333333],0
a8,1,0.83126,0.045405,[ 4 28] ; [1 9],[ 3.80952381 28.19047619] ; [1.19047619 8.80952381],0
a2,1,0.862308,0.03008,[ 7 27] ; [2 9],[ 6.8 27.2] ; [2.2 8.8],0
p10,1,0.862308,0.03008,[27  7] ; [9 2],[27.2  6.8] ; [8.8 2.2],0
p9,1,0.909429,0.012941,[31  3] ; [9 1],[30.90909091  3.09090909] ; [9.09090909 0.90909091],0
s5,1,0.94502,0.004756,[16 14] ; [6 5],[16.09756098 13.90243902] ; [5.90243902 5.09756098],0
v4,1,0.978391,0.000734,[31  3] ; [10  1],[30.97777778  3.02222222] ; [10.02222222  0.97777778],0
