Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,7e-06,20.320981,[89  7] ; [37 21],[78.54545455 17.45454545] ; [47.45454545 10.54545455],1
r4,1,1.9e-05,18.28985,[76 20] ; [27 32],[63.79354839 32.20645161] ; [39.20645161 19.79354839],1
s6,1,0.000104,15.056262,[58 36] ; [17 41],[46.38157895 47.61842105] ; [28.61842105 29.38157895],1
n4,1,0.002264,9.322191,[64 31] ; [25 34],[54.9025974 40.0974026] ; [34.0974026 24.9025974],0
s8,1,0.002601,9.068049,[34 61] ; [ 8 51],[25.90909091 69.09090909] ; [16.09090909 42.90909091],0
r3,1,0.003019,8.795961,[80 16] ; [36 22],[72.31168831 23.68831169] ; [43.68831169 14.31168831],0
p2,1,0.004367,8.124681,[60 36] ; [23 36],[51.40645161 44.59354839] ; [31.59354839 27.40645161],0
p10,1,0.005683,7.64827,[54 39] ; [19 36],[45.87162162 47.12837838] ; [27.12837838 27.87162162],0
r2,1,0.00867,6.889628,[86  7] ; [45 13],[80.68211921 12.31788079] ; [50.31788079  7.68211921],0
p7,1,0.013722,6.073564,[40 54] ; [13 44],[32.99337748 61.00662252] ; [20.00662252 36.99337748],0
a1,1,0.01403,6.034319,[ 3 93] ; [ 8 51],[ 6.81290323 89.18709677] ; [ 4.18709677 54.81290323],0
p9,1,0.025189,5.01085,[57 34] ; [24 31],[50.48630137 40.51369863] ; [30.51369863 24.48630137],0
s7,1,0.02566,4.978779,[39 53] ; [13 41],[32.76712329 59.23287671] ; [19.23287671 34.76712329],0
n2,1,0.029519,4.737083,[30 11] ; [16 17],[25.48648649 15.51351351] ; [20.51351351 12.48648649],0
n5,1,0.050298,3.831482,[64 32] ; [30 29],[58.21935484 37.78064516] ; [35.78064516 23.21935484],0
b5,1,0.050298,3.831482,[64 32] ; [30 29],[58.21935484 37.78064516] ; [35.78064516 23.21935484],0
u1,1,0.053565,3.726196,[17 79] ; [ 4 55],[13.00645161 82.99354839] ; [ 7.99354839 51.00645161],0
a5,1,0.058153,3.589302,[62 34] ; [29 30],[56.36129032 39.63870968] ; [34.63870968 24.36129032],0
s2,1,0.058627,3.5758,[44 52] ; [18 41],[38.4 57.6] ; [23.6 35.4],0
s4,1,0.064248,3.424194,[23 73] ; [ 7 52],[18.58064516 77.41935484] ; [11.41935484 47.58064516],0
v2,1,0.070977,3.260291,[42 52] ; [16 38],[36.83783784 57.16216216] ; [21.16216216 32.83783784],0
s5,1,0.082583,3.013322,[27 66] ; [ 9 46],[22.62162162 70.37837838] ; [13.37837838 41.62162162],0
p4,1,0.083026,3.004642,[31 62] ; [12 47],[26.30921053 66.69078947] ; [16.69078947 42.30921053],0
s3,1,0.088349,2.904198,[49 45] ; [22 36],[43.90789474 50.09210526] ; [27.09210526 30.90789474],0
p6,1,0.089855,2.876973,[20 74] ; [ 6 51],[16.18543046 77.81456954] ; [ 9.81456954 47.18543046],0
u2,1,0.108809,2.571429,[12 24] ; [13 11],[15. 21.] ; [10. 14.],0
d2,1,0.163899,1.937875,[47 48] ; [22 36],[42.84313725 52.15686275] ; [26.15686275 31.84313725],0
r1,1,0.240208,1.379373,[66 28] ; [36 23],[62.66666667 31.33333333] ; [39.33333333 19.66666667],0
d1,1,0.242067,1.368518,[45 51] ; [22 37],[41.49677419 54.50322581] ; [25.50322581 33.49677419],0
a6,1,0.255855,1.291045,[54 42] ; [38 20],[57.35064935 38.64935065] ; [34.64935065 23.35064935],0
d4,1,0.296513,1.089813,[70 26] ; [37 20],[67.1372549 28.8627451] ; [39.8627451 17.1372549],0
v3,1,0.331115,0.944531,[30 65] ; [13 41],[27.41610738 67.58389262] ; [15.58389262 38.41610738],0
s1,1,0.368473,0.808808,[ 6 89] ; [ 6 52],[ 7.45098039 87.54901961] ; [ 4.54901961 53.45098039],0
a7,1,0.386063,0.751305,[66 29] ; [37 22],[63.53896104 31.46103896] ; [39.46103896 19.53896104],0
d5,1,0.392995,0.729655,[70 25] ; [39 19],[67.67973856 27.32026144] ; [41.32026144 16.67973856],0
p8,1,0.429194,0.625002,[24 71] ; [11 45],[22.01986755 72.98013245] ; [12.98013245 43.01986755],0
