Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001046,10.744614,[ 9 14] ; [37 10],[15.11428571  7.88571429] ; [30.88571429 16.11428571],0
u1,1,0.582527,0.302167,[ 4 20] ; [ 6 44],[ 3.24324324 20.75675676] ; [ 6.75675676 43.24324324],0
p6,1,0.590384,0.289745,[ 9 14] ; [16 33],[ 7.98611111 15.01388889] ; [17.01388889 31.98611111],0
a2,1,0.624767,0.239224,[ 6 18] ; [10 40],[ 5.18918919 18.81081081] ; [10.81081081 39.18918919],0
d4,1,0.624767,0.239224,[18  6] ; [40 10],[18.81081081  5.18918919] ; [39.18918919 10.81081081],0
b5,1,0.725544,0.123242,[14 10] ; [27 23],[13.2972973 10.7027027] ; [27.7027027 22.2972973],0
b2,1,0.742613,0.107843,[5 5] ; [15 19],[4.54545455 5.45454545] ; [15.45454545 18.54545455],0
b3,1,0.742613,0.107843,[5 5] ; [15 19],[4.54545455 5.45454545] ; [15.45454545 18.54545455],0
s4,1,0.762299,0.091484,[10 14] ; [19 31],[ 9.40540541 14.59459459] ; [19.59459459 30.40540541],0
d3,1,0.771797,0.084115,[16  8] ; [35 15],[16.54054054  7.45945946] ; [34.45945946 15.54054054],0
p2,1,0.773969,0.082477,[18  6] ; [39 11],[18.48648649  5.51351351] ; [38.51351351 11.48648649],0
u2,1,0.80725,0.059524,[5 1] ; [11  3],[4.8 1.2] ; [11.2  2.8],0
v4,1,0.818609,0.052594,[22  2] ; [45  5],[21.72972973  2.27027027] ; [45.27027027  4.72972973],0
a6,1,0.822025,0.050598,[16  8] ; [32 18],[15.56756757  8.43243243] ; [32.43243243 17.56756757],0
a4,1,0.822025,0.050598,[ 8 16] ; [18 32],[ 8.43243243 15.56756757] ; [17.56756757 32.43243243],0
v2,1,0.854567,0.033597,[12 10] ; [24 22],[11.64705882 10.35294118] ; [24.35294118 21.64705882],0
d1,1,0.861271,0.03054,[11 13] ; [24 26],[11.35135135 12.64864865] ; [23.64864865 26.35135135],0
s5,1,0.885013,0.020914,[10 13] ; [20 28],[ 9.71830986 13.28169014] ; [20.28169014 27.71830986],0
s8,1,0.900145,0.015745,[15  9] ; [32 18],[15.24324324  8.75675676] ; [31.75675676 18.24324324],0
a3,1,0.917003,0.01086,[17  7] ; [36 14],[17.18918919  6.81081081] ; [35.81081081 14.18918919],0
v1,1,0.929124,0.007911,[13 11] ; [26 23],[12.82191781 11.17808219] ; [26.17808219 22.82191781],0
s6,1,0.933474,0.006968,[19  5] ; [40 10],[19.13513514  4.86486486] ; [39.86486486 10.13513514],0
r2,1,0.960779,0.002418,[22  2] ; [46  4],[22.05405405  1.94594595] ; [45.94594595  4.05405405],0
s2,1,0.966884,0.001724,[15  9] ; [31 19],[14.91891892  9.08108108] ; [31.08108108 18.91891892],0
p12,1,0.972853,0.001158,[ 1 23] ; [ 2 48],[ 0.97297297 23.02702703] ; [ 2.02702703 47.97297297],0
p9,1,0.985259,0.000341,[18  4] ; [41  9],[18.02777778  3.97222222] ; [40.97222222  9.02777778],0
