Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001046,10.744614,[ 9 14] ; [37 10],[15.11428571  7.88571429] ; [30.88571429 16.11428571],0
p10,1,0.055812,3.65765,[16  7] ; [44  6],[18.90410959  4.09589041] ; [41.09589041  8.90410959],0
n2,1,0.063835,3.434842,[7 5] ; [15  2],[9.10344828 2.89655172] ; [12.89655172  4.10344828],0
p8,1,0.076843,3.130435,[ 8 15] ; [28 21],[11.5 11.5] ; [24.5 24.5],0
n5,1,0.077105,3.124902,[ 6 17] ; [24 26],[ 9.45205479 13.54794521] ; [20.54794521 29.45205479],0
a5,1,0.135022,2.233789,[12 12] ; [34 16],[14.91891892  9.08108108] ; [31.08108108 18.91891892],0
b1,1,0.138142,2.198535,[13 11] ; [18 32],[10.05405405 13.94594595] ; [20.94594595 29.05405405],0
a7,1,0.18664,1.743944,[21  3] ; [37 13],[18.81081081  5.18918919] ; [39.18918919 10.81081081],0
p1,1,0.232768,1.423866,[ 4 19] ; [ 4 46],[ 2.52054795 20.47945205] ; [ 5.47945205 44.52054795],0
d5,1,0.287448,1.131534,[20  4] ; [36 14],[18.16216216  5.83783784] ; [37.83783784 12.16216216],0
v3,1,0.314118,1.013283,[ 5 17] ; [16 30],[ 6.79411765 15.20588235] ; [14.20588235 31.79411765],0
p4,1,0.327368,0.95928,[12 12] ; [31 19],[13.94594595 10.05405405] ; [29.05405405 20.94594595],0
n1,1,0.377822,0.777778,[4 8] ; [8 8],[5.14285714 6.85714286] ; [6.85714286 9.14285714],0
p3,1,0.394968,0.723592,[ 9 15] ; [24 26],[10.7027027 13.2972973] ; [22.2972973 27.7027027],0
d2,1,0.394968,0.723592,[ 9 15] ; [24 26],[10.7027027 13.2972973] ; [22.2972973 27.7027027],0
s3,1,0.414838,0.664893,[14 10] ; [34 16],[15.56756757  8.43243243] ; [32.43243243 17.56756757],0
r4,1,0.427397,0.629887,[21  3] ; [40 10],[19.78378378  4.21621622] ; [41.21621622  8.78378378],0
n6,1,0.44045,0.595109,[14  9] ; [35 15],[15.43835616  7.56164384] ; [33.56164384 16.43835616],0
u3,1,0.468717,0.525,[6 1] ; [10  4],[5.33333333 1.66666667] ; [10.66666667  3.33333333],0
r3,1,0.496593,0.46221,[20  3] ; [46  4],[20.79452055  2.20547945] ; [45.20547945  4.79452055],0
b4,1,0.521308,0.411305,[14 10] ; [33 17],[15.24324324  8.75675676] ; [31.75675676 18.24324324],0
r1,1,0.537416,0.38035,[18  6] ; [34 16],[16.86486486  7.13513514] ; [35.13513514 14.86486486],0
n3,1,0.56917,0.324074,[7 5] ; [11  5],[7.71428571 4.28571429] ; [10.28571429  5.71428571],0
