Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,131.827016,[145  19] ; [ 28 100],[97.16438356 66.83561644] ; [75.83561644 52.16438356],1
s6,1,0.0,54.17159,[142  18] ; [63 65],[113.88888889  46.11111111] ; [91.11111111 36.88888889],1
s7,1,0.0,47.071482,[125  37] ; [44 76],[97.08510638 64.91489362] ; [71.91489362 48.08510638],1
s5,1,0.0,38.105092,[88 71] ; [ 25 103],[62.60278746 96.39721254] ; [50.39721254 77.60278746],1
s8,1,0.0,37.023931,[118  46] ; [47 82],[92.35494881 71.64505119] ; [72.64505119 56.35494881],1
p12,1,0.006626,7.371701,[ 33 133] ; [ 11 118],[ 24.75932203 141.24067797] ; [ 19.24067797 109.75932203],0
n5,1,0.012477,6.241762,[147  18] ; [102  28],[139.27118644  25.72881356] ; [109.72881356  20.27118644],0
d4,1,0.013014,6.167235,[147  17] ; [103  27],[139.45578231  24.54421769] ; [110.54421769  19.45578231],0
u3,1,0.015808,5.824136,[22  9] ; [14 20],[17.16923077 13.83076923] ; [18.83076923 15.16923077],0
s4,1,0.021756,5.265212,[ 28 138] ; [ 10 118],[ 21.45578231 144.54421769] ; [ 16.54421769 111.45578231],0
u1,1,0.02409,5.088165,[ 42 124] ; [ 19 111],[ 34.20945946 131.79054054] ; [ 26.79054054 103.20945946],0
n6,1,0.027327,4.870021,[152  11] ; [111  19],[146.3105802  16.6894198] ; [116.6894198  13.3105802],0
a5,1,0.036848,4.35744,[139  27] ; [96 34],[131.79054054  34.20945946] ; [103.20945946  26.79054054],0
n4,1,0.060919,3.512182,[146  20] ; [104  26],[140.2027027  25.7972973] ; [109.7972973  20.2027027],0
d1,1,0.061931,3.484891,[118  48] ; [79 51],[110.47972973  55.52027027] ; [86.52027027 43.47972973],0
p10,1,0.077554,3.115425,[159   7] ; [117  12],[155.30847458  10.69152542] ; [120.69152542   8.30847458],0
n2,1,0.08159,3.032951,[27  6] ; [14  9],[24.16071429  8.83928571] ; [16.83928571  6.16071429],0
r1,1,0.088438,2.902585,[143  22] ; [103  27],[137.59322034  27.40677966] ; [108.40677966  21.59322034],0
r3,1,0.090903,2.858307,[163   3] ; [123   7],[160.39189189   5.60810811] ; [125.60810811   4.39189189],0
d2,1,0.091209,2.852908,[95 70] ; [62 68],[87.81355932 77.18644068] ; [69.18644068 60.81355932],0
r2,1,0.098939,2.722571,[162   4] ; [120   8],[159.2244898   6.7755102] ; [122.7755102   5.2244898],0
a4,1,0.125005,2.353467,[87 79] ; [56 73],[80.46779661 85.53220339] ; [62.53220339 66.46779661],0
p4,1,0.145256,2.121375,[114  51] ; [78 50],[108.12286689  56.87713311] ; [83.87713311 44.12286689],0
a3,1,0.161298,1.962016,[134  31] ; [96 33],[129.08163265  35.91836735] ; [100.91836735  28.08163265],0
a2,1,0.162261,1.953028,[ 49 117] ; [ 29 101],[ 43.74324324 122.25675676] ; [34.25675676 95.74324324],0
u4,1,0.182879,1.774073,[  7 159] ; [  2 128],[  5.0472973 160.9527027] ; [  3.9527027 126.0472973],0
v1,1,0.201403,1.632171,[119  45] ; [84 44],[114.01369863  49.98630137] ; [88.98630137 39.01369863],0
d5,1,0.236806,1.399507,[142  22] ; [106  24],[138.34013605  25.65986395] ; [109.65986395  20.34013605],0
b2,1,0.239306,1.384679,[46 51] ; [35 55],[42.01604278 54.98395722] ; [38.98395722 51.01604278],0
b3,1,0.239306,1.384679,[46 51] ; [35 55],[42.01604278 54.98395722] ; [38.98395722 51.01604278],0
n1,1,0.283679,1.149381,[12 21] ; [ 5 17],[10.2 22.8] ; [ 6.8 15.2],0
v4,1,0.287041,1.133447,[162   3] ; [125   5],[160.52542373   4.47457627] ; [126.47457627   3.52542373],0
b1,1,0.297576,1.085028,[ 62 104] ; [41 89],[ 57.76351351 108.23648649] ; [45.23648649 84.76351351],0
r4,1,0.301098,1.069323,[157   9] ; [119  11],[154.78378378  11.21621622] ; [121.21621622   8.78378378],0
p2,1,0.389198,0.741447,[147  19] ; [109  19],[144.54421769  21.45578231] ; [111.45578231  16.54421769],0
p6,1,0.395746,0.721215,[75 90] ; [51 75],[71.44329897 93.55670103] ; [54.55670103 71.44329897],0
s1,1,0.404413,0.695166,[  5 159] ; [  2 127],[  3.91808874 160.08191126] ; [  3.08191126 125.91808874],0
p8,1,0.410774,0.676558,[106  59] ; [75 51],[102.62886598  62.37113402] ; [78.37113402 47.62886598],0
a7,1,0.411755,0.673728,[116  49] ; [97 33],[119.13559322  45.86440678] ; [93.86440678 36.13559322],0
p1,1,0.414387,0.666179,[ 23 142] ; [ 14 116],[ 20.69491525 144.30508475] ; [ 16.30508475 113.69491525],0
n3,1,0.476496,0.506871,[23 10] ; [18  5],[24.16071429  8.83928571] ; [16.83928571  6.16071429],0
a6,1,0.49727,0.460759,[110  54] ; [92 38],[112.68027211  51.31972789] ; [89.31972789 40.68027211],0
p5,1,0.505825,0.442693,[ 32 134] ; [ 21 108],[ 29.82372881 136.17627119] ; [ 23.17627119 105.82372881],0
b5,1,0.511102,0.431811,[92 74] ; [77 53],[94.77702703 71.22297297] ; [74.22297297 55.77702703],0
a8,1,0.538014,0.379234,[ 23 130] ; [14 99],[ 21.28195489 131.71804511] ; [15.71804511 97.28195489],0
p11,1,0.56513,0.330899,[139  27] ; [112  18],[140.76351351  25.23648649] ; [110.23648649  19.76351351],0
v2,1,0.639935,0.218827,[134  30] ; [101  26],[132.43986254  31.56013746] ; [102.56013746  24.43986254],0
u2,1,0.655457,0.199089,[19 13] ; [22 12],[19.87878788 12.12121212] ; [21.12121212 12.87878788],0
a1,1,0.679876,0.170266,[ 15 151] ; [ 10 120],[ 14.02027027 151.97972973] ; [ 10.97972973 119.02027027],0
b4,1,0.684621,0.164971,[97 69] ; [79 51],[98.7027027 67.2972973] ; [77.2972973 52.7027027],0
p3,1,0.727577,0.121348,[100  65] ; [75 53],[98.54948805 66.45051195] ; [76.45051195 51.54948805],0
p7,1,0.742136,0.108258,[118  44] ; [91 37],[116.75172414  45.24827586] ; [92.24827586 35.75172414],0
d3,1,0.912005,0.012212,[119  46] ; [93 37],[118.57627119  46.42372881] ; [93.42372881 36.57627119],0
