Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-06,20.585172,[10 40] ; [177 148],[24.93333333 25.06666667] ; [162.06666667 162.93333333],1
s8,1,1.7e-05,18.508997,[19 32] ; [230 107],[32.72938144 18.27061856] ; [216.27061856 120.72938144],1
s7,1,4.9e-05,16.482884,[23 27] ; [241  84],[35.2 14.8] ; [228.8  96.2],1
s3,1,0.000108,14.989033,[36 15] ; [303  34],[44.55927835  6.44072165] ; [294.44072165  42.55927835],1
p4,1,0.001603,9.956052,[24 27] ; [234 103],[33.91237113 17.08762887] ; [224.08762887 112.91237113],0
r4,1,0.00287,8.888109,[42  9] ; [319  20],[47.20769231  3.79230769] ; [313.79230769  25.20769231],0
r1,1,0.006245,7.478219,[35 16] ; [285  53],[41.95372751  9.04627249] ; [278.04627249  59.95372751],0
n6,1,0.006324,7.455608,[38 12] ; [300  35],[43.8961039  6.1038961] ; [294.1038961  40.8961039],0
p9,1,0.014461,5.980985,[45  6] ; [325  13],[48.50899743  2.49100257] ; [321.49100257  16.50899743],0
p6,1,0.015036,5.912287,[15 36] ; [159 175],[23.04935065 27.95064935] ; [150.95064935 183.04935065],0
a2,1,0.018589,5.539809,[ 7 44] ; [100 239],[13.99230769 37.00769231] ; [ 93.00769231 245.99230769],0
a5,1,0.030301,4.692141,[33 18] ; [266  73],[39.1 11.9] ; [259.9  79.1],0
p5,1,0.03881,4.269149,[ 2 47] ; [ 50 286],[ 6.61818182 42.38181818] ; [ 45.38181818 290.61818182],0
a4,1,0.057252,3.615245,[18 33] ; [168 171],[24.32307692 26.67692308] ; [161.67692308 177.32307692],0
p3,1,0.059661,3.546789,[21 29] ; [190 148],[27.19072165 22.80927835] ; [183.80927835 154.19072165],0
d5,1,0.062088,3.480725,[37 13] ; [285  52],[41.60206718  8.39793282] ; [280.39793282  56.60206718],0
a3,1,0.063947,3.431949,[34 17] ; [265  73],[39.20051414 11.79948586] ; [259.79948586  78.20051414],0
p8,1,0.075924,3.150074,[22 29] ; [189 146],[27.87823834 23.12176166] ; [183.12176166 151.87823834],0
d1,1,0.083253,3.000216,[28 23] ; [228 111],[33.47692308 17.52307692] ; [222.52307692 116.47692308],0
s4,1,0.087633,2.917321,[ 7 44] ; [ 82 252],[11.78961039 39.21038961] ; [ 77.21038961 256.78961039],0
v4,1,0.109985,2.554438,[48  3] ; [330   7],[49.68556701  1.31443299] ; [328.31443299   8.68556701],0
d2,1,0.158906,1.984603,[22 29] ; [181 156],[26.68298969 24.31701031] ; [176.31701031 160.68298969],0
b5,1,0.18965,1.720334,[27 24] ; [212 127],[31.25384615 19.74615385] ; [207.74615385 131.25384615],0
p2,1,0.204515,1.609833,[41 10] ; [294  44],[43.92030848  7.07969152] ; [291.07969152  46.92030848],0
p7,1,0.216421,1.527949,[31 19] ; [231  96],[34.74801061 15.25198939] ; [227.25198939  99.74801061],0
r3,1,0.216933,1.524547,[48  3] ; [328   9],[49.42268041  1.57731959] ; [326.57731959  10.42268041],0
a1,1,0.288557,1.12634,[ 5 46] ; [ 20 319],[ 3.26923077 47.73076923] ; [ 21.73076923 317.26923077],0
a6,1,0.289684,1.121091,[31 20] ; [230 107],[34.30670103 16.69329897] ; [226.69329897 110.30670103],0
n1,1,0.293264,1.104574,[3 8] ; [30 38],[4.59493671 6.40506329] ; [28.40506329 39.59493671],0
p12,1,0.294931,1.096975,[ 4 47] ; [ 44 294],[ 6.29305913 44.70694087] ; [ 41.70694087 296.29305913],0
d3,1,0.297362,1.085989,[33 17] ; [247  91],[36.08247423 13.91752577] ; [243.91752577  94.08247423],0
p1,1,0.313265,1.016862,[ 3 48] ; [ 35 302],[ 4.99484536 46.00515464] ; [ 33.00515464 303.99484536],0
b1,1,0.315726,1.006568,[23 28] ; [128 211],[19.74615385 31.25384615] ; [131.25384615 207.74615385],0
b3,1,0.316826,1.002004,[14 15] ; [ 81 129],[11.52719665 17.47280335] ; [ 83.47280335 126.52719665],0
b2,1,0.316826,1.002004,[14 15] ; [ 81 129],[11.52719665 17.47280335] ; [ 83.47280335 126.52719665],0
a8,1,0.32799,0.956816,[ 9 39] ; [ 42 270],[ 6.8 41.2] ; [ 44.2 267.8],0
r2,1,0.355086,0.855199,[48  3] ; [324  11],[49.15025907  1.84974093] ; [322.84974093  12.15025907],0
v1,1,0.374329,0.789244,[26 23] ; [196 132],[28.85411141 20.14588859] ; [193.14588859 134.85411141],0
u1,1,0.441562,0.592221,[ 9 42] ; [ 76 263],[11.11538462 39.88461538] ; [ 73.88461538 265.11538462],0
n4,1,0.499126,0.456793,[39 12] ; [273  66],[40.8 10.2] ; [271.2  67.8],0
u4,1,0.690803,0.158218,[ 1 50] ; [ 10 329],[ 1.43846154 49.56153846] ; [  9.56153846 329.43846154],0
u2,1,0.697345,0.151248,[10  7] ; [46 26],[10.69662921  6.30337079] ; [45.30337079 26.69662921],0
n3,1,0.717888,0.130525,[10  3] ; [49 19],[9.4691358 3.5308642] ; [49.5308642 18.4691358],0
s1,1,0.78744,0.072704,[ 2 49] ; [ 16 319],[ 2.37823834 48.62176166] ; [ 15.62176166 319.37823834],0
u3,1,0.790978,0.070247,[11  6] ; [49 23],[11.46067416  5.53932584] ; [48.53932584 23.46067416],0
n2,1,0.841049,0.040221,[10  2] ; [55 13],[9.75 2.25] ; [55.25 12.75],0
v3,1,0.892548,0.018247,[20 27] ; [143 185],[20.42933333 26.57066667] ; [142.57066667 185.42933333],0
d4,1,0.895143,0.017371,[44  7] ; [293  44],[44.29639175  6.70360825] ; [292.70360825  44.29639175],0
b4,1,0.897661,0.016542,[29 22] ; [196 143],[29.42307692 21.57692308] ; [195.57692308 143.42307692],0
p11,1,0.924355,0.009015,[42  9] ; [281  58],[42.23846154  8.76153846] ; [280.76153846  58.23846154],0
a7,1,0.932894,0.00709,[37 13] ; [252  86],[37.24226804 12.75773196] ; [251.75773196  86.24226804],0
n5,1,0.963602,0.002082,[41 10] ; [270  67],[40.87886598 10.12113402] ; [270.12113402  66.87886598],0
v2,1,0.994649,4.5e-05,[29 20] ; [191 132],[28.97849462 20.02150538] ; [191.02150538 131.97849462],0
