Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.731922,[17 55] ; [46 26],[31.5 40.5] ; [31.5 40.5],1
p2,1,1e-05,19.529884,[40 32] ; [63  8],[51.86013986 20.13986014] ; [51.13986014 19.86013986],1
p6,1,0.000282,13.188204,[12 56] ; [33 38],[22.01438849 45.98561151] ; [22.98561151 48.01438849],1
p9,1,0.001136,10.592443,[47 22] ; [65  7],[54.80851064 14.19148936] ; [57.19148936 14.80851064],0
p8,1,0.001487,10.094276,[19 52] ; [38 34],[28.3006993 42.6993007] ; [28.6993007 43.3006993],0
p10,1,0.002349,9.254759,[42 28] ; [59 12],[50.14184397 19.85815603] ; [50.85815603 20.14184397],0
p11,1,0.002912,8.861538,[44 28] ; [60 12],[52. 20.] ; [52. 20.],0
p5,1,0.004066,8.253915,[ 3 69] ; [14 57],[ 8.55944056 63.44055944] ; [ 8.44055944 62.55944056],0
p7,1,0.004328,8.140845,[27 44] ; [44 27],[35.5 35.5] ; [35.5 35.5],0
s6,1,0.006637,7.368557,[29 42] ; [44 25],[37.02142857 33.97857143] ; [35.97857143 33.02142857],0
r4,1,0.006841,7.314286,[34 38] ; [50 22],[42. 30.] ; [42. 30.],0
s2,1,0.010586,6.533575,[21 51] ; [36 36],[28.5 43.5] ; [28.5 43.5],0
v1,1,0.014927,5.925059,[22 46] ; [37 33],[29.07246377 38.92753623] ; [29.92753623 40.07246377],0
s8,1,0.019427,5.462626,[16 56] ; [29 43],[22.5 49.5] ; [22.5 49.5],0
v4,1,0.024728,5.04286,[52 20] ; [62  9],[57.3986014 14.6013986] ; [56.6013986 14.3986014],0
s7,1,0.027163,4.880437,[21 49] ; [32 34],[27.27941176 42.72058824] ; [25.72058824 40.27941176],0
n6,1,0.033273,4.53169,[54 18] ; [63  8],[58.90909091 13.09090909] ; [58.09090909 12.90909091],0
r3,1,0.055617,3.663483,[52 19] ; [62 10],[56.6013986 14.3986014] ; [57.3986014 14.6013986],0
b1,1,0.062326,3.474377,[24 48] ; [35 37],[29.5 42.5] ; [29.5 42.5],0
