Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000512,12.070641,[50 19] ; [14 23],[41.66037736 27.33962264] ; [22.33962264 14.66037736],1
a6,1,0.001568,9.997367,[55 15] ; [18 19],[47.75700935 22.24299065] ; [25.24299065 11.75700935],0
d5,1,0.010622,6.52743,[53 17] ; [19 18],[47.10280374 22.89719626] ; [24.89719626 12.10280374],0
r3,1,0.011216,6.430832,[61 10] ; [24 13],[55.87962963 15.12037037] ; [29.12037037  7.87962963],0
v4,1,0.012223,6.27823,[59 12] ; [22 14],[53.74766355 17.25233645] ; [27.25233645  8.74766355],0
r1,1,0.012817,6.194217,[51 19] ; [18 19],[45.14018692 24.85981308] ; [23.85981308 13.14018692],0
d4,1,0.013625,6.08609,[55 15] ; [20 16],[49.52830189 20.47169811] ; [25.47169811 10.52830189],0
p10,1,0.01385,6.057143,[41 29] ; [12 24],[35. 35.] ; [18. 18.],0
b1,1,0.025724,4.974496,[30 41] ; [24 13],[35.5 35.5] ; [18.5 18.5],0
a3,1,0.036511,4.373099,[45 25] ; [16 21],[39.90654206 30.09345794] ; [21.09345794 15.90654206],0
d1,1,0.050997,3.808381,[35 36] ; [11 26],[30.24074074 40.75925926] ; [15.75925926 21.24074074],0
p9,1,0.052899,3.747096,[43 27] ; [15 21],[38.30188679 31.69811321] ; [19.69811321 16.30188679],0
s2,1,0.05807,3.591653,[26 45] ; [ 7 30],[21.69444444 49.30555556] ; [11.30555556 25.69444444],0
u3,1,0.079783,3.069322,[16  9] ; [ 8 13],[13.04347826 11.95652174] ; [10.95652174 10.04347826],0
a5,1,0.082054,3.023745,[45 26] ; [17 20],[40.75925926 30.24074074] ; [21.24074074 15.75925926],0
r4,1,0.090937,2.857715,[50 21] ; [20 17],[46.01851852 24.98148148] ; [23.98148148 13.01851852],0
p2,1,0.109648,2.559286,[45 26] ; [17 19],[41.14018692 29.85981308] ; [20.85981308 15.14018692],0
b5,1,0.146827,2.104911,[43 28] ; [17 20],[39.44444444 31.55555556] ; [20.55555556 16.44444444],0
a2,1,0.156681,2.005975,[13 58] ; [ 3 34],[10.51851852 60.48148148] ; [ 5.48148148 31.51851852],0
u1,1,0.177753,1.816308,[ 7 64] ; [ 1 36],[ 5.25925926 65.74074074] ; [ 2.74074074 34.25925926],0
p11,1,0.200331,1.639962,[38 33] ; [15 22],[34.84259259 36.15740741] ; [18.15740741 18.84259259],0
s7,1,0.202001,1.627846,[18 48] ; [ 5 27],[15.48979592 50.51020408] ; [ 7.51020408 24.48979592],0
r2,1,0.233297,1.420647,[60 11] ; [27  9],[57.72897196 13.27102804] ; [29.27102804  6.72897196],0
s8,1,0.260909,1.263927,[16 55] ; [ 5 32],[13.80555556 57.19444444] ; [ 7.19444444 29.80555556],0
s4,1,0.262169,1.257265,[11 60] ; [ 9 28],[13.14814815 57.85185185] ; [ 6.85185185 30.14814815],0
b2,1,0.298496,1.080903,[ 8 32] ; [ 7 15],[ 9.67741935 30.32258065] ; [ 5.32258065 16.67741935],0
b3,1,0.298496,1.080903,[ 8 32] ; [ 7 15],[ 9.67741935 30.32258065] ; [ 5.32258065 16.67741935],0
p8,1,0.311937,1.022456,[25 43] ; [10 27],[22.66666667 45.33333333] ; [12.33333333 24.66666667],0
n3,1,0.34347,0.897436,[17  9] ; [7 7],[15.6 10.4] ; [8.4 5.6],0
n1,1,0.444565,0.58447,[ 8 18] ; [6 8],[ 9.1 16.9] ; [4.9 9.1],0
n4,1,0.454861,0.55851,[33 38] ; [20 17],[34.84259259 36.15740741] ; [18.15740741 18.84259259],0
d2,1,0.460904,0.543698,[27 43] ; [17 20],[28.78504673 41.21495327] ; [15.21495327 21.78504673],0
a8,1,0.471283,0.518966,[ 7 62] ; [ 2 32],[ 6.02912621 62.97087379] ; [ 2.97087379 31.02912621],0
s6,1,0.473259,0.514358,[30 41] ; [13 24],[28.26851852 42.73148148] ; [14.73148148 22.26851852],0
v2,1,0.486938,0.483285,[24 42] ; [10 24],[22.44 43.56] ; [11.56 22.44],0
p6,1,0.526739,0.400679,[12 58] ; [ 8 28],[13.20754717 56.79245283] ; [ 6.79245283 29.20754717],0
u2,1,0.529195,0.395938,[15 11] ; [14  7],[16.04255319  9.95744681] ; [12.95744681  8.04255319],0
a1,1,0.620133,0.245681,[ 4 67] ; [ 3 34],[ 4.60185185 66.39814815] ; [ 2.39814815 34.60185185],0
n2,1,0.635738,0.224359,[16 11] ; [10  5],[16.71428571 10.28571429] ; [9.28571429 5.71428571],0
p4,1,0.715725,0.132625,[27 44] ; [15 21],[27.86915888 43.13084112] ; [14.13084112 21.86915888],0
n5,1,0.721566,0.126997,[29 42] ; [16 20],[29.85981308 41.14018692] ; [15.14018692 20.85981308],0
s1,1,0.729565,0.119512,[ 5 65] ; [ 2 35],[ 4.57943925 65.42056075] ; [ 2.42056075 34.57943925],0
p3,1,0.78097,0.077314,[21 50] ; [10 27],[20.37962963 50.62037037] ; [10.62037037 26.37962963],0
p7,1,0.787479,0.072676,[34 34] ; [17 19],[33.34615385 34.65384615] ; [17.65384615 18.34615385],0
b4,1,0.820663,0.051389,[40 31] ; [20 17],[39.44444444 31.55555556] ; [20.55555556 16.44444444],0
v3,1,0.831585,0.045228,[13 54] ; [ 7 26],[13.4 53.6] ; [ 6.6 26.4],0
s3,1,0.839315,0.041116,[35 36] ; [17 19],[34.5046729 36.4953271] ; [17.4953271 18.5046729],0
a4,1,0.878842,0.023237,[26 45] ; [13 24],[25.63888889 45.36111111] ; [13.36111111 23.63888889],0
s5,1,0.879729,0.022896,[ 8 58] ; [ 4 32],[ 7.76470588 58.23529412] ; [ 4.23529412 31.76470588],0
p1,1,0.947335,0.004363,[ 4 66] ; [ 2 35],[ 3.92523364 66.07476636] ; [ 2.07476636 34.92523364],0
p5,1,0.953782,0.003359,[ 2 67] ; [ 1 36],[ 1.95283019 67.04716981] ; [ 1.04716981 35.95283019],0
