Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.003036,8.785985,[13 38] ; [9 4],[17.53125 33.46875] ; [4.46875 8.53125],0
a6,1,0.025556,4.985795,[30 22] ; [ 3 10],[26.4 25.6] ; [6.6 6.4],0
d1,1,0.032399,4.577242,[25 27] ; [ 2 11],[21.6 30.4] ; [5.4 7.6],0
b1,1,0.034958,4.447206,[23 29] ; [10  3],[26.4 25.6] ; [6.6 6.4],0
b4,1,0.055859,3.65625,[35 17] ; [5 8],[32. 20.] ; [8. 5.],0
u3,1,0.076626,3.135059,[16  6] ; [3 5],[13.93333333  8.06666667] ; [5.06666667 2.93333333],0
a5,1,0.103496,2.65082,[25 27] ; [ 3 10],[22.4 29.6] ; [5.6 7.4],0
d5,1,0.119615,2.42236,[36 16] ; [6 7],[33.6 18.4] ; [8.4 4.6],0
s2,1,0.145477,2.119051,[13 38] ; [6 7],[15.140625 35.859375] ; [3.859375 9.140625],0
n2,1,0.184963,1.757293,[14 12] ; [5 1],[15.4375 10.5625] ; [3.5625 2.4375],0
n1,1,0.186122,1.748049,[ 6 20] ; [3 3],[ 7.3125 18.6875] ; [1.6875 4.3125],0
p3,1,0.195072,1.67889,[11 41] ; [5 8],[12.8 39.2] ; [3.2 9.8],0
a3,1,0.213487,1.547619,[30 22] ; [5 8],[28. 24.] ; [7. 6.],0
r3,1,0.214847,1.538462,[40 12] ; [12  1],[41.6 10.4] ; [10.4  2.6],0
p11,1,0.254565,1.298077,[19 33] ; [7 6],[20.8 31.2] ; [5.2 7.8],0
v2,1,0.258878,1.274749,[20 30] ; [ 3 10],[18.25396825 31.74603175] ; [4.74603175 8.25396825],0
p2,1,0.263779,1.248814,[23 29] ; [8 5],[24.8 27.2] ; [6.2 6.8],0
p10,1,0.277787,1.177885,[ 9 43] ; [4 9],[10.4 41.6] ; [ 2.6 10.4],0
s7,1,0.328804,0.953602,[ 9 40] ; [4 9],[10.27419355 38.72580645] ; [ 2.72580645 10.27419355],0
d4,1,0.35311,0.86225,[38 13] ; [8 5],[36.65625 14.34375] ; [9.34375 3.65625],0
s4,1,0.365377,0.819328,[10 42] ; [4 9],[11.2 40.8] ; [ 2.8 10.2],0
p4,1,0.380656,0.768581,[21 31] ; [7 6],[22.4 29.6] ; [5.6 7.4],0
s5,1,0.444471,0.584713,[ 9 43] ; [3 8],[ 9.9047619 42.0952381] ; [2.0952381 8.9047619],0
b2,1,0.446459,0.579626,[ 4 25] ; [2 6],[ 4.7027027 24.2972973] ; [1.2972973 6.7027027],0
b3,1,0.446459,0.579626,[ 4 25] ; [2 6],[ 4.7027027 24.2972973] ; [1.2972973 6.7027027],0
d3,1,0.45627,0.555028,[26 26] ; [5 8],[24.8 27.2] ; [6.2 6.8],0
d2,1,0.45627,0.555028,[26 26] ; [5 8],[24.8 27.2] ; [6.2 6.8],0
v4,1,0.525996,0.40212,[39 12] ; [11  2],[39.84375 11.15625] ; [10.15625  2.84375],0
b5,1,0.533931,0.386905,[27 25] ; [8 5],[28. 24.] ; [7. 6.],0
s6,1,0.543222,0.3696,[21 31] ; [6 6],[21.9375 30.0625] ; [5.0625 6.9375],0
v1,1,0.546213,0.364146,[12 40] ; [ 2 11],[11.2 40.8] ; [ 2.8 10.2],0
a4,1,0.585465,0.297483,[16 36] ; [ 3 10],[15.2 36.8] ; [3.8 9.2],0
r1,1,0.612597,0.25641,[32 20] ; [7 6],[31.2 20.8] ; [7.8 5.2],0
a7,1,0.61775,0.249042,[28 24] ; [8 5],[28.8 23.2] ; [7.2 5.8],0
n5,1,0.672038,0.179228,[13 39] ; [4 9],[13.6 38.4] ; [3.4 9.6],0
n3,1,0.815076,0.054701,[16 10] ; [4 2],[16.25  9.75] ; [3.75 2.25],0
s1,1,0.83035,0.045904,[ 5 47] ; [ 1 12],[ 4.8 47.2] ; [ 1.2 11.8],0
r2,1,0.880085,0.022759,[41 11] ; [10  3],[40.8 11.2] ; [10.2  2.8],0
s3,1,0.897747,0.016514,[19 33] ; [5 8],[19.2 32.8] ; [4.8 8.2],0
r4,1,0.899263,0.016026,[31 21] ; [8 5],[31.2 20.8] ; [7.8 5.2],0
n6,1,0.901183,0.015417,[27 25] ; [7 6],[27.2 24.8] ; [6.8 6.2],0
s8,1,0.912209,0.012156,[ 8 44] ; [ 2 10],[ 8.125 43.875] ; [ 1.875 10.125],0
u2,1,1.0,0.0,[11 11] ; [4 4],[11. 11.] ; [4. 4.],0
