Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.002128,9.435781,[42 77] ; [ 2 28],[35.1409396 83.8590604] ; [ 8.8590604 21.1409396],0
d1,1,0.025454,4.99271,[54 67] ; [ 7 24],[48.55921053 72.44078947] ; [12.44078947 18.55921053],0
a3,1,0.028265,4.81184,[77 44] ; [13 18],[71.64473684 49.35526316] ; [18.35526316 12.64473684],0
n6,1,0.028947,4.770779,[99 21] ; [20 11],[94.56953642 25.43046358] ; [24.43046358  6.56953642],0
d5,1,0.039617,4.234207,[86 35] ; [16 15],[81.19736842 39.80263158] ; [20.80263158 10.19736842],0
a4,1,0.047429,3.930111,[46 74] ; [ 6 25],[41.32450331 78.67549669] ; [10.67549669 20.32450331],0
s4,1,0.049625,3.854069,[ 20 101] ; [10 21],[23.88157895 97.11842105] ; [ 6.11842105 24.88157895],0
v2,1,0.07153,3.247567,[52 64] ; [ 8 22],[47.67123288 68.32876712] ; [12.32876712 17.67123288],0
d4,1,0.076687,3.13375,[83 38] ; [16 15],[78.80921053 42.19078947] ; [20.19078947 10.80921053],0
a8,1,0.117592,2.449097,[15 99] ; [ 1 30],[ 12.57931034 101.42068966] ; [ 3.42068966 27.57931034],0
p1,1,0.164556,1.93185,[ 14 107] ; [ 1 30],[ 11.94078947 109.05921053] ; [ 3.05921053 27.94078947],0
p4,1,0.171006,1.874105,[63 57] ; [12 19],[59.60264901 60.39735099] ; [15.39735099 15.60264901],0
n1,1,0.179021,1.805731,[18 17] ; [ 5 11],[15.78431373 19.21568627] ; [7.21568627 8.78431373],0
s7,1,0.184738,1.759088,[45 68] ; [ 8 22],[41.88111888 71.11888112] ; [11.11888112 18.88111888],0
d2,1,0.216202,1.529406,[49 70] ; [ 9 22],[46.01333333 72.98666667] ; [11.98666667 19.01333333],0
p6,1,0.217082,1.523558,[40 77] ; [ 7 24],[37.15540541 79.84459459] ; [ 9.84459459 21.15540541],0
p2,1,0.234802,1.411532,[86 33] ; [19 12],[83.3 35.7] ; [21.7  9.3],0
r2,1,0.259624,1.270761,[94 23] ; [22  9],[91.7027027 25.2972973] ; [24.2972973  6.7027027],0
p3,1,0.263807,1.248667,[52 68] ; [10 21],[49.27152318 70.72847682] ; [12.72847682 18.27152318],0
a1,1,0.279929,1.167435,[ 11 110] ; [ 1 30],[  9.55263158 111.44736842] ; [ 2.44736842 28.55263158],0
u4,1,0.295563,1.094108,[  1 120] ; [ 1 30],[  1.59210526 119.40789474] ; [ 0.40789474 30.59210526],0
r4,1,0.302367,1.063723,[71 50] ; [15 16],[68.46052632 52.53947368] ; [17.53947368 13.46052632],0
n3,1,0.329342,0.951482,[26 10] ; [10  7],[24.45283019 11.54716981] ; [11.54716981  5.45283019],0
a2,1,0.348734,0.878059,[ 15 106] ; [ 2 29],[ 13.53289474 107.46710526] ; [ 3.46710526 27.53289474],0
v1,1,0.35038,0.87208,[52 64] ; [11 20],[49.71428571 66.28571429] ; [13.28571429 17.71428571],0
p5,1,0.367325,0.812693,[ 15 105] ; [ 2 28],[ 13.6 106.4] ; [ 3.4 26.6],0
b1,1,0.379355,0.77279,[48 73] ; [15 16],[50.15131579 70.84868421] ; [12.84868421 18.15131579],0
p8,1,0.386127,0.751104,[50 69] ; [10 20],[47.91946309 71.08053691] ; [12.08053691 17.91946309],0
n2,1,0.437429,0.603019,[27  9] ; [11  6],[25.81132075 10.18867925] ; [12.18867925  4.81132075],0
p7,1,0.462393,0.540096,[61 59] ; [13 17],[59.2 60.8] ; [14.8 15.2],0
r3,1,0.480676,0.49733,[96 24] ; [23  8],[94.56953642 25.43046358] ; [24.43046358  6.56953642],0
s6,1,0.489758,0.477058,[61 56] ; [14 17],[59.29054054 57.70945946] ; [15.70945946 15.29054054],0
b4,1,0.500498,0.453881,[70 51] ; [20 11],[71.64473684 49.35526316] ; [18.35526316 12.64473684],0
s5,1,0.514021,0.425873,[25 88] ; [ 5 25],[23.70629371 89.29370629] ; [ 6.29370629 23.70629371],0
d3,1,0.539511,0.376448,[60 61] ; [13 17],[58.49668874 62.50331126] ; [14.50331126 15.49668874],0
s8,1,0.544919,0.366498,[38 83] ; [ 8 23],[36.61842105 84.38157895] ; [ 9.38157895 21.61842105],0
p9,1,0.549091,0.358948,[97 22] ; [23  7],[95.83892617 23.16107383] ; [24.16107383  5.83892617],0
u1,1,0.569106,0.32418,[  7 114] ; [ 1 30],[  6.36842105 114.63157895] ; [ 1.63157895 29.36842105],0
a5,1,0.638028,0.221331,[72 49] ; [17 14],[70.84868421 50.15131579] ; [18.15131579 12.84868421],0
s2,1,0.669628,0.182038,[48 73] ; [11 20],[46.96710526 74.03289474] ; [12.03289474 18.96710526],0
b3,1,0.69728,0.151317,[28 49] ; [ 5 11],[27.32258065 49.67741935] ; [ 5.67741935 10.32258065],0
b2,1,0.69728,0.151317,[28 49] ; [ 5 11],[27.32258065 49.67741935] ; [ 5.67741935 10.32258065],0
a6,1,0.728745,0.120267,[70 51] ; [19 12],[70.84868421 50.15131579] ; [18.15131579 12.84868421],0
p10,1,0.738083,0.111819,[88 31] ; [22  9],[87.26666667 31.73333333] ; [22.73333333  8.26666667],0
v4,1,0.751156,0.100562,[96 24] ; [24  7],[95.36423841 24.63576159] ; [24.63576159  6.36423841],0
u3,1,0.754101,0.098117,[14 30] ; [ 5 13],[13.48387097 30.51612903] ; [ 5.51612903 12.48387097],0
p11,1,0.798956,0.064871,[87 34] ; [23  8],[87.56578947 33.43421053] ; [22.43421053  8.56578947],0
a7,1,0.8339,0.043975,[65 56] ; [16 15],[64.48026316 56.51973684] ; [16.51973684 14.48026316],0
s3,1,0.8339,0.043975,[56 65] ; [15 16],[56.51973684 64.48026316] ; [14.48026316 16.51973684],0
b5,1,0.8843,0.021176,[72 49] ; [18 13],[71.64473684 49.35526316] ; [18.35526316 12.64473684],0
u2,1,0.96243,0.002219,[17 26] ; [ 7 11],[16.91803279 26.08196721] ; [ 7.08196721 10.91803279],0
s1,1,0.976205,0.00089,[  4 116] ; [ 1 30],[  3.97350993 116.02649007] ; [ 1.02649007 29.97350993],0
