Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.5e-05,18.700943,[23 31] ; [109  36],[35.81909548 18.18090452] ; [96.18090452 48.81909548],1
p7,1,4.1e-05,16.836859,[37 16] ; [134  11],[45.77272727  7.22727273] ; [125.22727273  19.77272727],1
p11,1,0.000281,13.191575,[37 17] ; [131  15],[45.36  8.64] ; [122.64  23.36],1
p4,1,0.000564,11.891919,[37 17] ; [129  16],[45.04522613  8.95477387] ; [120.95477387  24.04522613],1
p5,1,0.001109,10.635774,[ 3 51] ; [ 39 107],[11.34 42.66] ; [ 30.66 115.34],0
b5,1,0.001316,10.319419,[44 10] ; [83 63],[34.29 19.71] ; [92.71 53.29],0
p12,1,0.003371,8.594781,[ 1 53] ; [ 26 120],[ 7.29 46.71] ; [ 19.71 126.29],0
a6,1,0.006769,7.333333,[44 10] ; [88 56],[36. 18.] ; [96. 48.],0
v4,1,0.007033,7.264551,[49  5] ; [144   2],[52.11  1.89] ; [140.89   5.11],0
v3,1,0.008831,6.856681,[18 33] ; [81 62],[26.0257732 24.9742268] ; [72.9742268 70.0257732],0
n5,1,0.010579,6.534633,[40 13] ; [131  15],[45.54271357  7.45728643] ; [125.45728643  20.54271357],0
a2,1,0.026056,4.952284,[22 32] ; [ 36 110],[15.66 38.34] ; [ 42.34 103.66],0
p9,1,0.044426,4.040305,[47  7] ; [139   7],[50.22  3.78] ; [135.78  10.22],0
s5,1,0.047123,3.940984,[18 31] ; [75 66],[23.98421053 25.01578947] ; [69.01578947 71.98421053],0
u1,1,0.055985,3.652501,[19 35] ; [ 32 114],[13.77 40.23] ; [ 37.23 108.77],0
a4,1,0.088736,2.897159,[33 20] ; [71 75],[27.69849246 25.30150754] ; [76.30150754 69.69849246],0
n2,1,0.09169,2.844444,[7 5] ; [17  3],[9. 3.] ; [15.  5.],0
u2,1,0.111406,2.534161,[12  5] ; [16 18],[9.33333333 7.66666667] ; [18.66666667 15.33333333],0
p2,1,0.119315,2.426295,[45  9] ; [133  13],[48.06  5.94] ; [129.94  16.06],0
v2,1,0.12321,2.376037,[42 10] ; [101  44],[37.74619289 14.25380711] ; [105.25380711  39.74619289],0
d4,1,0.126357,2.336705,[44 10] ; [129  15],[47.18181818  6.81818182] ; [125.81818182  18.18181818],0
r1,1,0.151587,2.056212,[43 11] ; [128  18],[46.17  7.83] ; [124.83  21.17],0
r4,1,0.15613,2.011319,[49  5] ; [140   6],[51.03  2.97] ; [137.97   8.03],0
d1,1,0.171285,1.871665,[33 21] ; [104  42],[36.99 17.01] ; [100.01  45.99],0
a3,1,0.178752,1.807972,[37 17] ; [112  32],[40.63636364 13.36363636] ; [108.36363636  35.63636364],0
a8,1,0.190729,1.711979,[ 5 43] ; [ 24 105],[ 7.86440678 40.13559322] ; [ 21.13559322 107.86440678],0
n1,1,0.197703,1.659259,[5 7] ; [13  7],[6.75 5.25] ; [11.25  8.75],0
a1,1,0.266505,1.234646,[ 2 52] ; [ 12 134],[ 3.78 50.22] ; [ 10.22 135.78],0
p10,1,0.289832,1.120399,[46  7] ; [134  12],[47.93969849  5.06030151] ; [132.06030151  13.93969849],0
s1,1,0.322858,0.977332,[ 3 50] ; [  4 142],[ 1.86432161 51.13567839] ; [  5.13567839 140.86432161],0
n6,1,0.324605,0.970303,[47  7] ; [132  12],[48.81818182  5.18181818] ; [130.18181818  13.81818182],0
n3,1,0.332275,0.940012,[9 3] ; [11  8],[7.74193548 4.25806452] ; [12.25806452  6.74193548],0
s4,1,0.391805,0.733333,[ 7 47] ; [ 26 118],[ 9. 45.] ; [ 24. 120.],0
u3,1,0.412685,0.671053,[12  5] ; [20 14],[10.66666667  6.33333333] ; [21.33333333 12.66666667],0
s2,1,0.459449,0.547237,[35 18] ; [88 58],[32.75879397 20.24120603] ; [90.24120603 55.75879397],0
p1,1,0.536843,0.381423,[ 6 48] ; [ 21 124],[ 7.32663317 46.67336683] ; [ 19.67336683 125.32663317],0
d5,1,0.570187,0.32237,[46  8] ; [127  17],[47.18181818  6.81818182] ; [125.81818182  18.18181818],0
a7,1,0.575079,0.314258,[43 11] ; [110  35],[41.51758794 12.48241206] ; [111.48241206  33.51758794],0
b4,1,0.713381,0.134923,[34 20] ; [96 50],[35.1 18.9] ; [94.9 51.1],0
s7,1,0.735938,0.113729,[34 17] ; [89 50],[33.01578947 17.98421053] ; [89.98421053 49.01578947],0
d2,1,0.757699,0.095175,[30 24] ; [77 68],[29.03517588 24.96482412] ; [77.96482412 67.03517588],0
s6,1,0.758647,0.094408,[41 11] ; [109  33],[40.20618557 11.79381443] ; [109.79381443  32.20618557],0
n4,1,0.798826,0.064957,[47  7] ; [129  17],[47.52  6.48] ; [128.48  17.52],0
b1,1,0.826309,0.048153,[22 32] ; [62 84],[22.68 31.32] ; [61.32 84.68],0
