Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.525612,[ 7 26] ; [70 17],[21.175 11.825] ; [55.825 31.175],1
v3,1,0.001145,10.577731,[ 2 27] ; [33 51],[ 8.98230088 20.01769912] ; [26.01769912 57.98230088],0
n6,1,0.001452,10.138796,[19 14] ; [73 13],[25.51260504  7.48739496] ; [66.48739496 19.51260504],0
r1,1,0.002552,9.102831,[17 16] ; [69 18],[23.65  9.35] ; [62.35 24.65],0
p7,1,0.018729,5.526628,[15 16] ; [59 23],[20.30088496 10.69911504] ; [53.69911504 28.30088496],0
s7,1,0.019314,5.472893,[12 18] ; [53 29],[17.41071429 12.58928571] ; [47.58928571 34.41071429],0
s6,1,0.020855,5.338832,[21 11] ; [73 13],[25.49152542  6.50847458] ; [68.50847458 17.49152542],0
p8,1,0.023727,5.11447,[10 22] ; [47 39],[15.45762712 16.54237288] ; [41.54237288 44.45762712],0
p11,1,0.032675,4.562736,[18 15] ; [65 22],[22.825 10.175] ; [60.175 26.825],0
p4,1,0.038826,4.268484,[12 21] ; [50 37],[17.05 15.95] ; [44.95 42.05],0
p5,1,0.041559,4.153075,[ 1 31] ; [15 70],[ 4.37606838 27.62393162] ; [11.62393162 73.37606838],0
r4,1,0.054854,3.68652,[24  9] ; [76 11],[27.5  5.5] ; [72.5 14.5],0
s4,1,0.058586,3.576974,[14 19] ; [21 64],[ 9.78813559 23.21186441] ; [25.21186441 59.78813559],0
p3,1,0.064667,3.413445,[ 8 25] ; [37 50],[12.375 20.625] ; [32.625 54.375],0
a3,1,0.07137,3.251232,[11 22] ; [45 42],[15.4 17.6] ; [40.6 46.4],0
r2,1,0.100256,2.701468,[28  5] ; [81  5],[30.22689076  2.77310924] ; [78.77310924  7.22689076],0
p10,1,0.143725,2.137614,[21  9] ; [71 15],[23.79310345  6.20689655] ; [68.20689655 17.79310345],0
v1,1,0.164537,1.932028,[11 20] ; [43 43],[14.30769231 16.69230769] ; [39.69230769 46.30769231],0
v2,1,0.172696,1.859386,[10 21] ; [39 45],[13.20869565 17.79130435] ; [35.79130435 48.20869565],0
b1,1,0.17336,1.853643,[11 22] ; [41 46],[14.3 18.7] ; [37.7 49.3],0
s8,1,0.187221,1.739355,[13 20] ; [46 41],[16.225 16.775] ; [42.775 44.225],0
p1,1,0.198648,1.652284,[ 2 30] ; [13 73],[ 4.06779661 27.93220339] ; [10.93220339 75.06779661],0
p6,1,0.222864,1.485835,[ 9 24] ; [33 51],[11.84615385 21.15384615] ; [30.15384615 53.84615385],0
p2,1,0.247772,1.335822,[23  9] ; [71 16],[25.27731092  6.72268908] ; [68.72268908 18.27731092],0
a1,1,0.305347,1.050697,[ 2 31] ; [ 2 85],[ 1.1 31.9] ; [ 2.9 84.1],0
d1,1,0.315882,1.005921,[10 23] ; [35 52],[12.375 20.625] ; [32.625 54.375],0
a8,1,0.323483,0.974811,[ 2 28] ; [11 71],[ 3.48214286 26.51785714] ; [ 9.51785714 72.48214286],0
v4,1,0.334186,0.932608,[29  3] ; [82  4],[30.10169492  1.89830508] ; [80.89830508  5.10169492],0
a4,1,0.339552,0.912122,[ 4 29] ; [17 70],[ 5.775 27.225] ; [15.225 71.775],0
d2,1,0.411228,0.675247,[ 6 27] ; [22 65],[ 7.7 25.3] ; [20.3 66.7],0
d3,1,0.432699,0.615569,[22 10] ; [53 34],[20.16806723 11.83193277] ; [54.83193277 32.16806723],0
p12,1,0.438162,0.601091,[ 1 31] ; [ 6 81],[ 1.88235294 30.11764706] ; [ 5.11764706 81.88235294],0
p9,1,0.446603,0.579259,[22  8] ; [68 17],[23.47826087  6.52173913] ; [66.52173913 18.47826087],0
n1,1,0.52518,0.403708,[4 4] ; [ 7 12],[3.25925926 4.74074074] ; [ 7.74074074 11.25925926],0
b4,1,0.525882,0.402342,[18 15] ; [53 34],[19.525 13.475] ; [51.475 35.525],0
r3,1,0.540111,0.375334,[31  2] ; [82  3],[31.60169492  1.39830508] ; [81.39830508  3.60169492],0
u1,1,0.542038,0.371776,[ 1 32] ; [ 5 82],[ 1.65 31.35] ; [ 4.35 82.65],0
d5,1,0.552639,0.352611,[21 11] ; [62 25],[22.31932773  9.68067227] ; [60.68067227 26.31932773],0
u2,1,0.555485,0.347583,[13  7] ; [24 18],[11.93548387  8.06451613] ; [25.06451613 16.93548387],0
b2,1,0.590889,0.288958,[ 3 16] ; [11 40],[ 3.8 15.2] ; [10.2 40.8],0
b3,1,0.590889,0.288958,[ 3 16] ; [11 40],[ 3.8 15.2] ; [10.2 40.8],0
n2,1,0.601389,0.272907,[7 1] ; [15  4],[6.51851852 1.48148148] ; [15.48148148  3.51851852],0
n3,1,0.63749,0.222039,[5 3] ; [10  9],[4.44444444 3.55555556] ; [10.55555556  8.44444444],0
u3,1,0.711326,0.136957,[14  7] ; [26 16],[13.33333333  7.66666667] ; [26.66666667 15.33333333],0
a7,1,0.758113,0.094839,[21 11] ; [59 27],[21.69491525 10.30508475] ; [58.30508475 27.69491525],0
a6,1,0.805775,0.060457,[16 17] ; [40 47],[15.4 17.6] ; [40.6 46.4],0
s1,1,0.834669,0.043563,[ 2 31] ; [ 6 78],[ 2.25641026 30.74358974] ; [ 5.74358974 78.25641026],0
b5,1,0.882995,0.02166,[20 13] ; [54 33],[20.35 12.65] ; [53.65 33.35],0
d4,1,0.884701,0.021028,[25  8] ; [67 20],[25.3  7.7] ; [66.7 20.3],0
s5,1,0.892386,0.018302,[12 20] ; [30 53],[11.68695652 20.31304348] ; [30.31304348 52.68695652],0
s3,1,0.938407,0.005971,[29  4] ; [76 11],[28.875  4.125] ; [76.125 10.875],0
