Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.7e-05,15.400412,[43 27] ; [49  4],[52.35772358 17.64227642] ; [39.64227642 13.35772358],1
s7,1,0.000215,13.691683,[22 44] ; [34 16],[31.86206897 34.13793103] ; [24.13793103 25.86206897],1
s2,1,0.000911,10.999517,[42 28] ; [47  7],[50.24193548 19.75806452] ; [38.75806452 15.24193548],1
r4,1,0.003002,8.806094,[52 18] ; [51  3],[58.14516129 11.85483871] ; [44.85483871  9.14516129],0
p10,1,0.003264,8.653432,[41 28] ; [43  8],[48.3 20.7] ; [35.7 15.3],0
p9,1,0.007822,7.073781,[45 24] ; [45  7],[51.32231405 17.67768595] ; [38.67768595 13.32231405],0
p6,1,0.012905,6.18202,[11 57] ; [19 34],[16.85950413 51.14049587] ; [13.14049587 39.85950413],0
p1,1,0.014928,5.924976,[ 2 67] ; [ 8 45],[ 5.6557377 63.3442623] ; [ 4.3442623 48.6557377],0
v4,1,0.022807,5.183125,[59  9] ; [53  1],[62.42622951  5.57377049] ; [49.57377049  4.42622951],0
p3,1,0.023234,5.150912,[23 46] ; [29 25],[29.17073171 39.82926829] ; [22.82926829 31.17073171],0
u1,1,0.029367,4.745983,[ 5 65] ; [11 43],[ 9.03225806 60.96774194] ; [ 6.96774194 47.03225806],0
p11,1,0.035017,4.44436,[39 31] ; [40 14],[44.59677419 25.40322581] ; [34.40322581 19.59677419],0
a2,1,0.03615,4.390037,[ 8 62] ; [14 40],[12.41935484 57.58064516] ; [ 9.58064516 44.41935484],0
p8,1,0.066495,3.36748,[22 47] ; [26 28],[26.92682927 42.07317073] ; [21.07317073 32.92682927],0
a8,1,0.104848,2.630206,[ 1 62] ; [ 4 47],[ 2.76315789 60.23684211] ; [ 2.23684211 48.76315789],0
v2,1,0.120532,2.41039,[30 36] ; [30 20],[34.13793103 31.86206897] ; [25.86206897 24.13793103],0
p4,1,0.128972,2.304835,[28 42] ; [29 25],[32.17741935 37.82258065] ; [24.82258065 29.17741935],0
d1,1,0.13453,2.239436,[32 38] ; [32 22],[36.12903226 33.87096774] ; [27.87096774 26.12903226],0
u3,1,0.139358,2.185037,[14 11] ; [14  4],[16.27906977  8.72093023] ; [11.72093023  6.27906977],0
p2,1,0.210343,1.569067,[51 18] ; [45  9],[53.85365854 15.14634146] ; [42.14634146 11.85365854],0
d5,1,0.224344,1.476369,[49 21] ; [43 11],[51.93548387 18.06451613] ; [40.06451613 13.93548387],0
r2,1,0.297086,1.087228,[64  6] ; [50  2],[65.40983607  4.59016393] ; [48.59016393  3.40983607],0
a5,1,0.299595,1.075994,[43 27] ; [38 16],[45.72580645 24.27419355] ; [35.27419355 18.72580645],0
u2,1,0.306944,1.043778,[16 10] ; [13  4],[17.53488372  8.46511628] ; [11.46511628  5.53488372],0
a7,1,0.316741,1.002356,[46 24] ; [40 14],[48.5483871 21.4516129] ; [37.4516129 16.5483871],0
a6,1,0.328005,0.956758,[42 28] ; [37 17],[44.59677419 25.40322581] ; [34.40322581 19.59677419],0
d2,1,0.341626,0.904322,[29 41] ; [27 27],[31.61290323 38.38709677] ; [24.38709677 29.61290323],0
n6,1,0.345512,0.889871,[39 31] ; [34 19],[41.54471545 28.45528455] ; [31.45528455 21.54471545],0
n2,1,0.410582,0.677116,[17  8] ; [12  3],[18.125  6.875] ; [10.875  4.125],0
p7,1,0.433877,0.612422,[37 32] ; [31 20],[39.1 29.9] ; [28.9 22.1],0
r3,1,0.446921,0.578448,[67  3] ; [53  1],[67.74193548  2.25806452] ; [52.25806452  1.74193548],0
p12,1,0.451335,0.567297,[ 3 66] ; [ 4 49],[ 3.95901639 65.04098361] ; [ 3.04098361 49.95901639],0
a1,1,0.455184,0.557712,[ 3 67] ; [ 4 50],[ 3.9516129 66.0483871] ; [ 3.0483871 50.9516129],0
