Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.7e-05,15.400412,[43 27] ; [49  4],[52.35772358 17.64227642] ; [39.64227642 13.35772358],1
r1,1,0.458559,0.549409,[51 18] ; [43 11],[52.73170732 16.26829268] ; [41.26829268 12.73170732],0
a4,1,0.460646,0.544324,[24 46] ; [22 32],[25.96774194 44.03225806] ; [20.03225806 33.96774194],0
s1,1,0.521003,0.411907,[ 6 64] ; [ 3 51],[ 5.08064516 64.91935484] ; [ 3.91935484 50.08064516],0
v1,1,0.528744,0.396804,[26 42] ; [22 28],[27.66101695 40.33898305] ; [20.33898305 29.66101695],0
n4,1,0.538248,0.378797,[26 44] ; [23 31],[27.66129032 42.33870968] ; [21.33870968 32.66129032],0
b5,1,0.545945,0.364632,[39 31] ; [33 21],[40.64516129 29.35483871] ; [31.35483871 22.64516129],0
b4,1,0.583725,0.300251,[42 28] ; [35 19],[43.46774194 26.53225806] ; [33.53225806 20.46774194],0
n1,1,0.607565,0.263736,[ 8 17] ; [6 9],[ 8.75 16.25] ; [5.25 9.75],0
s4,1,0.617248,0.249754,[21 49] ; [14 40],[19.75806452 50.24193548] ; [15.24193548 38.75806452],0
a3,1,0.617613,0.249237,[43 26] ; [36 18],[44.31707317 24.68292683] ; [34.68292683 19.31707317],0
d3,1,0.659547,0.194074,[48 22] ; [39 15],[49.11290323 20.88709677] ; [37.88709677 16.11290323],0
v3,1,0.660154,0.193336,[17 49] ; [15 36],[18.05128205 47.94871795] ; [13.94871795 37.05128205],0
d4,1,0.679751,0.170406,[59 11] ; [44 10],[58.14516129 11.85483871] ; [44.85483871  9.14516129],0
b1,1,0.742073,0.108313,[24 46] ; [17 37],[23.14516129 46.85483871] ; [17.85483871 36.14516129],0
s5,1,0.772763,0.083384,[23 42] ; [19 31],[23.73913043 41.26086957] ; [18.26086957 31.73913043],0
p5,1,0.787909,0.072376,[ 2 67] ; [ 2 51],[ 2.26229508 66.73770492] ; [ 1.73770492 51.26229508],0
b2,1,0.792952,0.068896,[10 24] ; [11 23],[10.5 23.5] ; [10.5 23.5],0
b3,1,0.792952,0.068896,[10 24] ; [11 23],[10.5 23.5] ; [10.5 23.5],0
n3,1,0.897724,0.016522,[18  5] ; [12  3],[18.15789474  4.84210526] ; [11.84210526  3.15789474],0
