Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000312,12.99579,[69 46] ; [55  9],[79.66480447 35.33519553] ; [44.33519553 19.66480447],1
p2,1,0.000423,12.427518,[55 60] ; [48 16],[66.17318436 48.82681564] ; [36.82681564 27.17318436],1
r3,1,0.000587,11.815591,[82 32] ; [59  4],[90.81355932 23.18644068] ; [50.18644068 12.81355932],1
n6,1,0.000823,11.188546,[61 52] ; [50 13],[71.26704545 41.73295455] ; [39.73295455 23.26704545],1
p9,1,0.007645,7.114897,[30 82] ; [29 33],[37.97701149 74.02298851] ; [21.02298851 40.97701149],0
r1,1,0.026745,4.907179,[66 47] ; [48 16],[72.77966102 40.22033898] ; [41.22033898 22.77966102],0
p3,1,0.028581,4.792692,[39 75] ; [12 52],[32.66292135 81.33707865] ; [18.33707865 45.66292135],0
n1,1,0.033371,4.526647,[23 29] ; [ 4 18],[18.97297297 33.02702703] ; [ 8.02702703 13.97297297],0
v4,1,0.038515,4.282122,[84 29] ; [56  8],[89.37853107 23.62146893] ; [50.62146893 13.37853107],0
n2,1,0.049155,3.870069,[28 25] ; [17  5],[31.8 21.2] ; [13.2  8.8],0
r2,1,0.053537,3.727082,[91 21] ; [58  5],[95.36 16.64] ; [53.64  9.36],0
s8,1,0.087916,2.912133,[18 95] ; [17 47],[22.34463277 90.65536723] ; [12.65536723 51.34463277],0
b4,1,0.10553,2.61992,[63 52] ; [43 21],[68.10055866 46.89944134] ; [37.89944134 26.10055866],0
n3,1,0.10627,2.608827,[27 23] ; [17  6],[30.1369863 19.8630137] ; [13.8630137  9.1369863],0
a1,1,0.111552,2.532098,[ 11 104] ; [ 2 62],[  8.35195531 106.64804469] ; [ 4.64804469 59.35195531],0
s1,1,0.119632,2.422127,[ 11 103] ; [ 2 60],[  8.42045455 105.57954545] ; [ 4.57954545 57.42045455],0
v2,1,0.168292,1.89809,[38 74] ; [28 35],[42.24 69.76] ; [23.76 39.24],0
d2,1,0.184803,1.758574,[51 62] ; [35 28],[55.21590909 57.78409091] ; [30.78409091 32.21590909],0
a2,1,0.209511,1.574799,[25 90] ; [ 9 55],[21.84357542 93.15642458] ; [12.15642458 51.84357542],0
p5,1,0.222865,1.485828,[  6 108] ; [ 1 63],[  4.48314607 109.51685393] ; [ 2.51685393 61.48314607],0
n4,1,0.248546,1.331456,[66 47] ; [43 21],[69.58757062 43.41242938] ; [39.41242938 24.58757062],0
p6,1,0.252498,1.30943,[17 94] ; [14 49],[19.77586207 91.22413793] ; [11.22413793 51.77586207],0
s5,1,0.252498,1.30943,[17 94] ; [14 49],[19.77586207 91.22413793] ; [11.22413793 51.77586207],0
p12,1,0.253277,1.305134,[  1 114] ; [ 2 61],[  1.93820225 113.06179775] ; [ 1.06179775 61.93820225],0
a6,1,0.302451,1.063356,[64 50] ; [41 23],[67.24719101 46.75280899] ; [37.75280899 26.24719101],0
d4,1,0.312356,1.020689,[78 35] ; [48 15],[80.89772727 32.10227273] ; [45.10227273 17.89772727],0
p1,1,0.334773,0.930345,[ 10 105] ; [ 3 60],[  8.3988764 106.6011236] ; [ 4.6011236 58.3988764],0
p7,1,0.366731,0.81471,[41 73] ; [27 36],[43.79661017 70.20338983] ; [24.20338983 38.79661017],0
a3,1,0.380122,0.770308,[66 46] ; [42 22],[68.72727273 43.27272727] ; [39.27272727 24.72727273],0
s7,1,0.394057,0.726388,[29 76] ; [21 41],[31.43712575 73.56287425] ; [18.56287425 43.43712575],0
a7,1,0.4186,0.654242,[69 45] ; [42 21],[71.49152542 42.50847458] ; [39.50847458 23.49152542],0
a8,1,0.424446,0.637974,[11 94] ; [ 8 46],[12.54716981 92.45283019] ; [ 6.45283019 47.54716981],0
u1,1,0.450762,0.568735,[ 15 100] ; [11 53],[16.70391061 98.29608939] ; [ 9.29608939 54.70391061],0
d1,1,0.452192,0.565151,[49 66] ; [31 33],[51.39664804 63.60335196] ; [28.60335196 35.39664804],0
b5,1,0.455393,0.557193,[73 42] ; [37 27],[70.67039106 44.32960894] ; [39.32960894 24.67039106],0
p8,1,0.556263,0.346215,[26 87] ; [17 46],[27.60795455 85.39204545] ; [15.39204545 47.60795455],0
n5,1,0.561102,0.3378,[62 51] ; [38 26],[63.84180791 49.15819209] ; [36.15819209 27.84180791],0
a5,1,0.564357,0.332216,[68 47] ; [35 29],[66.17318436 48.82681564] ; [36.82681564 27.17318436],0
s4,1,0.574985,0.314413,[20 94] ; [ 9 54],[18.6779661 95.3220339] ; [10.3220339 52.6779661],0
d5,1,0.630504,0.231377,[78 36] ; [46 18],[79.41573034 34.58426966] ; [44.58426966 19.41573034],0
s6,1,0.651549,0.203953,[49 64] ; [30 34],[50.43502825 62.56497175] ; [28.56497175 35.43502825],0
v1,1,0.684415,0.165198,[37 77] ; [22 40],[38.21590909 75.78409091] ; [20.78409091 41.21590909],0
u2,1,0.693285,0.155553,[19 28] ; [10 12],[19.75362319 27.24637681] ; [ 9.24637681 12.75362319],0
b2,1,0.755251,0.097172,[23 46] ; [15 34],[22.22033898 46.77966102] ; [15.77966102 33.22033898],0
b3,1,0.755251,0.097172,[23 46] ; [15 34],[22.22033898 46.77966102] ; [15.77966102 33.22033898],0
d3,1,0.759859,0.093432,[65 49] ; [38 26],[65.96629213 48.03370787] ; [37.03370787 26.96629213],0
p4,1,0.831431,0.045312,[41 73] ; [22 42],[40.34831461 73.65168539] ; [22.65168539 41.34831461],0
u3,1,0.838303,0.041642,[21 28] ; [10 12],[21.3943662 27.6056338] ; [ 9.6056338 12.3943662],0
a4,1,0.847651,0.036908,[46 67] ; [27 37],[46.60451977 66.39548023] ; [26.39548023 37.60451977],0
