Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,45.41545,[14 93] ; [62 47],[37.64814815 69.35185185] ; [38.35185185 70.64814815],1
v1,1,1.5e-05,18.683633,[31 77] ; [64 47],[46.84931507 61.15068493] ; [48.15068493 62.84931507],1
r1,1,8.7e-05,15.402432,[66 43] ; [95 18],[79.04954955 29.95045045] ; [81.95045045 31.04954955],1
r4,1,0.000249,13.417884,[78 32] ; [102  11],[88.78923767 21.21076233] ; [91.21076233 21.78923767],1
p11,1,0.000573,11.862811,[69 41] ; [94 19],[80.40358744 29.59641256] ; [82.59641256 30.40358744],1
s8,1,0.001091,10.667006,[12 98] ; [32 81],[21.70403587 88.29596413] ; [22.29596413 90.70403587],0
r3,1,0.00122,10.460415,[91 18] ; [109   4],[98.1981982 10.8018018] ; [101.8018018  11.1981982],0
a5,1,0.003887,8.335891,[66 44] ; [88 25],[75.96412556 34.03587444] ; [78.03587444 34.96412556],0
n6,1,0.006054,7.5342,[71 38] ; [92 21],[80.03153153 28.96846847] ; [82.96846847 30.03153153],0
d4,1,0.009213,6.781093,[80 30] ; [98 15],[87.80269058 22.19730942] ; [90.19730942 22.80269058],0
p7,1,0.010589,6.533022,[46 62] ; [67 45],[55.47272727 52.52727273] ; [57.52727273 54.47272727],0
v4,1,0.011928,6.321503,[92 17] ; [107   6],[97.70720721 11.29279279] ; [101.29279279  11.70720721],0
d3,1,0.019148,5.487911,[75 34] ; [93 20],[82.48648649 26.51351351] ; [85.51351351 27.48648649],0
d1,1,0.027483,4.860192,[55 55] ; [73 40],[63.13901345 46.86098655] ; [64.86098655 48.13901345],0
p3,1,0.028061,4.824322,[39 70] ; [56 55],[47.06818182 61.93181818] ; [47.93181818 63.06818182],0
n1,1,0.030048,4.706545,[15 17] ; [ 4 18],[11.25925926 20.74074074] ; [ 7.74074074 14.25925926],0
p2,1,0.030647,4.672626,[76 33] ; [92 20],[82.85972851 26.14027149] ; [85.14027149 26.85972851],0
a4,1,0.032429,4.575689,[38 72] ; [55 58],[45.87443946 64.12556054] ; [47.12556054 65.87443946],0
a3,1,0.035324,4.429427,[66 42] ; [84 29],[73.30316742 34.69683258] ; [76.69683258 36.30316742],0
p10,1,0.038489,4.283273,[70 38] ; [86 25],[76.93150685 31.06849315] ; [79.06849315 31.93150685],0
b5,1,0.03986,4.223852,[76 34] ; [63 50],[68.56502242 41.43497758] ; [70.43497758 42.56502242],0
r2,1,0.049789,3.848545,[94 14] ; [106   6],[98.18181818  9.81818182] ; [101.81818182  10.18181818],0
p9,1,0.054749,3.689721,[73 35] ; [87 23],[79.26605505 28.73394495] ; [80.73394495 29.26605505],0
p8,1,0.05578,3.658625,[43 65] ; [59 53],[50.07272727 57.92727273] ; [51.92727273 60.07272727],0
n4,1,0.060285,3.52954,[70 40] ; [85 28],[76.4573991 33.5426009] ; [78.5426009 34.4573991],0
s1,1,0.135363,2.229897,[  6 102] ; [  2 110],[  3.92727273 104.07272727] ; [  4.07272727 107.92727273],0
p4,1,0.136743,2.214235,[46 64] ; [58 54],[51.53153153 58.46846847] ; [52.46846847 59.53153153],0
u1,1,0.148178,2.09091,[12 98] ; [20 93],[15.78475336 94.21524664] ; [16.21524664 96.78475336],0
s7,1,0.156766,2.005152,[19 85] ; [28 78],[23.27619048 80.72380952] ; [23.72380952 82.27619048],0
u2,1,0.229352,1.444877,[23 21] ; [11 18],[20.49315068 23.50684932] ; [13.50684932 15.49315068],0
a2,1,0.24759,1.336851,[22 88] ; [30 83],[25.65022422 84.34977578] ; [26.34977578 86.65022422],0
a6,1,0.288665,1.125837,[81 29] ; [90 23],[84.34977578 25.65022422] ; [86.65022422 26.34977578],0
p6,1,0.296498,1.08988,[28 82] ; [35 75],[31.5 78.5] ; [31.5 78.5],0
s4,1,0.29697,1.087751,[11 99] ; [  7 106],[  8.87892377 101.12107623] ; [  9.12107623 103.87892377],0
p5,1,0.394954,0.723635,[  4 103] ; [  7 105],[  5.37442922 101.62557078] ; [  5.62557078 106.37442922],0
a8,1,0.398596,0.712557,[14 87] ; [10 90],[12.05970149 88.94029851] ; [11.94029851 88.05970149],0
n2,1,0.427691,0.629085,[19 14] ; [15  7],[20.4 12.6] ; [13.6  8.4],0
b3,1,0.43031,0.621986,[21 40] ; [28 40],[23.17054264 37.82945736] ; [25.82945736 42.17054264],0
b2,1,0.43031,0.621986,[21 40] ; [28 40],[23.17054264 37.82945736] ; [25.82945736 42.17054264],0
