Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.9e-05,15.363841,[87 42] ; [ 9 22],[77.4 51.6] ; [18.6 12.4],1
p11,1,0.001374,10.240232,[105  27] ; [16 15],[97.98773006 34.01226994] ; [23.01226994  7.98773006],0
d3,1,0.017895,5.606422,[103  28] ; [18 13],[97.84567901 33.15432099] ; [23.15432099  7.84567901],0
s4,1,0.032041,4.596284,[ 27 105] ; [12 19],[ 31.58282209 100.41717791] ; [ 7.41717791 23.58282209],0
p3,1,0.075408,3.161198,[57 75] ; [ 8 23],[52.63803681 79.36196319] ; [12.36196319 18.63803681],0
u2,1,0.080197,3.060902,[34 12] ; [4 5],[31.78181818 14.21818182] ; [6.21818182 2.78181818],0
a7,1,0.0866,2.936473,[107  24] ; [21 10],[103.50617284  27.49382716] ; [24.49382716  6.50617284],0
p8,1,0.095279,2.782835,[64 67] ; [10 21],[59.83950617 71.16049383] ; [14.16049383 16.83950617],0
r4,1,0.13223,2.266124,[116  16] ; [24  7],[113.37423313  18.62576687] ; [26.62576687  4.37423313],0
v4,1,0.179411,1.802499,[125   5] ; [28  3],[123.54037267   6.45962733] ; [29.45962733  1.54037267],0
a5,1,0.182894,1.773951,[93 39] ; [18 13],[89.88957055 42.11042945] ; [21.11042945  9.88957055],0
p4,1,0.191223,1.708171,[64 68] ; [11 20],[60.73619632 71.26380368] ; [14.26380368 16.73619632],0
s3,1,0.204092,1.612845,[71 59] ; [13 18],[67.82608696 62.17391304] ; [16.17391304 14.82608696],0
n6,1,0.258545,1.276533,[90 41] ; [18 13],[87.33333333 43.66666667] ; [20.66666667 10.33333333],0
n3,1,0.279642,1.168831,[27  8] ; [6 4],[25.66666667  9.33333333] ; [7.33333333 2.66666667],0
r3,1,0.361063,0.834193,[125   7] ; [28  3],[123.90184049   8.09815951] ; [29.09815951  1.90184049],0
p6,1,0.367535,0.811981,[40 90] ; [ 7 24],[37.95031056 92.04968944] ; [ 9.04968944 21.95031056],0
n1,1,0.373541,0.791851,[ 8 27] ; [4 7],[ 9.13043478 25.86956522] ; [2.86956522 8.13043478],0
p5,1,0.404423,0.695134,[ 10 122] ; [ 1 29],[  8.96296296 123.03703704] ; [ 2.03703704 27.96296296],0
s8,1,0.416682,0.659654,[53 79] ; [10 21],[51.01840491 80.98159509] ; [11.98159509 19.01840491],0
b5,1,0.416682,0.659654,[79 53] ; [21 10],[80.98159509 51.01840491] ; [19.01840491 11.98159509],0
p9,1,0.428291,0.627454,[121  11] ; [27  4],[119.85276074  12.14723926] ; [28.14723926  2.85276074],0
s6,1,0.446172,0.580358,[84 47] ; [17 13],[82.18012422 48.81987578] ; [18.81987578 11.18012422],0
a6,1,0.459972,0.545962,[86 46] ; [18 13],[84.2208589 47.7791411] ; [19.7791411 11.2208589],0
b1,1,0.464477,0.535086,[43 89] ; [ 8 23],[41.3006135 90.6993865] ; [ 9.6993865 21.3006135],0
a8,1,0.481453,0.495571,[  8 114] ; [ 1 30],[  7.17647059 114.82352941] ; [ 1.82352941 29.17647059],0
a3,1,0.48795,0.481044,[85 47] ; [22  9],[86.65030675 45.34969325] ; [20.34969325 10.65030675],0
s1,1,0.510329,0.433393,[  5 127] ; [ 2 29],[  5.66871166 126.33128834] ; [ 1.33128834 29.66871166],0
b4,1,0.510825,0.432377,[85 47] ; [18 13],[83.41104294 48.58895706] ; [19.58895706 11.41104294],0
v2,1,0.562349,0.335653,[62 64] ; [16 13],[63.40645161 62.59354839] ; [14.59354839 14.40645161],0
a4,1,0.564011,0.332806,[48 84] ; [13 18],[49.39877301 82.60122699] ; [11.60122699 19.39877301],0
r2,1,0.599801,0.275296,[121   9] ; [28  3],[120.31055901   9.68944099] ; [28.68944099  2.31055901],0
d4,1,0.606559,0.265216,[110  22] ; [27  4],[110.94478528  21.05521472] ; [26.05521472  4.94478528],0
s5,1,0.614919,0.253073,[41 87] ; [10 17],[42.11612903 85.88387097] ; [ 8.88387097 18.11612903],0
n4,1,0.632004,0.229353,[53 79] ; [11 20],[51.82822086 80.17177914] ; [12.17177914 18.82822086],0
a1,1,0.658425,0.195443,[  6 126] ; [ 2 29],[  6.47852761 125.52147239] ; [ 1.52147239 29.47852761],0
s7,1,0.679278,0.17094,[51 79] ; [13 17],[52. 78.] ; [12. 18.],0
b2,1,0.679863,0.17028,[23 47] ; [ 5 13],[22.27272727 47.72727273] ; [ 5.72727273 12.27272727],0
b3,1,0.679863,0.17028,[23 47] ; [ 5 13],[22.27272727 47.72727273] ; [ 5.72727273 12.27272727],0
u1,1,0.71345,0.134855,[ 14 118] ; [ 4 27],[ 14.57668712 117.42331288] ; [ 3.42331288 27.57668712],0
p1,1,0.71996,0.128531,[ 11 120] ; [ 2 29],[ 10.51234568 120.48765432] ; [ 2.48765432 28.51234568],0
s2,1,0.764169,0.090006,[62 70] ; [15 15],[62.74074074 69.25925926] ; [14.25925926 15.74074074],0
p12,1,0.801067,0.063487,[  7 125] ; [ 2 29],[  7.28834356 124.71165644] ; [ 1.71165644 29.28834356],0
r1,1,0.801903,0.062943,[100  31] ; [23  8],[99.46296296 31.53703704] ; [23.53703704  7.46296296],0
d2,1,0.822371,0.050399,[54 78] ; [12 19],[53.44785276 78.55214724] ; [12.55214724 18.44785276],0
v1,1,0.836885,0.042387,[47 81] ; [12 19],[47.49685535 80.50314465] ; [11.50314465 19.49685535],0
d1,1,0.901882,0.015199,[74 58] ; [17 14],[73.69325153 58.30674847] ; [17.30674847 13.69325153],0
a2,1,0.942236,0.00525,[ 22 110] ; [ 5 26],[ 21.86503067 110.13496933] ; [ 5.13496933 25.86503067],0
d5,1,0.950616,0.003836,[105  26] ; [25  6],[105.12345679  25.87654321] ; [24.87654321  6.12345679],0
n2,1,0.96275,0.002181,[22 13] ; [7 4],[22.06521739 12.93478261] ; [6.93478261 4.06521739],0
v3,1,0.972223,0.001212,[36 93] ; [ 8 21],[35.92405063 93.07594937] ; [ 8.07594937 20.92405063],0
u3,1,1.0,0.0,[30 15] ; [6 3],[30. 15.] ; [6. 3.],0
