Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,44.634174,[110  17] ; [21 34],[91.41208791 35.58791209] ; [39.58791209 15.41208791],1
n6,1,3e-06,22.028153,[115  12] ; [33 21],[103.84530387  23.15469613] ; [44.15469613  9.84530387],1
v1,1,0.002635,9.044621,[74 50] ; [19 35],[64.78651685 59.21348315] ; [28.21348315 25.78651685],0
r4,1,0.005711,7.639448,[117  11] ; [42 13],[111.21311475  16.78688525] ; [47.78688525  7.21311475],0
a3,1,0.006708,7.349533,[87 40] ; [26 29],[78.85164835 48.14835165] ; [34.14835165 20.85164835],0
a8,1,0.007888,7.05873,[24 93] ; [ 2 47],[18.3253012 98.6746988] ; [ 7.6746988 41.3253012],0
a4,1,0.008416,6.942843,[51 76] ; [11 44],[43.26373626 83.73626374] ; [18.73626374 36.26373626],0
d2,1,0.011693,6.356782,[58 70] ; [14 41],[50.36065574 77.63934426] ; [21.63934426 33.36065574],0
d5,1,0.014486,5.977943,[105  23] ; [36 19],[98.62295082 29.37704918] ; [42.37704918 12.62295082],0
a5,1,0.016717,5.725883,[93 35] ; [30 25],[86.03278689 41.96721311] ; [36.96721311 18.03278689],0
d1,1,0.026947,4.894215,[74 54] ; [22 33],[67.14754098 60.85245902] ; [28.85245902 26.14754098],0
v4,1,0.040164,4.210963,[123   3] ; [49  5],[120.4   5.6] ; [51.6  2.4],0
s6,1,0.048774,3.883115,[85 38] ; [29 25],[79.22033898 43.77966102] ; [34.77966102 19.22033898],0
p1,1,0.053371,3.732263,[ 13 114] ; [ 1 53],[  9.82320442 117.17679558] ; [ 4.17679558 49.82320442],0
v3,1,0.060193,3.532049,[51 75] ; [13 38],[45.55932203 80.44067797] ; [18.44067797 32.55932203],0
s7,1,0.072158,3.233241,[58 65] ; [18 37],[52.51685393 70.48314607] ; [23.48314607 31.51685393],0
p4,1,0.075799,3.152756,[69 58] ; [22 33],[63.5 63.5] ; [27.5 27.5],0
a2,1,0.078171,3.102532,[ 22 106] ; [ 4 51],[ 18.18579235 109.81420765] ; [ 7.81420765 47.18579235],0
r1,1,0.079528,3.074518,[102  24] ; [38 17],[97.45856354 28.54143646] ; [42.54143646 12.45856354],0
p2,1,0.083891,2.987852,[116  12] ; [44 10],[112.52747253  15.47252747] ; [47.47252747  6.52747253],0
r2,1,0.100039,2.704929,[118   7] ; [48  7],[115.27777778   9.72222222] ; [50.72222222  4.27777778],0
s5,1,0.100302,2.700727,[40 83] ; [11 43],[35.44067797 87.55932203] ; [15.55932203 38.44067797],0
b1,1,0.10443,2.636545,[51 77] ; [15 40],[46.16393443 81.83606557] ; [19.83606557 35.16393443],0
s4,1,0.115811,2.473084,[ 14 111] ; [11 44],[ 17.36111111 107.63888889] ; [ 7.63888889 47.36111111],0
p7,1,0.143297,2.142192,[93 33] ; [32 19],[88.98305085 37.01694915] ; [36.01694915 14.98305085],0
r3,1,0.189003,1.725376,[121   7] ; [49  6],[118.90710383   9.09289617] ; [51.09289617  3.90710383],0
d4,1,0.196755,1.666302,[104  24] ; [40 15],[100.72131148  27.27868852] ; [43.27868852 11.72131148],0
s3,1,0.216538,1.527167,[66 57] ; [24 31],[62.19101124 60.80898876] ; [27.80898876 27.19101124],0
b4,1,0.235366,1.408139,[75 53] ; [27 28],[71.3442623 56.6557377] ; [30.6557377 24.3442623],0
p12,1,0.264325,1.245963,[  7 120] ; [ 1 54],[  5.58241758 121.41758242] ; [ 2.41758242 52.58241758],0
s8,1,0.269144,1.221103,[55 72] ; [19 36],[51.63736264 75.36263736] ; [22.36263736 32.63736264],0
p11,1,0.309143,1.034333,[106  22] ; [42 13],[103.51912568  24.48087432] ; [44.48087432 10.51912568],0
b5,1,0.313493,1.015901,[76 52] ; [37 18],[79.03825137 48.96174863] ; [33.96174863 21.03825137],0
p5,1,0.316701,1.002522,[ 13 115] ; [ 3 51],[ 11.25274725 116.74725275] ; [ 4.74725275 49.25274725],0
n1,1,0.336171,0.924978,[12 13] ; [ 6 12],[10.46511628 14.53488372] ; [ 7.53488372 10.46511628],0
n2,1,0.340778,0.907501,[23  3] ; [14  4],[21.86363636  4.13636364] ; [15.13636364  2.86363636],0
p10,1,0.357749,0.84578,[104  23] ; [41 13],[101.74033149  25.25966851] ; [43.25966851 10.74033149],0
b2,1,0.429656,0.623754,[22 54] ; [ 9 15],[23.56 52.44] ; [ 7.44 16.56],0
b3,1,0.429656,0.623754,[22 54] ; [ 9 15],[23.56 52.44] ; [ 7.44 16.56],0
s2,1,0.460603,0.544429,[62 63] ; [24 31],[59.72222222 65.27777778] ; [26.27777778 28.72222222],0
d3,1,0.485078,0.487425,[84 44] ; [39 16],[86.03278689 41.96721311] ; [36.96721311 18.03278689],0
a7,1,0.497557,0.460143,[94 34] ; [43 12],[95.82513661 32.17486339] ; [41.17486339 13.82513661],0
n3,1,0.500858,0.453118,[19  6] ; [12  6],[18.02325581  6.97674419] ; [12.97674419  5.02325581],0
p9,1,0.512645,0.428664,[105  20] ; [44 11],[103.47222222  21.52777778] ; [45.52777778  9.47222222],0
a6,1,0.588477,0.292729,[76 52] ; [35 20],[77.63934426 50.36065574] ; [33.36065574 21.63934426],0
