Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000492,12.145479,[52 26] ; [ 2 11],[46.28571429 31.71428571] ; [7.71428571 5.28571429],1
p9,1,0.001375,10.238504,[64 13] ; [5 7],[59.69662921 17.30337079] ; [9.30337079 2.69662921],0
p11,1,0.002958,8.833434,[61 17] ; [5 8],[56.57142857 21.42857143] ; [9.42857143 3.57142857],0
p2,1,0.003367,8.596931,[55 21] ; [4 9],[50.38202247 25.61797753] ; [8.61797753 4.38202247],0
p10,1,0.004986,7.884639,[59 18] ; [5 8],[54.75555556 22.24444444] ; [9.24444444 3.75555556],0
n2,1,0.005425,7.731863,[22  7] ; [1 5],[19.05714286  9.94285714] ; [3.94285714 2.05714286],0
s6,1,0.008235,6.981661,[48 29] ; [ 3 10],[43.63333333 33.36666667] ; [7.36666667 5.63333333],0
v4,1,0.009924,6.648402,[66 12] ; [7 6],[62.57142857 15.42857143] ; [10.42857143  2.57142857],0
v3,1,0.018355,5.561902,[31 43] ; [ 1 12],[27.2183908 46.7816092] ; [4.7816092 8.2183908],0
n3,1,0.027737,4.844349,[19 10] ; [1 5],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
s1,1,0.038513,4.282229,[ 2 75] ; [ 2 11],[ 3.42222222 73.57777778] ; [ 0.57777778 12.42222222],0
v2,1,0.043999,4.056581,[45 29] ; [4 9],[41.67816092 32.32183908] ; [7.32183908 5.67816092],0
s3,1,0.053904,3.715676,[40 37] ; [ 3 10],[36.78888889 40.21111111] ; [6.21111111 6.78888889],0
s8,1,0.054171,3.707407,[34 44] ; [ 2 11],[30.85714286 47.14285714] ; [5.14285714 7.85714286],0
p7,1,0.065303,3.397317,[39 38] ; [ 3 10],[35.93333333 41.06666667] ; [6.06666667 6.93333333],0
n6,1,0.081796,3.028846,[63 15] ; [7 5],[60.66666667 17.33333333] ; [9.33333333 2.66666667],0
d4,1,0.144427,2.13015,[77  1] ; [12  1],[76.28571429  1.71428571] ; [12.71428571  0.28571429],0
d5,1,0.144427,2.13015,[77  1] ; [12  1],[76.28571429  1.71428571] ; [12.71428571  0.28571429],0
a5,1,0.155012,2.022222,[58 20] ; [12  1],[60. 18.] ; [10.  3.],0
u3,1,0.163165,1.944643,[9 5] ; [1 3],[7.77777778 6.22222222] ; [2.22222222 1.77777778],0
s2,1,0.198505,1.653343,[39 39] ; [4 9],[36.85714286 41.14285714] ; [6.14285714 6.85714286],0
p3,1,0.199316,1.647377,[38 38] ; [4 9],[35.86516854 40.13483146] ; [6.13483146 6.86516854],0
n4,1,0.223257,1.483314,[53 25] ; [11  2],[54.85714286 23.14285714] ; [9.14285714 3.85714286],0
r2,1,0.228096,1.452693,[65 10] ; [8 3],[63.6627907 11.3372093] ; [9.3372093 1.6627907],0
s7,1,0.232764,1.423893,[32 42] ; [3 9],[30.11627907 43.88372093] ; [4.88372093 7.11627907],0
a4,1,0.246887,1.340833,[38 40] ; [8 4],[39.86666667 38.13333333] ; [6.13333333 5.86666667],0
v1,1,0.2691,1.221329,[35 39] ; [4 9],[33.17241379 40.82758621] ; [5.82758621 7.17241379],0
a3,1,0.282664,1.154236,[64 14] ; [9 4],[62.57142857 15.42857143] ; [10.42857143  2.57142857],0
s4,1,0.282664,1.154236,[14 64] ; [4 9],[15.42857143 62.57142857] ; [ 2.57142857 10.42857143],0
d3,1,0.356139,0.851462,[64 14] ; [12  1],[65.14285714 12.85714286] ; [10.85714286  2.14285714],0
u2,1,0.374857,0.7875,[7 7] ; [1 3],[6.22222222 7.77777778] ; [1.77777778 2.22222222],0
b1,1,0.387154,0.747863,[32 46] ; [7 6],[33.42857143 44.57142857] ; [5.57142857 7.42857143],0
n5,1,0.412595,0.671311,[51 27] ; [10  3],[52.28571429 25.71428571] ; [8.71428571 4.28571429],0
b4,1,0.423042,0.64185,[51 27] ; [7 6],[49.71428571 28.28571429] ; [8.28571429 4.71428571],0
u1,1,0.473509,0.513776,[ 7 71] ; [ 2 11],[ 7.71428571 70.28571429] ; [ 1.28571429 11.71428571],0
b5,1,0.479122,0.50086,[50 28] ; [7 6],[48.85714286 29.14285714] ; [8.14285714 4.85714286],0
b2,1,0.4795,0.5,[19 31] ; [5 5],[20. 30.] ; [4. 6.],0
b3,1,0.4795,0.5,[19 31] ; [5 5],[20. 30.] ; [4. 6.],0
p6,1,0.517344,0.419185,[29 43] ; [4 9],[27.95294118 44.04705882] ; [5.04705882 7.95294118],0
p4,1,0.54259,0.37076,[42 34] ; [6 7],[40.98876404 35.01123596] ; [7.01123596 5.98876404],0
p8,1,0.625944,0.237602,[28 46] ; [4 9],[27.2183908 46.7816092] ; [4.7816092 8.2183908],0
s5,1,0.629974,0.232095,[23 49] ; [3 9],[22.28571429 49.71428571] ; [3.71428571 8.28571429],0
d2,1,0.644412,0.213018,[57 21] ; [8 4],[56.33333333 21.66666667] ; [8.66666667 3.33333333],0
a2,1,0.660515,0.192899,[14 64] ; [ 3 10],[14.57142857 63.42857143] ; [ 2.42857143 10.57142857],0
