Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.66013,[75  4] ; [27 25],[61.51145038 17.48854962] ; [40.48854962 11.51145038],1
r4,1,3e-06,21.941458,[69 10] ; [26 26],[57.29007634 21.70992366] ; [37.70992366 14.29007634],1
p10,1,4e-06,21.476564,[58 21] ; [16 34],[45.31782946 33.68217054] ; [28.68217054 21.31782946],1
p9,1,1e-05,19.537353,[60 18] ; [19 31],[48.140625 29.859375] ; [30.859375 19.140625],1
n6,1,2.6e-05,17.717437,[69  8] ; [30 22],[59.09302326 17.90697674] ; [39.90697674 12.09302326],1
v4,1,0.000109,14.981371,[71  8] ; [32 20],[62.11450382 16.88549618] ; [40.88549618 11.11450382],1
p4,1,0.000261,13.334324,[31 47] ; [ 5 45],[21.9375 56.0625] ; [14.0625 35.9375],1
v1,1,0.004394,8.113408,[36 39] ; [12 40],[28.34645669 46.65354331] ; [19.65354331 32.34645669],0
u2,1,0.005776,7.618783,[19 11] ; [ 4 14],[14.375 15.625] ; [8.625 9.375],0
s8,1,0.014761,5.944822,[36 42] ; [13 39],[29.4 48.6] ; [19.6 32.4],0
u3,1,0.02368,5.117924,[19 12] ; [ 5 13],[15.18367347 15.81632653] ; [8.81632653 9.18367347],0
p3,1,0.023953,5.098039,[33 45] ; [12 40],[27. 51.] ; [18. 34.],0
s2,1,0.029157,4.758327,[37 40] ; [15 37],[31.03875969 45.96124031] ; [20.96124031 31.03875969],0
p12,1,0.030192,4.698336,[10 69] ; [ 1 51],[ 6.63358779 72.36641221] ; [ 4.36641221 47.63358779],0
r2,1,0.03622,4.38671,[73  5] ; [40  9],[69.4015748  8.5984252] ; [43.5984252  5.4015748],0
s6,1,0.044545,4.035796,[47 31] ; [22 30],[41.4 36.6] ; [27.6 24.4],0
a1,1,0.046598,3.959862,[ 5 74] ; [ 9 43],[ 8.44274809 70.55725191] ; [ 5.55725191 46.44274809],0
r1,1,0.047027,3.944432,[60 19] ; [31 21],[54.8778626 24.1221374] ; [36.1221374 15.8778626],0
d4,1,0.055619,3.663445,[61 17] ; [32 19],[56.23255814 21.76744186] ; [36.76744186 14.23255814],0
b4,1,0.061496,3.496567,[51 28] ; [25 27],[45.83206107 33.16793893] ; [30.16793893 21.83206107],0
v2,1,0.064453,3.418934,[40 34] ; [19 32],[34.928 39.072] ; [24.072 26.928],0
a8,1,0.071435,3.249739,[ 7 68] ; [10 38],[10.36585366 64.63414634] ; [ 6.63414634 41.36585366],0
p8,1,0.073084,3.212352,[21 58] ; [ 7 45],[16.88549618 62.11450382] ; [11.11450382 40.88549618],0
b1,1,0.086361,2.940931,[35 44] ; [31 21],[39.80152672 39.19847328] ; [26.19847328 25.80152672],0
p7,1,0.163702,1.939692,[28 47] ; [13 38],[24.4047619 50.5952381] ; [16.5952381 34.4047619],0
b5,1,0.17527,1.837284,[46 33] ; [24 28],[42.21374046 36.78625954] ; [27.78625954 24.21374046],0
n2,1,0.182127,1.780186,[16  3] ; [18  9],[14.04347826  4.95652174] ; [19.95652174  7.04347826],0
s5,1,0.206896,1.593017,[20 53] ; [ 9 42],[17.07258065 55.92741935] ; [11.92741935 39.07258065],0
a2,1,0.230284,1.439105,[13 66] ; [13 39],[15.67938931 63.32061069] ; [10.32061069 41.67938931],0
d2,1,0.245528,1.348573,[35 42] ; [28 22],[38.19685039 38.80314961] ; [24.80314961 25.19685039],0
p5,1,0.246995,1.340221,[ 9 67] ; [ 3 49],[ 7.125 68.875] ; [ 4.875 47.125],0
a7,1,0.274805,1.192604,[53 26] ; [30 22],[50.05343511 28.94656489] ; [32.94656489 19.05343511],0
n3,1,0.294234,1.100146,[14  5] ; [14 10],[12.37209302  6.62790698] ; [15.62790698  8.37209302],0
s3,1,0.301342,1.068245,[38 39] ; [20 30],[35.16535433 41.83464567] ; [22.83464567 27.16535433],0
v3,1,0.301907,1.06575,[31 43] ; [16 33],[28.27642276 45.72357724] ; [18.72357724 30.27642276],0
d1,1,0.318537,0.994944,[45 34] ; [25 27],[42.21374046 36.78625954] ; [27.78625954 24.21374046],0
s7,1,0.333584,0.934935,[34 43] ; [17 31],[31.416 45.584] ; [19.584 28.416],0
u4,1,0.358733,0.842325,[ 4 75] ; [ 1 51],[ 3.01526718 75.98473282] ; [ 1.98473282 50.01526718],0
a6,1,0.365451,0.819073,[52 26] ; [30 21],[49.58139535 28.41860465] ; [32.41860465 18.58139535],0
a3,1,0.405103,0.693127,[48 31] ; [34 16],[50.21705426 28.78294574] ; [31.78294574 18.21705426],0
a4,1,0.487714,0.481566,[33 46] ; [24 26],[34.90697674 44.09302326] ; [22.09302326 27.90697674],0
d3,1,0.499069,0.456916,[46 32] ; [27 24],[44.13953488 33.86046512] ; [28.86046512 22.13953488],0
a5,1,0.579469,0.307094,[51 28] ; [36 16],[52.46564885 26.53435115] ; [34.53435115 17.46564885],0
p1,1,0.615995,0.251536,[ 7 72] ; [ 6 46],[ 7.83969466 71.16030534] ; [ 5.16030534 46.83969466],0
p6,1,0.687238,0.162092,[16 62] ; [ 9 42],[15.11627907 62.88372093] ; [ 9.88372093 41.11627907],0
n1,1,0.735785,0.113866,[10  9] ; [15 11],[10.55555556  8.44444444] ; [14.44444444 11.55555556],0
s1,1,0.780248,0.077839,[ 7 70] ; [ 4 48],[ 6.56589147 70.43410853] ; [ 4.43410853 47.56589147],0
u1,1,0.80789,0.059121,[15 64] ; [ 9 43],[14.47328244 64.52671756] ; [ 9.52671756 42.47328244],0
d5,1,0.818341,0.052752,[52 26] ; [33 18],[51.39534884 26.60465116] ; [33.60465116 17.39534884],0
b2,1,0.903682,0.014644,[22 34] ; [15 22],[22.27956989 33.72043011] ; [14.72043011 22.27956989],0
b3,1,0.903682,0.014644,[22 34] ; [15 22],[22.27956989 33.72043011] ; [14.72043011 22.27956989],0
s4,1,0.949853,0.003955,[13 64] ; [ 9 43],[13.13178295 63.86821705] ; [ 8.86821705 43.13178295],0
n5,1,0.972327,0.001203,[64 15] ; [42 10],[63.92366412 15.07633588] ; [42.07633588  9.92366412],0
