Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.014713,5.950525,[ 3 24] ; [20 34],[ 7.66666667 19.33333333] ; [15.33333333 38.66666667],0
a7,1,0.022776,5.18551,[10 18] ; [33 20],[14.86419753 13.13580247] ; [28.13580247 24.86419753],0
r3,1,0.058447,3.580927,[18 10] ; [44  9],[21.43209877  6.56790123] ; [40.56790123 12.43209877],0
n5,1,0.060185,3.532268,[11 17] ; [33 21],[15.02439024 12.97560976] ; [28.97560976 25.02439024],0
s6,1,0.062837,3.460877,[ 8 20] ; [27 27],[11.95121951 16.04878049] ; [23.04878049 30.95121951],0
v4,1,0.068455,3.319672,[17 10] ; [44 10],[20.33333333  6.66666667] ; [40.66666667 13.33333333],0
v2,1,0.078305,3.099745,[ 6 20] ; [23 30],[ 9.5443038 16.4556962] ; [19.4556962 33.5443038],0
b1,1,0.088287,2.905329,[18 10] ; [24 30],[14.34146341 13.65853659] ; [27.65853659 26.34146341],0
p4,1,0.098534,2.729111,[ 6 22] ; [21 32],[ 9.33333333 18.66666667] ; [17.66666667 35.33333333],0
u2,1,0.107687,2.587839,[13  7] ; [13 18],[10.19607843  9.80392157] ; [15.80392157 15.19607843],0
r4,1,0.109031,2.568216,[13 15] ; [35 19],[16.3902439 11.6097561] ; [31.6097561 22.3902439],0
n4,1,0.115213,2.481224,[12 16] ; [33 21],[15.36585366 12.63414634] ; [29.63414634 24.36585366],0
p3,1,0.13906,2.188336,[ 5 23] ; [18 36],[ 7.85365854 20.14634146] ; [15.14634146 38.85365854],0
r2,1,0.143976,2.134944,[18 10] ; [42 11],[20.74074074  7.25925926] ; [39.25925926 13.74074074],0
p11,1,0.164638,1.931103,[10 18] ; [28 26],[12.97560976 15.02439024] ; [25.02439024 28.97560976],0
s7,1,0.166372,1.915336,[ 4 21] ; [16 36],[ 6.49350649 18.50649351] ; [13.50649351 38.49350649],0
a3,1,0.277969,1.176991,[ 8 20] ; [22 32],[10.24390244 17.75609756] ; [19.75609756 34.24390244],0
p8,1,0.329067,0.952567,[ 9 19] ; [12 42],[ 7.17073171 20.82926829] ; [13.82926829 40.17073171],0
a6,1,0.334734,0.930496,[14 14] ; [21 33],[11.95121951 16.04878049] ; [23.04878049 30.95121951],0
s4,1,0.388634,0.74321,[ 7 21] ; [ 9 44],[ 5.5308642 22.4691358] ; [10.4691358 42.5308642],0
d2,1,0.408804,0.682278,[11 17] ; [16 37],[ 9.33333333 18.66666667] ; [17.66666667 35.33333333],0
d5,1,0.522688,0.408586,[14 14] ; [31 23],[15.36585366 12.63414634] ; [29.63414634 24.36585366],0
a4,1,0.56578,0.329794,[ 2 26] ; [ 6 48],[ 2.73170732 25.26829268] ; [ 5.26829268 48.73170732],0
p7,1,0.579701,0.306719,[15 13] ; [24 27],[13.82278481 14.17721519] ; [25.17721519 25.82278481],0
p1,1,0.611324,0.258251,[ 3 25] ; [ 4 50],[ 2.3902439 25.6097561] ; [ 4.6097561 49.3902439],0
b5,1,0.621451,0.243833,[15 13] ; [32 22],[16.04878049 11.95121951] ; [30.95121951 23.04878049],0
u1,1,0.632167,0.229134,[ 1 27] ; [ 1 53],[ 0.68292683 27.31707317] ; [ 1.31707317 52.68292683],0
s8,1,0.643813,0.21379,[ 5 23] ; [12 42],[ 5.80487805 22.19512195] ; [11.19512195 42.80487805],0
d3,1,0.654254,0.200579,[11 17] ; [24 30],[11.95121951 16.04878049] ; [23.04878049 30.95121951],0
b3,1,0.674027,0.176927,[ 5 14] ; [ 7 26],[ 4.38461538 14.61538462] ; [ 7.61538462 25.38461538],0
b2,1,0.674027,0.176927,[ 5 14] ; [ 7 26],[ 4.38461538 14.61538462] ; [ 7.61538462 25.38461538],0
d4,1,0.678687,0.171608,[15 12] ; [32 21],[15.8625 11.1375] ; [31.1375 21.8625],0
a8,1,0.686573,0.162821,[ 2 25] ; [ 5 44],[ 2.48684211 24.51315789] ; [ 4.51315789 44.48684211],0
n3,1,0.718894,0.129555,[10  6] ; [9 7],[9.5 6.5] ; [9.5 6.5],0
r1,1,0.728232,0.120741,[16 12] ; [33 21],[16.73170732 11.26829268] ; [32.26829268 21.73170732],0
p6,1,0.72913,0.119912,[ 8 20] ; [13 39],[ 7.35 20.65] ; [13.65 38.35],0
s2,1,0.745418,0.105422,[ 8 20] ; [17 36],[ 8.64197531 19.35802469] ; [16.35802469 36.64197531],0
s5,1,0.747325,0.103793,[ 5 23] ; [ 8 45],[ 4.49382716 23.50617284] ; [ 8.50617284 44.49382716],0
p2,1,0.766638,0.088075,[16 12] ; [29 25],[15.36585366 12.63414634] ; [29.63414634 24.36585366],0
v1,1,0.777403,0.079922,[ 7 21] ; [12 42],[ 6.48780488 21.51219512] ; [12.51219512 41.48780488],0
b4,1,0.782936,0.075897,[19  9] ; [35 19],[18.43902439  9.56097561] ; [35.56097561 18.43902439],0
p10,1,0.787743,0.072492,[ 6 22] ; [13 41],[ 6.48780488 21.51219512] ; [12.51219512 41.48780488],0
d1,1,0.797648,0.065737,[ 8 20] ; [14 40],[ 7.51219512 20.48780488] ; [14.48780488 39.51219512],0
n2,1,0.832535,0.044712,[9 7] ; [9 6],[9.29032258 6.70967742] ; [8.70967742 6.29032258],0
