Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.678435,[89 16] ; [ 3 22],[74.30769231 30.69230769] ; [17.69230769  7.30769231],1
r3,1,0.0,33.229282,[91 14] ; [ 8 17],[79.96153846 25.03846154] ; [19.03846154  5.96153846],1
r2,1,1e-06,24.671743,[97  7] ; [13 11],[89.375 14.625] ; [20.625  3.375],1
r1,1,1e-06,23.422172,[79 26] ; [ 6 19],[68.65384615 36.34615385] ; [16.34615385  8.65384615],1
p10,1,9.5e-05,15.231827,[71 33] ; [ 6 18],[62.5625 41.4375] ; [14.4375  9.5625],1
p9,1,0.000138,14.52395,[73 30] ; [ 7 17],[64.88188976 38.11811024] ; [15.11811024  8.88188976],1
n6,1,0.000218,13.672088,[88 16] ; [12 12],[81.25 22.75] ; [18.75  5.25],1
s6,1,0.00032,12.950664,[63 42] ; [ 5 20],[54.92307692 50.07692308] ; [13.07692308 11.92307692],1
v2,1,0.000473,12.217595,[51 47] ; [ 3 21],[43.37704918 54.62295082] ; [10.62295082 13.37704918],1
p11,1,0.001474,10.111111,[70 35] ; [ 8 17],[63. 42.] ; [15. 10.],0
s2,1,0.001712,9.835071,[48 56] ; [ 3 22],[41.11627907 62.88372093] ; [ 9.88372093 15.11627907],0
a5,1,0.004824,7.944444,[77 28] ; [11 14],[71.07692308 33.92307692] ; [16.92307692  8.07692308],0
n2,1,0.007505,7.147876,[30  6] ; [7 8],[26.11764706  9.88235294] ; [10.88235294  4.11764706],0
d3,1,0.00859,6.90621,[59 44] ; [ 7 18],[53.109375 49.890625] ; [12.890625 12.109375],0
v1,1,0.009647,6.699018,[45 57] ; [ 4 21],[39.35433071 62.64566929] ; [ 9.64566929 15.35433071],0
u2,1,0.009689,6.691113,[19 14] ; [ 2 11],[15.06521739 17.93478261] ; [5.93478261 7.06521739],0
s8,1,0.011656,6.362426,[45 59] ; [ 4 21],[39.50387597 64.49612403] ; [ 9.49612403 15.50387597],0
s7,1,0.015469,5.862211,[43 56] ; [ 4 20],[37.82926829 61.17073171] ; [ 9.17073171 14.82926829],0
d5,1,0.019775,5.431642,[71 32] ; [11 14],[65.984375 37.015625] ; [16.015625  8.984375],0
a4,1,0.026575,4.918227,[52 52] ; [ 6 18],[47.125 56.875] ; [10.875 13.125],0
u3,1,0.028312,4.808955,[20 14] ; [ 3 10],[16.63829787 17.36170213] ; [6.36170213 6.63829787],0
p4,1,0.028998,4.767761,[35 67] ; [ 3 22],[30.51968504 71.48031496] ; [ 7.48031496 17.51968504],0
d4,1,0.029845,4.718196,[73 30] ; [12 13],[68.3984375 34.6015625] ; [16.6015625  8.3984375],0
a1,1,0.030004,4.709068,[ 9 96] ; [ 6 19],[12.11538462 92.88461538] ; [ 2.88461538 22.11538462],0
p1,1,0.030004,4.709068,[ 9 96] ; [ 6 19],[12.11538462 92.88461538] ; [ 2.88461538 22.11538462],0
a7,1,0.035574,4.417402,[70 35] ; [11 14],[65.42307692 39.57692308] ; [15.57692308  9.42307692],0
s5,1,0.038177,4.297099,[28 73] ; [ 2 23],[24.04761905 76.95238095] ; [ 5.95238095 19.04761905],0
p3,1,0.040603,4.1925,[39 65] ; [ 4 21],[34.66666667 69.33333333] ; [ 8.33333333 16.66666667],0
n3,1,0.042831,4.102043,[24 10] ; [6 9],[20.81632653 13.18367347] ; [9.18367347 5.81632653],0
v3,1,0.053756,3.720251,[40 58] ; [ 5 20],[35.85365854 62.14634146] ; [ 9.14634146 15.85365854],0
p8,1,0.055106,3.678889,[28 77] ; [ 2 22],[24.41860465 80.58139535] ; [ 5.58139535 18.41860465],0
d1,1,0.055176,3.676768,[56 49] ; [ 8 17],[51.69230769 53.30769231] ; [12.30769231 12.69230769],0
a2,1,0.066917,3.357076,[26 79] ; [ 2 23],[22.61538462 82.38461538] ; [ 5.38461538 19.61538462],0
u1,1,0.079176,3.081732,[19 86] ; [ 1 24],[16.15384615 88.84615385] ; [ 3.84615385 21.15384615],0
b5,1,0.085096,2.964787,[62 43] ; [10 15],[58.15384615 46.84615385] ; [13.84615385 11.15384615],0
s3,1,0.088458,2.902206,[52 50] ; [ 8 17],[48.18897638 53.81102362] ; [11.81102362 13.18897638],0
a3,1,0.091091,2.854989,[71 33] ; [12 12],[67.4375 36.5625] ; [15.5625  8.4375],0
a6,1,0.161137,1.963522,[69 34] ; [13 12],[65.984375 37.015625] ; [16.015625  8.984375],0
p7,1,0.189877,1.718575,[38 62] ; [ 6 19],[35.2 64.8] ; [ 8.8 16.2],0
s1,1,0.205201,1.604964,[ 8 95] ; [ 4 21],[ 9.65625 93.34375] ; [ 2.34375 22.65625],0
a8,1,0.26143,1.261167,[11 85] ; [ 5 20],[12.69421488 83.30578512] ; [ 3.30578512 21.69421488],0
p5,1,0.270903,1.212169,[12 90] ; [ 1 23],[10.52380952 91.47619048] ; [ 2.47619048 21.52380952],0
n4,1,0.354161,0.858491,[84 21] ; [22  3],[85.61538462 19.38461538] ; [20.38461538  4.61538462],0
p12,1,0.372459,0.795445,[10 95] ; [ 1 24],[ 8.88461538 96.11538462] ; [ 2.11538462 22.88461538],0
n1,1,0.51799,0.417893,[17 17] ; [9 6],[18.04081633 15.95918367] ; [7.95918367 7.04081633],0
b1,1,0.571407,0.320334,[57 48] ; [12 13],[55.73076923 49.26923077] ; [13.26923077 11.73076923],0
s4,1,0.740875,0.109359,[15 88] ; [ 3 22],[14.484375 88.515625] ; [ 3.515625 21.484375],0
b4,1,0.86211,0.030168,[61 44] ; [15 10],[61.38461538 43.61538462] ; [14.61538462 10.38461538],0
d2,1,0.862697,0.029909,[53 49] ; [12 12],[52.61904762 49.38095238] ; [12.38095238 11.61904762],0
b2,1,0.870424,0.026608,[28 44] ; [ 7 12],[27.69230769 44.30769231] ; [ 7.30769231 11.69230769],0
b3,1,0.870424,0.026608,[28 44] ; [ 7 12],[27.69230769 44.30769231] ; [ 7.30769231 11.69230769],0
