Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.008309,6.965719,[17 20] ; [10  1],[20.8125 16.1875] ; [6.1875 4.8125],0
v2,1,0.009951,6.643735,[ 6 31] ; [6 5],[ 9.25 27.75] ; [2.75 8.25],0
v1,1,0.015911,5.812649,[ 8 30] ; [6 4],[11.08333333 26.91666667] ; [2.91666667 7.08333333],0
p11,1,0.035099,4.440336,[14 24] ; [8 3],[17.06122449 20.93877551] ; [4.93877551 6.06122449],0
v3,1,0.041179,4.168631,[ 4 34] ; [4 7],[ 6.20408163 31.79591837] ; [1.79591837 9.20408163],0
s2,1,0.066343,3.371271,[ 7 31] ; [5 6],[ 9.30612245 28.69387755] ; [2.69387755 8.30612245],0
n6,1,0.06951,3.29456,[14 23] ; [7 3],[16.53191489 20.46808511] ; [4.46808511 5.53191489],0
d4,1,0.082843,3.008233,[20 18] ; [9 2],[22.48979592 15.51020408] ; [6.51020408 4.48979592],0
s8,1,0.084244,2.981056,[ 3 35] ; [3 8],[ 4.65306122 33.34693878] ; [1.34693878 9.65306122],0
p10,1,0.092298,2.833836,[13 24] ; [7 4],[15.41666667 21.58333333] ; [4.58333333 6.41666667],0
s6,1,0.10646,2.605999,[ 8 30] ; [5 6],[10.08163265 27.91836735] ; [2.91836735 8.08163265],0
b3,1,0.126645,2.333159,[ 7 18] ; [6 5],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
b2,1,0.126645,2.333159,[ 7 18] ; [6 5],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
r3,1,0.129942,2.293202,[14 23] ; [7 4],[16.1875 20.8125] ; [4.8125 6.1875],0
s5,1,0.162184,1.953748,[ 4 34] ; [3 8],[ 5.42857143 32.57142857] ; [1.57142857 9.42857143],0
s4,1,0.162184,1.953748,[ 4 34] ; [3 8],[ 5.42857143 32.57142857] ; [1.57142857 9.42857143],0
s3,1,0.175836,1.83247,[ 9 28] ; [5 6],[10.79166667 26.20833333] ; [3.20833333 7.79166667],0
a5,1,0.182018,1.781068,[19 19] ; [8 3],[20.93877551 17.06122449] ; [6.06122449 4.93877551],0
p9,1,0.208513,1.581722,[14 23] ; [6 4],[15.74468085 21.25531915] ; [4.25531915 5.74468085],0
n3,1,0.211346,1.562185,[ 5 12] ; [3 2],[ 6.18181818 10.81818182] ; [1.81818182 3.18181818],0
p2,1,0.247002,1.340183,[10 27] ; [5 6],[11.5625 25.4375] ; [3.4375 7.5625],0
d5,1,0.269491,1.219334,[17 21] ; [7 4],[18.6122449 19.3877551] ; [5.3877551 5.6122449],0
a7,1,0.299358,1.077054,[17 21] ; [3 8],[15.51020408 22.48979592] ; [4.48979592 6.51020408],0
a2,1,0.320913,0.985222,[ 3 35] ; [2 9],[ 3.87755102 34.12244898] ; [1.12244898 9.87755102],0
p12,1,0.340349,0.909116,[ 1 37] ; [ 1 10],[ 1.55102041 36.44897959] ; [ 0.44897959 10.55102041],0
r1,1,0.401577,0.7036,[ 9 29] ; [4 7],[10.08163265 27.91836735] ; [2.91836735 8.08163265],0
p4,1,0.476343,0.507223,[11 27] ; [2 9],[10.08163265 27.91836735] ; [2.91836735 8.08163265],0
p8,1,0.505499,0.443373,[ 7 30] ; [1 9],[ 6.29787234 30.70212766] ; [1.70212766 8.29787234],0
n1,1,0.525718,0.402661,[ 6 11] ; [3 3],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
n2,1,0.525718,0.402661,[ 6 11] ; [3 3],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
p6,1,0.538539,0.378254,[ 4 32] ; [2 9],[ 4.59574468 31.40425532] ; [1.40425532 9.59574468],0
a1,1,0.576089,0.3126,[ 6 32] ; [ 1 10],[ 5.42857143 32.57142857] ; [1.57142857 9.42857143],0
r2,1,0.5914,0.288163,[15 22] ; [5 5],[15.74468085 21.25531915] ; [4.25531915 5.74468085],0
n5,1,0.638364,0.220888,[27 11] ; [7 4],[26.36734694 11.63265306] ; [7.63265306 3.36734694],0
b5,1,0.674975,0.175837,[18 20] ; [6 5],[18.6122449 19.3877551] ; [5.3877551 5.6122449],0
b1,1,0.674975,0.175837,[18 20] ; [6 5],[18.6122449 19.3877551] ; [5.3877551 5.6122449],0
s1,1,0.674975,0.175837,[ 5 33] ; [2 9],[ 5.42857143 32.57142857] ; [1.57142857 9.42857143],0
b4,1,0.732954,0.116416,[22 16] ; [7 4],[22.48979592 15.51020408] ; [6.51020408 4.48979592],0
a4,1,0.745828,0.10507,[12 25] ; [3 8],[11.5625 25.4375] ; [3.4375 7.5625],0
d1,1,0.7657,0.088807,[12 26] ; [4 7],[12.40816327 25.59183673] ; [3.59183673 7.40816327],0
p7,1,0.784933,0.074472,[12 26] ; [3 8],[11.63265306 26.36734694] ; [3.36734694 7.63265306],0
p3,1,0.80744,0.059405,[ 9 29] ; [3 8],[ 9.30612245 28.69387755] ; [2.69387755 8.30612245],0
p1,1,0.850055,0.035739,[ 6 32] ; [2 9],[ 6.20408163 31.79591837] ; [1.79591837 9.20408163],0
a8,1,0.889845,0.019182,[ 4 34] ; [ 1 10],[ 3.87755102 34.12244898] ; [1.12244898 9.87755102],0
n4,1,0.894893,0.017454,[25 13] ; [7 4],[24.81632653 13.18367347] ; [7.18367347 3.81632653],0
d2,1,0.896725,0.016848,[16 21] ; [5 6],[16.1875 20.8125] ; [4.8125 6.1875],0
u1,1,0.898467,0.016281,[ 3 35] ; [ 1 10],[ 3.10204082 34.89795918] ; [ 0.89795918 10.10204082],0
p5,1,0.917531,0.010721,[ 3 34] ; [ 1 10],[ 3.08333333 33.91666667] ; [ 0.91666667 10.08333333],0
a6,1,0.966384,0.001776,[17 21] ; [5 6],[17.06122449 20.93877551] ; [4.93877551 6.06122449],0
d3,1,0.976874,0.00084,[14 24] ; [4 7],[13.95918367 24.04081633] ; [4.04081633 6.95918367],0
