Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.53489,[ 3 73] ; [284 106],[46.80686695 29.19313305] ; [240.19313305 149.80686695],1
d5,1,0.0,66.498789,[39 37] ; [349  41],[63.27896996 12.72103004] ; [324.72103004  65.27896996],1
d3,1,0.0,57.937841,[26 50] ; [303  87],[53.65665236 22.34334764] ; [275.34334764 114.65665236],1
d2,1,1e-06,24.960622,[18 58] ; [214 175],[37.91827957 38.08172043] ; [194.08172043 194.91827957],1
u1,1,3.1e-05,17.350014,[ 2 74] ; [ 92 298],[15.3304721 60.6695279] ; [ 78.6695279 311.3304721],1
a4,1,6.1e-05,16.080559,[20 54] ; [204 185],[35.8012959 38.1987041] ; [188.1987041 200.8012959],1
r3,1,0.000188,13.945027,[67  9] ; [379  10],[72.89462366  3.10537634] ; [373.10537634  15.89462366],1
s5,1,0.000234,13.532714,[14 58] ; [159 215],[27.92825112 44.07174888] ; [145.07174888 228.92825112],1
a3,1,0.001343,10.28294,[45 30] ; [301  87],[56.0475162 18.9524838] ; [289.9524838  98.0475162],0
p1,1,0.001457,10.131844,[15 60] ; [ 31 357],[ 7.45140389 67.54859611] ; [ 38.54859611 349.45140389],0
a5,1,0.001661,9.891297,[48 28] ; [311  79],[58.54935622 17.45064378] ; [300.45064378  89.54935622],0
p2,1,0.003013,8.799826,[56 19] ; [338  47],[64.23913043 10.76086957] ; [329.76086957  55.23913043],0
s2,1,0.003436,8.560209,[29 44] ; [225 161],[40.39651416 32.60348584] ; [213.60348584 172.39651416],0
v2,1,0.00371,8.4204,[39 35] ; [264 113],[49.71618625 24.28381375] ; [253.28381375 123.71618625],0
a2,1,0.004212,8.189996,[10 66] ; [113 277],[20.06008584 55.93991416] ; [102.93991416 287.06008584],0
s1,1,0.005293,7.776555,[ 6 67] ; [  8 376],[ 2.23632385 70.76367615] ; [ 11.76367615 372.23632385],0
s8,1,0.006695,7.353017,[27 48] ; [205 181],[37.74403471 37.25596529] ; [194.25596529 191.74403471],0
s6,1,0.008327,6.961802,[42 30] ; [280 100],[51.2920354 20.7079646] ; [270.7079646 109.2920354],0
p9,1,0.008477,6.929866,[59 16] ; [343  40],[65.82969432  9.17030568] ; [336.17030568  46.82969432],0
p8,1,0.013455,6.108246,[32 41] ; [226 154],[41.57615894 31.42384106] ; [216.42384106 163.57615894],0
p7,1,0.013706,6.075657,[40 33] ; [261 114],[49.046875 23.953125] ; [251.953125 123.046875],0
n3,1,0.025752,4.972576,[18  1] ; [46 20],[14.30588235  4.69411765] ; [49.69411765 16.30588235],0
