Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,41.644482,[ 29 474] ; [22 57],[ 44.07731959 458.92268041] ; [ 6.92268041 72.07731959],1
p12,1,0.0,35.176391,[ 37 468] ; [23 56],[ 51.88356164 453.11643836] ; [ 8.11643836 70.88356164],1
p8,1,0.0,29.322311,[247 251] ; [65 14],[269.28249567 228.71750433] ; [42.71750433 36.28249567],1
p3,1,0.0,25.681722,[247 260] ; [62 16],[267.8 239.2] ; [41.2 36.8],1
p6,1,1e-06,24.66825,[182 318] ; [51 26],[201.90641248 298.09358752] ; [31.09358752 45.90641248],1
p4,1,3e-06,21.977942,[308 198] ; [68  9],[326.33962264 179.66037736] ; [49.66037736 27.33962264],1
s5,1,7e-06,20.174595,[199 294] ; [51 24],[216.98943662 276.01056338] ; [33.01056338 41.98943662],1
a1,1,1.3e-05,18.962287,[ 21 486] ; [13 66],[ 29.41638225 477.58361775] ; [ 4.58361775 74.41638225],1
s7,1,0.000144,14.446835,[284 206] ; [60 14],[298.86524823 191.13475177] ; [45.13475177 28.86524823],1
v3,1,0.000417,12.454588,[185 304] ; [46 32],[199.22222222 289.77777778] ; [31.77777778 46.22222222],1
n4,1,0.00116,10.553045,[385 120] ; [73  6],[396.04452055 108.95547945] ; [61.95547945 17.04452055],0
n5,1,0.00225,9.33357,[382 122] ; [72  7],[392.48027444 111.51972556] ; [61.51972556 17.48027444],0
s1,1,0.004319,8.144568,[ 16 481] ; [ 8 71],[ 20.70833333 476.29166667] ; [ 3.29166667 75.70833333],0
p7,1,0.013423,6.112488,[317 174] ; [60 16],[326.46737213 164.53262787] ; [50.53262787 25.46737213],0
b5,1,0.014692,5.952986,[323 184] ; [39 40],[313.19795222 193.80204778] ; [48.80204778 30.19795222],0
s8,1,0.039931,4.220795,[274 231] ; [52 26],[282.38421955 222.61578045] ; [43.61578045 34.38421955],0
v1,1,0.041977,4.136145,[274 218] ; [53 25],[282.25263158 209.74736842] ; [44.74736842 33.25263158],0
b2,1,0.046007,3.981332,[102 196] ; [27 29],[108.59322034 189.40677966] ; [20.40677966 35.59322034],0
b3,1,0.046007,3.981332,[102 196] ; [27 29],[108.59322034 189.40677966] ; [20.40677966 35.59322034],0
n6,1,0.047149,3.940069,[430  74] ; [73  5],[435.58762887  68.41237113] ; [67.41237113 10.58762887],0
u4,1,0.050966,3.809388,[ 12 495] ; [ 5 74],[ 14.70819113 492.29180887] ; [ 2.29180887 76.70819113],0
s4,1,0.076705,3.133381,[115 385] ; [11 67],[108.99653979 391.00346021] ; [17.00346021 60.99653979],0
a2,1,0.078744,3.090644,[137 370] ; [14 65],[130.64334471 376.35665529] ; [20.35665529 58.64334471],0
n3,1,0.097054,2.753305,[85 32] ; [9 8],[82.07462687 34.92537313] ; [11.92537313  5.07462687],0
r4,1,0.150644,2.065713,[473  34] ; [77  2],[475.85324232  31.14675768] ; [74.14675768  4.85324232],0
p10,1,0.154434,2.027895,[417  84] ; [69  8],[421.25605536  79.74394464] ; [64.74394464 12.25605536],0
a6,1,0.158847,1.98517,[351 154] ; [48 30],[345.61749571 159.38250429] ; [53.38250429 24.61749571],0
p9,1,0.173494,1.852487,[435  65] ; [73  6],[438.68739206  61.31260794] ; [69.31260794  9.68739206],0
r2,1,0.191984,1.702326,[486  17] ; [73  5],[483.9535284  19.0464716] ; [75.0464716  2.9535284],0
n1,1,0.211445,1.561506,[47 71] ; [9 7],[49.31343284 68.68656716] ; [6.68656716 9.31343284],0
d5,1,0.223758,1.480108,[423  82] ; [61 17],[419.24528302  85.75471698] ; [64.75471698 13.24528302],0
p11,1,0.240534,1.377463,[394 113] ; [66 13],[397.98634812 109.01365188] ; [62.01365188 16.98634812],0
a3,1,0.24566,1.347817,[358 147] ; [61 18],[362.32020548 142.67979452] ; [56.67979452 22.32020548],0
u2,1,0.325435,0.966976,[88 58] ; [13  5],[89.91463415 56.08536585] ; [11.08536585  6.91463415],0
b1,1,0.443731,0.586615,[189 318] ; [33 46],[192.07167235 314.92832765] ; [29.92832765 49.07167235],0
s2,1,0.48336,0.491272,[330 173] ; [55 24],[332.74054983 170.25945017] ; [52.25945017 26.74054983],0
a8,1,0.500551,0.453768,[ 63 397] ; [12 60],[ 64.84962406 395.15037594] ; [10.15037594 61.84962406],0
