Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,73.65808,[ 2 68] ; [102  57],[31.79039301 38.20960699] ; [72.20960699 86.79039301],1
d4,1,0.0,58.463619,[29 41] ; [141  17],[52.19298246 17.80701754] ; [117.80701754  40.19298246],1
d3,1,0.0,29.436,[21 49] ; [109  50],[39.73799127 30.26200873] ; [90.26200873 68.73799127],1
d2,1,0.0,27.9563,[11 59] ; [83 73],[29.11504425 40.88495575] ; [64.88495575 91.11504425],1
a4,1,3e-06,22.017827,[12 57] ; [80 78],[27.96475771 41.03524229] ; [64.03524229 93.96475771],1
a7,1,9e-06,19.671905,[30 40] ; [116  42],[44.8245614 25.1754386] ; [101.1754386  56.8245614],1
a3,1,7.7e-05,15.631564,[31 37] ; [116  43],[44.03524229 23.96475771] ; [102.96475771  56.03524229],1
a2,1,0.000491,12.151154,[ 3 67] ; [ 37 122],[12.22707424 57.77292576] ; [ 27.77292576 131.22707424],1
r2,1,0.001286,10.363098,[54 16] ; [145  12],[61.36563877  8.63436123] ; [137.63436123  19.36563877],0
a6,1,0.004064,8.25518,[35 35] ; [111  48],[44.62882096 25.37117904] ; [101.37117904  57.62882096],0
v2,1,0.004887,7.920719,[17 48] ; [70 80],[26.30232558 38.69767442] ; [60.69767442 89.30232558],0
a5,1,0.005439,7.727235,[34 36] ; [108  51],[43.40611354 26.59388646] ; [98.59388646 60.40611354],0
u1,1,0.009457,6.734342,[ 2 68] ; [ 23 136],[ 7.6419214 62.3580786] ; [ 17.3580786 141.6419214],0
r3,1,0.009568,6.713686,[50 19] ; [137  21],[56.84140969 12.15859031] ; [130.15859031  27.84140969],0
b5,1,0.012664,6.215492,[34 36] ; [105  54],[42.48908297 27.51091703] ; [96.51091703 62.48908297],0
r4,1,0.013203,6.141646,[42 28] ; [121  38],[49.82532751 20.17467249] ; [113.17467249  45.82532751],0
s8,1,0.013788,6.065057,[10 60] ; [ 47 112],[17.42358079 52.57641921] ; [ 39.57641921 119.42358079],0
u3,1,0.015,5.916518,[14 25] ; [27 16],[19.5 19.5] ; [21.5 21.5],0
u2,1,0.018274,5.569724,[13 26] ; [25 17],[18.2962963 20.7037037] ; [19.7037037 22.2962963],0
r1,1,0.03029,4.692742,[39 31] ; [112  47],[46.15720524 23.84279476] ; [104.84279476  54.15720524],0
n5,1,0.098082,2.736454,[48 22] ; [90 68],[42.36842105 27.63157895] ; [95.63157895 62.36842105],0
v4,1,0.099028,2.721136,[53 17] ; [134  24],[57.4122807 12.5877193] ; [129.5877193  28.4122807],0
b2,1,0.119045,2.42984,[18 18] ; [30 56],[14.16393443 21.83606557] ; [33.83606557 52.16393443],0
b3,1,0.119045,2.42984,[18 18] ; [30 56],[14.16393443 21.83606557] ; [33.83606557 52.16393443],0
p2,1,0.192941,1.695015,[34 36] ; [92 67],[38.51528384 31.48471616] ; [87.48471616 71.51528384],0
n2,1,0.217353,1.521765,[22  7] ; [37 22],[19.44318182  9.55681818] ; [39.55681818 19.44318182],0
s5,1,0.235533,1.40713,[10 57] ; [ 33 118],[13.21559633 53.78440367] ; [ 29.78440367 121.21559633],0
s6,1,0.249777,1.324549,[27 43] ; [73 83],[30.97345133 39.02654867] ; [69.02654867 86.97345133],0
s4,1,0.25724,1.283551,[15 55] ; [ 24 133],[12.02643172 57.97356828] ; [ 26.97356828 130.02643172],0
p1,1,0.260354,1.266875,[ 8 62] ; [ 11 147],[ 5.83333333 64.16666667] ; [ 13.16666667 144.83333333],0
s7,1,0.266228,1.236078,[17 51] ; [ 49 102],[20.49315068 47.50684932] ; [ 45.50684932 105.49315068],0
n4,1,0.314445,1.011915,[48 22] ; [98 61],[44.62882096 25.37117904] ; [101.37117904  57.62882096],0
s1,1,0.33791,0.918345,[ 4 64] ; [  5 153],[ 2.7079646 65.2920354] ; [  6.2920354 151.7079646],0
a8,1,0.414452,0.665992,[ 7 59] ; [ 11 140],[ 5.47465438 60.52534562] ; [ 12.52534562 138.47465438],0
s2,1,0.429259,0.624828,[20 48] ; [ 55 103],[22.56637168 45.43362832] ; [ 52.43362832 105.56637168],0
p8,1,0.439744,0.596949,[14 56] ; [ 25 133],[11.97368421 58.02631579] ; [ 27.02631579 130.97368421],0
p3,1,0.441358,0.592748,[ 6 64] ; [ 19 139],[ 7.6754386 62.3245614] ; [ 17.3245614 140.6754386],0
s3,1,0.445785,0.581347,[26 41] ; [70 88],[28.58666667 38.41333333] ; [67.41333333 90.58666667],0
p5,1,0.478831,0.501525,[ 3 67] ; [  4 154],[ 2.14912281 67.85087719] ; [  4.85087719 153.14912281],0
b1,1,0.549178,0.358792,[28 42] ; [ 57 102],[25.98253275 44.01746725] ; [59.01746725 99.98253275],0
v3,1,0.594316,0.283654,[18 50] ; [ 45 105],[19.65137615 48.34862385] ; [ 43.34862385 106.65137615],0
n3,1,0.610078,0.260062,[15 12] ; [35 22],[16.07142857 10.92857143] ; [33.92857143 23.07142857],0
n6,1,0.637592,0.221906,[46 23] ; [111  48],[47.51315789 21.48684211] ; [109.48684211  49.51315789],0
p10,1,0.653356,0.201695,[40 29] ; [96 61],[41.52212389 27.47787611] ; [94.47787611 62.52212389],0
v1,1,0.718853,0.129595,[24 44] ; [59 97],[25.19642857 42.80357143] ; [57.80357143 98.19642857],0
p9,1,0.743031,0.107481,[47 21] ; [103  51],[45.94594595 22.05405405] ; [104.05405405  49.94594595],0
b4,1,0.762584,0.091258,[43 27] ; [101  58],[44.01746725 25.98253275] ; [99.98253275 59.01746725],0
p6,1,0.80125,0.063368,[ 5 64] ; [ 13 145],[ 5.47136564 63.52863436] ; [ 12.52863436 145.47136564],0
a1,1,0.809931,0.057847,[ 5 65] ; [ 10 149],[ 4.58515284 65.41484716] ; [ 10.41484716 148.58515284],0
n1,1,0.877137,0.023901,[12 17] ; [23 35],[11.66666667 17.33333333] ; [23.33333333 34.66666667],0
