Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,42.597723,[245  60] ; [20 33],[225.76815642  79.23184358] ; [39.23184358 13.76815642],1
s2,1,0.0,39.894914,[239  67] ; [19 34],[219.91086351  86.08913649] ; [38.08913649 14.91086351],1
s7,1,0.000114,14.889798,[241  54] ; [30 22],[230.38904899  64.61095101] ; [40.61095101 11.38904899],1
s5,1,0.00026,13.339965,[147 148] ; [11 39],[135.10144928 159.89855072] ; [22.89855072 27.10144928],1
v3,1,0.016322,5.767836,[131 163] ; [32 19],[138.90434783 155.09565217] ; [24.09565217 26.90434783],0
r4,1,0.043396,4.079905,[290  17] ; [47  7],[286.5900277  20.4099723] ; [50.4099723  3.5900277],0
d5,1,0.051324,3.797668,[264  42] ; [41 13],[259.25  46.75] ; [45.75  8.25],0
a2,1,0.093114,2.819695,[ 91 216] ; [10 44],[ 85.89196676 221.10803324] ; [15.10803324 38.89196676],0
s4,1,0.093295,2.816575,[ 64 242] ; [ 6 48],[ 59.5 246.5] ; [10.5 43.5],0
r3,1,0.103544,2.650088,[298   9] ; [50  4],[295.94459834  11.05540166] ; [52.05540166  1.94459834],0
b3,1,0.104007,2.642994,[ 88 115] ; [25 19],[ 92.87044534 110.12955466] ; [20.12955466 23.87044534],0
b2,1,0.104007,2.642994,[ 88 115] ; [25 19],[ 92.87044534 110.12955466] ; [20.12955466 23.87044534],0
a6,1,0.117451,2.45098,[209  97] ; [31 23],[204. 102.] ; [36. 18.],0
v2,1,0.15218,2.050265,[174 119] ; [37 16],[178.67919075 114.32080925] ; [32.32080925 20.67919075],0
p10,1,0.152945,2.042626,[283  22] ; [47  7],[280.36211699  24.63788301] ; [49.63788301  4.36211699],0
u1,1,0.213114,1.550148,[ 75 232] ; [ 9 45],[ 71.43490305 235.56509695] ; [12.56509695 41.43490305],0
p12,1,0.241336,1.372775,[ 40 266] ; [ 4 50],[ 37.4 268.6] ; [ 6.6 47.4],0
r1,1,0.263651,1.249482,[261  44] ; [43 11],[258.2729805  46.7270195] ; [45.7270195  8.2729805],0
b1,1,0.268654,1.223609,[121 186] ; [17 37],[117.35734072 189.64265928] ; [20.64265928 33.35734072],0
b5,1,0.276145,1.185964,[189 118] ; [29 25],[185.39058172 121.60941828] ; [32.60941828 21.39058172],0
a5,1,0.31475,1.010639,[251  56] ; [41 13],[248.32132964  58.67867036] ; [43.67867036 10.32132964],0
u4,1,0.317772,0.998095,[ 15 292] ; [ 1 53],[ 13.6066482 293.3933518] ; [ 2.3933518 51.6066482],0
u3,1,0.335257,0.928483,[43 19] ; [6 5],[41.61643836 20.38356164] ; [7.38356164 3.61643836],0
p4,1,0.357477,0.846737,[212  94] ; [34 20],[209.1  96.9] ; [36.9 17.1],0
p1,1,0.37591,0.784036,[ 35 270] ; [ 4 50],[ 33.13370474 271.86629526] ; [ 5.86629526 48.13370474],0
p11,1,0.433673,0.612966,[254  53] ; [47  7],[255.97506925  51.02493075] ; [45.02493075  8.97506925],0
s1,1,0.45779,0.551293,[ 12 291] ; [ 1 52],[ 11.06460674 291.93539326] ; [ 1.93539326 51.06460674],0
u2,1,0.48335,0.491295,[40 21] ; [6 5],[38.97222222 22.02777778] ; [7.02777778 3.97222222],0
d4,1,0.484915,0.487788,[261  45] ; [48  6],[262.65  43.35] ; [46.35  7.65],0
p6,1,0.504738,0.444961,[147 157] ; [23 30],[144.76190476 159.23809524] ; [25.23809524 27.76190476],0
v4,1,0.538873,0.377633,[299   7] ; [52  2],[298.35   7.65] ; [52.65  1.35],0
p5,1,0.549753,0.35776,[ 51 253] ; [ 7 45],[ 49.52808989 254.47191011] ; [ 8.47191011 43.52808989],0
d1,1,0.571922,0.319477,[204 103] ; [38 16],[205.80055402 101.19944598] ; [36.19944598 17.80055402],0
p8,1,0.579081,0.307722,[178 124] ; [34 20],[179.84269663 122.15730337] ; [32.15730337 21.84269663],0
a4,1,0.600235,0.274642,[154 153] ; [25 29],[152.22437673 154.77562327] ; [26.77562327 27.22437673],0
r2,1,0.660802,0.192551,[289  13] ; [50  3],[288.38873239  13.61126761] ; [50.61126761  2.38873239],0
d3,1,0.709696,0.138581,[214  93] ; [39 15],[215.15512465  91.84487535] ; [37.84487535 16.15512465],0
d2,1,0.723749,0.124929,[174 133] ; [32 22],[175.18559557 131.81440443] ; [30.81440443 23.18559557],0
p2,1,0.736947,0.112828,[261  45] ; [47  7],[261.8  44.2] ; [46.2  7.8],0
n6,1,0.753915,0.098271,[270  35] ; [47  7],[269.31754875  35.68245125] ; [47.68245125  6.31754875],0
n5,1,0.758752,0.094323,[248  58] ; [42 11],[247.18662953  58.81337047] ; [42.81337047 10.18662953],0
a7,1,0.770705,0.084945,[215  91] ; [39 15],[215.9  90.1] ; [38.1 15.9],0
p7,1,0.777235,0.080046,[213  84] ; [37 16],[212.14285714  84.85714286] ; [37.85714286 15.14285714],0
a8,1,0.817144,0.053463,[ 49 233] ; [ 9 39],[ 49.56363636 232.43636364] ; [ 8.43636364 39.56363636],0
n1,1,0.880023,0.022783,[33 39] ; [3 4],[32.81012658 39.18987342] ; [3.18987342 3.81012658],0
b4,1,0.885265,0.020822,[173 134] ; [31 23],[173.48476454 133.51523546] ; [30.51523546 23.48476454],0
n4,1,0.898707,0.016204,[252  53] ; [45  9],[252.32590529  52.67409471] ; [44.67409471  9.32590529],0
n3,1,0.913225,0.011875,[50 22] ; [5 2],[50.12658228 21.87341772] ; [4.87341772 2.12658228],0
a1,1,0.916895,0.010888,[ 16 291] ; [ 3 51],[ 16.15789474 290.84210526] ; [ 2.84210526 51.15789474],0
v1,1,0.928175,0.008125,[187 107] ; [34 20],[186.70689655 107.29310345] ; [34.29310345 19.70689655],0
a3,1,0.941169,0.005447,[245  61] ; [43 11],[244.8  61.2] ; [43.2 10.8],0
p3,1,0.961471,0.002334,[183 124] ; [32 22],[182.83933518 124.16066482] ; [32.16066482 21.83933518],0
n2,1,0.96433,0.002,[52 20] ; [5 2],[51.94936709 20.05063291] ; [5.05063291 1.94936709],0
