Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,27.214692,[68 22] ; [10 28],[54.84375 35.15625] ; [23.15625 14.84375],1
a6,1,0.000155,14.306435,[69 21] ; [16 22],[59.765625 30.234375] ; [25.234375 12.765625],1
d3,1,0.002145,9.420825,[75 15] ; [22 16],[68.203125 21.796875] ; [28.796875  9.203125],0
a2,1,0.003136,8.72667,[26 64] ; [ 2 36],[19.6875 70.3125] ; [ 8.3125 29.6875],0
p7,1,0.021553,5.281508,[57 29] ; [32  5],[62.22764228 23.77235772] ; [26.77235772 10.22764228],0
r2,1,0.030454,4.683505,[85  4] ; [32  6],[81.99212598  7.00787402] ; [35.00787402  2.99212598],0
u1,1,0.03094,4.656284,[22 68] ; [ 3 35],[17.578125 72.421875] ; [ 7.421875 30.578125],0
b1,1,0.04431,4.044698,[26 64] ; [18 20],[30.9375 59.0625] ; [13.0625 24.9375],0
p8,1,0.063576,3.441538,[48 39] ; [27 10],[52.62096774 34.37903226] ; [22.37903226 14.62096774],0
d4,1,0.080794,3.048861,[76 14] ; [27 11],[72.421875 17.578125] ; [30.578125  7.421875],0
s2,1,0.093799,2.807935,[67 22] ; [23 15],[63.07086614 25.92913386] ; [26.92913386 11.07086614],0
p3,1,0.1011,2.6881,[45 45] ; [25 13],[49.21875 40.78125] ; [20.78125 17.21875],0
v2,1,0.105675,2.617731,[41 46] ; [12 26],[36.888 50.112] ; [16.112 21.888],0
p9,1,0.108631,2.574032,[78 11] ; [29  9],[74.98425197 14.01574803] ; [32.01574803  5.98425197],0
r3,1,0.154206,2.030141,[83  5] ; [33  5],[81.01587302  6.98412698] ; [34.98412698  3.01587302],0
a1,1,0.156011,2.012469,[ 1 89] ; [ 2 36],[ 2.109375 87.890625] ; [ 0.890625 37.109375],0
b4,1,0.16053,1.969231,[57 33] ; [19 19],[53.4375 36.5625] ; [22.5625 15.4375],0
n6,1,0.162919,1.946918,[75 14] ; [28 10],[72.18110236 16.81889764] ; [30.81889764  7.18110236],0
n1,1,0.201421,1.632044,[ 3 14] ; [5 8],[ 4.53333333 12.46666667] ; [3.46666667 9.53333333],0
u2,1,0.228101,1.452664,[12 15] ; [9 5],[13.82926829 13.17073171] ; [7.17073171 6.82926829],0
d1,1,0.244848,1.352464,[55 35] ; [19 19],[52.03125 37.96875] ; [21.96875 16.03125],0
s5,1,0.255516,1.292893,[39 44] ; [21 15],[41.8487395 41.1512605] ; [18.1512605 17.8487395],0
n4,1,0.2573,1.283226,[57 33] ; [28 10],[59.765625 30.234375] ; [25.234375 12.765625],0
p11,1,0.264018,1.247563,[65 25] ; [31  7],[67.5 22.5] ; [28.5  9.5],0
s8,1,0.295551,1.094163,[47 43] ; [16 22],[44.296875 45.703125] ; [18.703125 19.296875],0
s7,1,0.308227,1.038258,[54 35] ; [26 11],[56.50793651 32.49206349] ; [23.49206349 13.50793651],0
r4,1,0.356679,0.849553,[79 11] ; [31  7],[77.34375 12.65625] ; [32.65625  5.34375],0
n3,1,0.399747,0.709086,[14  3] ; [9 4],[13.03333333  3.96666667] ; [9.96666667 3.03333333],0
u3,1,0.424327,0.638299,[17 10] ; [7 7],[15.80487805 11.19512195] ; [8.19512195 5.80487805],0
v3,1,0.432586,0.615869,[24 64] ; [13 25],[25.84126984 62.15873016] ; [11.15873016 26.84126984],0
a8,1,0.442239,0.590465,[ 5 76] ; [ 1 35],[ 4.15384615 76.84615385] ; [ 1.84615385 34.15384615],0
a3,1,0.448465,0.57453,[63 27] ; [24 14],[61.171875 28.828125] ; [25.828125 12.171875],0
v1,1,0.448467,0.574523,[44 45] ; [16 22],[42.04724409 46.95275591] ; [17.95275591 20.04724409],0
p1,1,0.457237,0.552649,[ 6 84] ; [ 4 34],[ 7.03125 82.96875] ; [ 2.96875 35.03125],0
p12,1,0.474578,0.511296,[ 5 85] ; [ 1 37],[ 4.21875 85.78125] ; [ 1.78125 36.21875],0
b2,1,0.478077,0.503247,[11 33] ; [ 4 19],[ 9.85074627 34.14925373] ; [ 5.14925373 17.85074627],0
b3,1,0.478077,0.503247,[11 33] ; [ 4 19],[ 9.85074627 34.14925373] ; [ 5.14925373 17.85074627],0
n5,1,0.502752,0.449123,[66 24] ; [30  8],[67.5 22.5] ; [28.5  9.5],0
d2,1,0.56455,0.331887,[40 50] ; [19 19],[41.484375 48.515625] ; [17.515625 20.484375],0
n2,1,0.580498,0.30543,[13  4] ; [11  2],[13.6  3.4] ; [10.4  2.6],0
v4,1,0.58535,0.297665,[87  3] ; [35  2],[86.45669291  3.54330709] ; [35.54330709  1.45669291],0
r1,1,0.594656,0.283131,[68 22] ; [27 11],[66.796875 23.203125] ; [28.203125  9.796875],0
p4,1,0.613139,0.255629,[61 29] ; [24 14],[59.765625 30.234375] ; [25.234375 12.765625],0
s6,1,0.633761,0.226995,[74 14] ; [29  7],[73.09677419 14.90322581] ; [29.90322581  6.09677419],0
a5,1,0.638676,0.220478,[63 27] ; [25 13],[61.875 28.125] ; [26.125 11.875],0
p10,1,0.708582,0.139697,[75 14] ; [31  7],[74.28346457 14.71653543] ; [31.71653543  6.28346457],0
p5,1,0.771529,0.084318,[ 8 82] ; [ 4 34],[ 8.4375 81.5625] ; [ 3.5625 34.4375],0
a4,1,0.773012,0.083196,[38 52] ; [15 23],[37.265625 52.734375] ; [15.734375 22.265625],0
d5,1,0.777851,0.079592,[73 17] ; [30  8],[72.421875 17.578125] ; [30.578125  7.421875],0
s1,1,0.82711,0.047703,[ 3 86] ; [ 1 37],[ 2.80314961 86.19685039] ; [ 1.19685039 36.80314961],0
s3,1,0.849474,0.03602,[67 22] ; [28 10],[66.57480315 22.42519685] ; [28.42519685  9.57480315],0
p6,1,0.990059,0.000155,[41 48] ; [17 20],[40.96825397 48.03174603] ; [17.03174603 19.96825397],0
