Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.874471,[ 4 27] ; [82 38],[17.65562914 13.34437086] ; [68.34437086 51.65562914],1
p2,1,1e-05,19.560606,[11 19] ; [93 26],[20.93959732  9.06040268] ; [83.06040268 35.93959732],1
r3,1,1.8e-05,18.362685,[15 15] ; [103  17],[23.6  6.4] ; [94.4 25.6],1
r2,1,0.00019,13.92708,[16 14] ; [100  18],[23.51351351  6.48648649] ; [92.48648649 25.51351351],1
p9,1,0.000244,13.45844,[17 13] ; [102  16],[24.12162162  5.87837838] ; [94.87837838 23.12162162],1
p8,1,0.000888,11.048594,[ 4 26] ; [55 63],[11.95945946 18.04054054] ; [47.04054054 70.95945946],1
p11,1,0.000909,11.003443,[15 16] ; [94 26],[22.37748344  8.62251656] ; [86.62251656 33.37748344],1
s6,1,0.000913,10.997125,[ 7 23] ; [67 50],[15.10204082 14.89795918] ; [58.89795918 58.10204082],1
p10,1,0.001364,10.254447,[15 15] ; [94 25],[21.94630872  8.05369128] ; [87.05369128 31.94630872],0
n6,1,0.003457,8.549065,[18 12] ; [101  19],[23.8  6.2] ; [95.2 24.8],0
n2,1,0.008646,6.894498,[5 7] ; [33  8],[8.60377358 3.39622642] ; [29.39622642 11.60377358],0
s7,1,0.01064,6.524407,[ 5 25] ; [47 65],[10.98591549 19.01408451] ; [41.01408451 70.98591549],0
u2,1,0.017563,5.639254,[ 2 13] ; [22 24],[5.90163934 9.09836066] ; [18.09836066 27.90163934],0
s1,1,0.027157,4.880773,[ 3 28] ; [  2 117],[ 1.03333333 29.96666667] ; [  3.96666667 115.03333333],0
s5,1,0.028913,4.772778,[ 2 28] ; [28 84],[ 6.33802817 23.66197183] ; [23.66197183 88.33802817],0
v1,1,0.034483,4.470592,[ 8 23] ; [54 61],[13.16438356 17.83561644] ; [48.83561644 66.16438356],0
p7,1,0.036215,4.386974,[10 21] ; [63 55],[15.18791946 15.81208054] ; [57.81208054 60.18791946],0
s2,1,0.04208,4.131992,[ 7 24] ; [51 69],[11.90728477 19.09271523] ; [46.09271523 73.90728477],0
p6,1,0.057619,3.604614,[ 5 24] ; [42 76],[ 9.27210884 19.72789116] ; [37.72789116 80.27210884],0
d4,1,0.066709,3.362187,[16 15] ; [83 37],[20.32450331 10.67549669] ; [78.67549669 41.32450331],0
v2,1,0.079154,3.082181,[ 8 22] ; [51 64],[12.20689655 17.79310345] ; [46.79310345 68.20689655],0
p4,1,0.08334,2.998534,[11 20] ; [63 56],[15.29333333 15.70666667] ; [58.70666667 60.29333333],0
d5,1,0.089952,2.875224,[17 14] ; [85 35],[20.94039735 10.05960265] ; [81.05960265 38.94039735],0
u3,1,0.094844,2.79018,[ 2 13] ; [17 30],[ 4.59677419 10.40322581] ; [14.40322581 32.59677419],0
a8,1,0.099207,2.718242,[ 6 25] ; [ 10 103],[ 3.44444444 27.55555556] ; [ 12.55555556 100.44444444],0
n3,1,0.130416,2.287542,[6 6] ; [30 11],[8.1509434 3.8490566] ; [27.8490566 13.1509434],0
a7,1,0.142582,2.149869,[13 18] ; [68 52],[16.62913907 14.37086093] ; [64.37086093 55.62913907],0
s8,1,0.153729,2.034854,[ 6 25] ; [39 81],[ 9.2384106 21.7615894] ; [35.7615894 84.2384106],0
s3,1,0.173231,1.854755,[11 20] ; [59 61],[14.37086093 16.62913907] ; [55.62913907 64.37086093],0
p1,1,0.195804,1.6734,[ 5 26] ; [ 10 110],[ 3.0794702 27.9205298] ; [ 11.9205298 108.0794702],0
p3,1,0.249306,1.32719,[10 21] ; [52 67],[12.81333333 18.18666667] ; [49.18666667 69.81333333],0
a1,1,0.252426,1.309827,[ 4 27] ; [  8 112],[ 2.46357616 28.53642384] ; [  9.53642384 110.46357616],0
s4,1,0.275653,1.1884,[ 4 27] ; [26 94],[ 6.1589404 24.8410596] ; [23.8410596 96.1589404],0
n1,1,0.292034,1.110219,[7 5] ; [16 23],[5.41176471 6.58823529] ; [17.58823529 21.41176471],0
a4,1,0.303294,1.059655,[ 8 22] ; [44 76],[10.4 19.6] ; [41.6 78.4],0
v3,1,0.327351,0.959347,[ 7 24] ; [37 80],[ 9.21621622 21.78378378] ; [34.78378378 82.21621622],0
b2,1,0.329689,0.95012,[ 5 14] ; [28 45],[ 6.81521739 12.18478261] ; [26.18478261 46.81521739],0
b3,1,0.329689,0.95012,[ 5 14] ; [28 45],[ 6.81521739 12.18478261] ; [26.18478261 46.81521739],0
d2,1,0.330567,0.946675,[14 16] ; [44 75],[11.67785235 18.32214765] ; [46.32214765 72.67785235],0
b1,1,0.352219,0.865447,[15 16] ; [47 73],[12.72847682 18.27152318] ; [49.27152318 70.72847682],0
a3,1,0.352219,0.865447,[16 15] ; [73 47],[18.27152318 12.72847682] ; [70.72847682 49.27152318],0
p5,1,0.360565,0.835924,[ 2 28] ; [ 15 104],[ 3.42281879 26.57718121] ; [ 13.57718121 105.42281879],0
d3,1,0.399878,0.708692,[13 18] ; [60 59],[15.08666667 15.91333333] ; [57.91333333 61.08666667],0
d1,1,0.531708,0.391127,[11 20] ; [50 70],[12.52317881 18.47682119] ; [48.47682119 71.52317881],0
a5,1,0.602543,0.271178,[17 14] ; [72 48],[18.27152318 12.72847682] ; [70.72847682 49.27152318],0
b5,1,0.602543,0.271178,[17 14] ; [72 48],[18.27152318 12.72847682] ; [70.72847682 49.27152318],0
p12,1,0.604098,0.26886,[ 2 29] ; [  5 113],[ 1.45637584 29.54362416] ; [  5.54362416 112.45637584],0
a2,1,0.745154,0.105648,[ 4 27] ; [ 13 107],[ 3.49006623 27.50993377] ; [ 13.50993377 106.49006623],0
u1,1,0.74771,0.103465,[ 2 29] ; [  6 114],[ 1.64238411 29.35761589] ; [  6.35761589 113.64238411],0
n4,1,0.751156,0.100562,[24  7] ; [96 24],[24.63576159  6.36423841] ; [95.36423841 24.63576159],0
a6,1,0.76544,0.08901,[19 12] ; [70 50],[18.27152318 12.72847682] ; [70.72847682 49.27152318],0
b4,1,0.829914,0.046144,[19 12] ; [71 49],[18.47682119 12.52317881] ; [71.52317881 48.47682119],0
