Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.035206,4.435143,[7 6] ; [37  8],[9.86206897 3.13793103] ; [34.13793103 10.86206897],0
s7,1,0.041292,4.16401,[8 2] ; [19 24],[5.09433962 4.90566038] ; [21.90566038 21.09433962],0
p7,1,0.086933,2.930266,[5 8] ; [28 15],[7.66071429 5.33928571] ; [25.33928571 17.66071429],0
r3,1,0.087023,2.9286,[10  3] ; [42  3],[11.65517241  1.34482759] ; [40.34482759  4.65517241],0
s6,1,0.089405,2.885051,[12  1] ; [31 14],[9.63793103 3.36206897] ; [33.36206897 11.63793103],0
u3,1,0.096791,2.757639,[5 1] ; [7 9],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
p4,1,0.115403,2.478632,[9 4] ; [20 25],[6.5 6.5] ; [22.5 22.5],0
s3,1,0.115686,2.47477,[12  1] ; [32 13],[9.86206897 3.13793103] ; [34.13793103 10.86206897],0
p3,1,0.143724,2.137625,[8 5] ; [17 27],[5.70175439 7.29824561] ; [19.29824561 24.70175439],0
v3,1,0.148478,2.087815,[ 3 10] ; [20 24],[5.24561404 7.75438596] ; [17.75438596 26.24561404],0
v2,1,0.150855,2.063583,[4 9] ; [23 20],[6.26785714 6.73214286] ; [20.73214286 22.26785714],0
p10,1,0.166148,1.91736,[ 2 11] ; [16 29],[4.03448276 8.96551724] ; [13.96551724 31.03448276],0
r1,1,0.170639,1.877323,[8 5] ; [36  9],[9.86206897 3.13793103] ; [34.13793103 10.86206897],0
a4,1,0.180978,1.789573,[6 7] ; [12 33],[4.03448276 8.96551724] ; [13.96551724 31.03448276],0
a6,1,0.218754,1.512528,[5 8] ; [26 19],[6.94827586 6.05172414] ; [24.05172414 20.94827586],0
d1,1,0.218754,1.512528,[8 5] ; [19 26],[6.05172414 6.94827586] ; [20.94827586 24.05172414],0
v1,1,0.247221,1.338938,[4 9] ; [22 23],[5.82758621 7.17241379] ; [20.17241379 24.82758621],0
s1,1,0.270437,1.21453,[ 3 10] ; [ 5 40],[ 1.79310345 11.20689655] ; [ 6.20689655 38.79310345],0
r2,1,0.270437,1.21453,[10  3] ; [40  5],[11.20689655  1.79310345] ; [38.79310345  6.20689655],0
n5,1,0.300136,1.073588,[6 7] ; [28 17],[7.62068966 5.37931034] ; [26.37931034 18.62068966],0
n1,1,0.308709,1.03619,[3 4] ; [2 8],[2.05882353 4.94117647] ; [2.94117647 7.05882353],0
p1,1,0.323903,0.97312,[ 2 11] ; [ 3 42],[ 1.12068966 11.87931034] ; [ 3.87931034 41.12068966],0
p11,1,0.374561,0.788476,[6 7] ; [27 18],[7.39655172 5.60344828] ; [25.60344828 19.39655172],0
a7,1,0.374561,0.788476,[6 7] ; [27 18],[7.39655172 5.60344828] ; [25.60344828 19.39655172],0
b1,1,0.377873,0.77761,[9 4] ; [25 20],[7.62068966 5.37931034] ; [26.37931034 18.62068966],0
u1,1,0.392741,0.730438,[ 3 10] ; [ 6 39],[ 2.01724138 10.98275862] ; [ 6.98275862 38.01724138],0
s5,1,0.426905,0.631229,[4 8] ; [10 35],[2.94736842 9.05263158] ; [11.05263158 33.94736842],0
d2,1,0.457902,0.551019,[7 6] ; [19 26],[5.82758621 7.17241379] ; [20.17241379 24.82758621],0
d3,1,0.487877,0.481205,[7 6] ; [29 16],[8.06896552 4.93103448] ; [27.93103448 17.06896552],0
a3,1,0.487877,0.481205,[7 6] ; [29 16],[8.06896552 4.93103448] ; [27.93103448 17.06896552],0
n6,1,0.511091,0.431833,[8 5] ; [32 13],[8.96551724 4.03448276] ; [31.03448276 13.96551724],0
p6,1,0.553963,0.350266,[4 9] ; [10 34],[3.19298246 9.80701754] ; [10.80701754 33.19298246],0
d5,1,0.575102,0.314221,[10  3] ; [31 14],[9.18965517 3.81034483] ; [31.81034483 13.18965517],0
n2,1,0.605242,0.267161,[5 2] ; [9 2],[5.44444444 1.55555556] ; [8.55555556 2.44444444],0
n4,1,0.618915,0.247395,[8 5] ; [31 14],[8.74137931 4.25862069] ; [30.25862069 14.74137931],0
p2,1,0.643266,0.214496,[9 4] ; [28 17],[8.29310345 4.70689655] ; [28.70689655 16.29310345],0
u2,1,0.658076,0.195869,[4 2] ; [9 7],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
s8,1,0.6915,0.157466,[6 7] ; [18 27],[5.37931034 7.62068966] ; [18.62068966 26.37931034],0
a5,1,0.6915,0.157466,[7 6] ; [27 18],[7.62068966 5.37931034] ; [26.37931034 18.62068966],0
n3,1,0.763573,0.090476,[4 3] ; [6 6],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
p8,1,0.800935,0.063573,[6 7] ; [19 26],[5.60344828 7.39655172] ; [19.39655172 25.60344828],0
v4,1,0.850152,0.035692,[11  2] ; [39  6],[11.20689655  1.79310345] ; [38.79310345  6.20689655],0
a2,1,0.850152,0.035692,[ 2 11] ; [ 6 39],[ 1.79310345 11.20689655] ; [ 6.20689655 38.79310345],0
a1,1,0.897716,0.016524,[ 1 12] ; [ 3 42],[ 0.89655172 12.10344828] ; [ 3.10344828 41.89655172],0
b5,1,0.913073,0.011917,[7 6] ; [25 20],[7.17241379 5.82758621] ; [24.82758621 20.17241379],0
d4,1,0.919159,0.010301,[10  3] ; [34 11],[9.86206897 3.13793103] ; [34.13793103 10.86206897],0
b4,1,0.920439,0.009976,[8 5] ; [27 18],[7.84482759 5.15517241] ; [27.15517241 17.84482759],0
