Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,104.211054,[234 166] ; [ 61 242],[167.85206259 232.14793741] ; [127.14793741 175.85206259],1
v1,1,0.0,42.989685,[263 137] ; [123 178],[220.25677603 179.74322397] ; [165.74322397 135.25677603],1
r1,1,0.000459,12.274617,[352  56] ; [232  73],[334.18232819  73.81767181] ; [249.81767181  55.18232819],1
p3,1,0.001558,10.008288,[231 175] ; [137 168],[210.13783404 195.86216596] ; [157.86216596 147.13783404],0
a5,1,0.001587,9.974893,[322  85] ; [211  96],[303.82492997 103.17507003] ; [229.17507003  77.82492997],0
d4,1,0.001621,9.935723,[349  57] ; [235  71],[333.01123596  72.98876404] ; [250.98876404  55.01123596],0
r3,1,0.001917,9.626997,[398   8] ; [286  20],[390.03370787  15.96629213] ; [293.96629213  12.03370787],0
d1,1,0.003253,8.659891,[265 143] ; [166 141],[245.94125874 162.05874126] ; [185.05874126 121.94125874],0
a6,1,0.005204,7.807065,[289 117] ; [188 119],[271.61570827 134.38429173] ; [205.38429173 101.61570827],0
a7,1,0.005234,7.796625,[312  93] ; [207  99],[295.63291139 109.36708861] ; [223.36708861  82.63291139],0
p9,1,0.00543,7.730317,[356  46] ; [244  57],[343.10099573  58.89900427] ; [256.89900427  44.10099573],0
s8,1,0.005693,7.644843,[202 201] ; [121 184],[183.85451977 219.14548023] ; [139.14548023 165.85451977],0
a3,1,0.006075,7.527967,[309  97] ; [203 101],[292.77746479 113.22253521] ; [219.22253521  84.77746479],0
d3,1,0.006282,7.467636,[297 110] ; [194 112],[280.27629734 126.72370266] ; [210.72370266  95.27629734],0
p7,1,0.009757,6.678698,[274 123] ; [180 122],[257.85121602 139.14878398] ; [196.14878398 105.85121602],0
p10,1,0.010298,6.582655,[348  56] ; [238  64],[335.33144476  68.66855524] ; [250.66855524  51.33144476],0
a2,1,0.010609,6.529672,[115 293] ; [ 61 246],[100.43076923 307.56923077] ; [ 75.56923077 231.43076923],0
u1,1,0.015466,5.86264,[ 92 316] ; [ 47 260],[ 79.31748252 328.68251748] ; [ 59.68251748 247.31748252],0
s4,1,0.022067,5.240532,[ 59 344] ; [ 64 237],[ 70.41051136 332.58948864] ; [ 52.58948864 248.41051136],0
d2,1,0.030391,4.687014,[217 189] ; [138 167],[202.71448664 203.28551336] ; [152.28551336 152.71448664],0
s7,1,0.040017,4.217143,[215 172] ; [140 154],[201.74008811 185.25991189] ; [153.25991189 140.74008811],0
b1,1,0.042377,4.120091,[136 272] ; [125 182],[148.93426573 259.06573427] ; [112.06573427 194.93426573],0
s1,1,0.046754,3.954231,[  8 394] ; [ 14 289],[ 12.54468085 389.45531915] ; [  9.45531915 293.54468085],0
r4,1,0.055227,3.675233,[390  18] ; [283  24],[384.03356643  23.96643357] ; [288.96643357  18.03356643],0
p11,1,0.057514,3.607647,[337  71] ; [236  71],[326.97062937  81.02937063] ; [246.02937063  60.97062937],0
n4,1,0.063587,3.441276,[339  68] ; [238  68],[329.36746143  77.63253857] ; [247.63253857  58.36746143],0
d5,1,0.076797,3.131416,[341  67] ; [239  66],[331.89340813  76.10659187] ; [248.10659187  56.89340813],0
a1,1,0.078304,3.099762,[ 25 383] ; [ 10 297],[ 19.97202797 388.02797203] ; [ 15.02797203 291.97202797],0
b4,1,0.078472,3.096263,[250 158] ; [168 139],[238.52307692 169.47692308] ; [179.47692308 127.52307692],0
p12,1,0.086744,2.933791,[ 38 366] ; [ 18 287],[ 31.90973202 372.09026798] ; [ 24.09026798 280.90973202],0
a8,1,0.117993,2.443758,[ 57 308] ; [ 32 250],[ 50.20865533 314.79134467] ; [ 38.79134467 243.20865533],0
s2,1,0.162551,1.950333,[219 183] ; [150 155],[209.81329562 192.18670438] ; [159.18670438 145.81329562],0
p4,1,0.167296,1.907007,[255 148] ; [178 128],[246.11988717 156.88011283] ; [186.88011283 119.11988717],0
p6,1,0.209991,1.571487,[165 235] ; [112 194],[156.94050992 243.05949008] ; [120.05949008 185.94050992],0
n1,1,0.21116,1.563456,[24 47] ; [35 45],[27.74172185 43.25827815] ; [31.25827815 48.74172185],0
n3,1,0.229442,1.444317,[55 16] ; [55 25],[51.7218543 19.2781457] ; [58.2781457 21.7218543],0
p8,1,0.229755,1.442379,[223 175] ; [157 148],[215.13513514 182.86486486] ; [164.86486486 140.13513514],0
p2,1,0.243445,1.360535,[346  60] ; [250  55],[340.33192686  65.66807314] ; [255.66807314  49.33192686],0
s5,1,0.271627,1.208511,[149 240] ; [102 196],[142.12372635 246.87627365] ; [108.87627365 189.12372635],0
u4,1,0.339485,0.912375,[ 11 397] ; [  5 302],[  9.13006993 398.86993007] ; [  6.86993007 300.13006993],0
a4,1,0.360347,0.836683,[193 213] ; [134 170],[186.98873239 219.01126761] ; [140.01126761 163.98873239],0
s3,1,0.372605,0.79496,[230 169] ; [165 139],[224.18918919 174.81081081] ; [170.81081081 133.18918919],0
n2,1,0.465095,0.533607,[54 16] ; [59 23],[52.03947368 17.96052632] ; [60.96052632 21.03947368],0
p1,1,0.598513,0.277244,[ 34 372] ; [ 29 276],[ 35.97468354 370.02531646] ; [ 27.02531646 277.97468354],0
s6,1,0.625313,0.23847,[278 120] ; [203  95],[275.0545977 122.9454023] ; [205.9454023  92.0545977],0
b2,1,0.725448,0.123332,[ 99 157] ; [ 67 114],[ 97.24485126 158.75514874] ; [ 68.75514874 112.24485126],0
b3,1,0.725448,0.123332,[ 99 157] ; [ 67 114],[ 97.24485126 158.75514874] ; [ 68.75514874 112.24485126],0
u2,1,0.773937,0.0825,[47 50] ; [52 51],[48.015 48.985] ; [50.985 52.015],0
p5,1,0.783454,0.075526,[ 47 359] ; [ 37 265],[ 48.16949153 357.83050847] ; [ 35.83050847 266.16949153],0
n5,1,0.787404,0.072729,[326  80] ; [244  63],[324.57223001  81.42776999] ; [245.42776999  61.57223001],0
u3,1,0.804661,0.061167,[55 44] ; [59 44],[55.87128713 43.12871287] ; [58.12871287 44.87128713],0
v4,1,0.848619,0.036435,[396  11] ; [297   9],[395.58345021  11.41654979] ; [297.41654979   8.58345021],0
b5,1,0.919172,0.010297,[243 165] ; [184 123],[243.65874126 164.34125874] ; [183.34125874 123.65874126],0
