Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.906046,[68 52] ; [268  67],[88.61538462 31.38461538] ; [247.38461538  87.61538462],1
p2,1,1e-06,23.442529,[77 49] ; [278  59],[96.60907127 29.39092873] ; [258.39092873  78.60907127],1
p9,1,6e-06,20.33584,[75 43] ; [278  55],[92.35920177 25.64079823] ; [260.64079823  72.35920177],1
r3,1,7e-06,20.173549,[105  20] ; [323  13],[116.05206074   8.94793926] ; [311.94793926  24.05206074],1
r4,1,4.8e-05,16.535038,[97 29] ; [308  30],[109.97844828  16.02155172] ; [295.02155172  42.97844828],1
n4,1,0.000219,13.662208,[69 56] ; [246  90],[85.41214751 39.58785249] ; [229.58785249 106.41214751],1
b1,1,0.000392,12.567846,[59 67] ; [ 99 239],[42.90517241 83.09482759] ; [115.09482759 222.90517241],1
p8,1,0.002379,9.231716,[33 90] ; [140 190],[46.97350993 76.02649007] ; [126.02649007 203.97350993],0
n6,1,0.002433,9.190547,[89 37] ; [280  56],[100.63636364  25.36363636] ; [268.36363636  67.63636364],0
p7,1,0.003191,8.695045,[47 75] ; [174 147],[60.86230248 61.13769752] ; [160.13769752 160.86230248],0
n5,1,0.003754,8.399316,[74 52] ; [243  91],[86.83043478 39.16956522] ; [230.16956522 103.83043478],0
v1,1,0.023911,5.101095,[46 79] ; [159 168],[56.69247788 68.30752212] ; [148.30752212 178.69247788],0
s1,1,0.065515,3.391962,[  8 116] ; [  9 318],[  4.67405765 119.32594235] ; [ 12.32594235 314.67405765],0
d4,1,0.082378,3.017345,[92 33] ; [273  64],[98.75541126 26.24458874] ; [266.24458874  70.75541126],0
n2,1,0.087004,2.92896,[39 19] ; [71 18],[43.40136054 14.59863946] ; [66.59863946 22.40136054],0
b4,1,0.088802,2.895959,[65 61] ; [204 134],[73.04741379 52.95258621] ; [195.95258621 142.04741379],0
p6,1,0.113257,2.508175,[24 99] ; [ 89 244],[30.48026316 92.51973684] ; [ 82.51973684 250.48026316],0
p4,1,0.125786,2.343757,[39 84] ; [132 202],[46.02407002 76.97592998] ; [124.97592998 209.02407002],0
s4,1,0.126325,2.3371,[27 99] ; [ 51 280],[ 21.50547046 104.49452954] ; [ 56.49452954 274.50547046],0
r1,1,0.144938,2.124734,[90 34] ; [267  71],[95.81818182 28.18181818] ; [261.18181818  76.81818182],0
u2,1,0.157385,1.999175,[21 23] ; [68 45],[24.94267516 19.05732484] ; [64.05732484 48.94267516],0
d1,1,0.160548,1.969052,[59 67] ; [183 155],[65.71551724 60.28448276] ; [176.28448276 161.71551724],0
a2,1,0.164432,1.93299,[30 96] ; [ 61 277],[ 24.7112069 101.2887931] ; [ 66.2887931 271.7112069],0
u3,1,0.168125,1.899582,[20 23] ; [67 47],[23.82802548 19.17197452] ; [63.17197452 50.82802548],0
u1,1,0.179804,1.799246,[ 20 106] ; [ 38 300],[ 15.75 110.25] ; [ 42.25 295.75],0
v2,1,0.193504,1.690737,[54 67] ; [164 154],[60.08656036 60.91343964] ; [157.91343964 160.08656036],0
d3,1,0.280245,1.1659,[79 44] ; [235 103],[83.77874187 39.22125813] ; [230.22125813 107.77874187],0
a8,1,0.314561,1.011429,[ 12 101] ; [ 45 268],[15.11971831 97.88028169] ; [ 41.88028169 271.11971831],0
s6,1,0.349425,0.875543,[71 52] ; [207 124],[75.31718062 47.68281938] ; [202.68281938 128.31718062],0
a6,1,0.424274,0.638447,[79 46] ; [227 111],[82.61339093 42.38660907] ; [223.38660907 114.61339093],0
s8,1,0.447819,0.576167,[41 84] ; [123 213],[44.46854664 80.53145336] ; [119.53145336 216.46854664],0
a5,1,0.495441,0.464688,[80 46] ; [226 112],[83.09482759 42.90517241] ; [222.90517241 115.09482759],0
r2,1,0.523346,0.407294,[115   9] ; [317  19],[116.45217391   7.54782609] ; [315.54782609  20.45217391],0
a4,1,0.567801,0.326375,[53 72] ; [133 204],[50.32467532 74.67532468] ; [135.67532468 201.32467532],0
s7,1,0.57203,0.319298,[50 70] ; [127 201],[47.41071429 72.58928571] ; [129.58928571 198.41071429],0
d2,1,0.624552,0.239522,[56 69] ; [142 194],[53.68763557 71.31236443] ; [144.31236443 191.68763557],0
n3,1,0.625687,0.237956,[37 18] ; [64 26],[38.31034483 16.68965517] ; [62.68965517 27.31034483],0
p5,1,0.630894,0.230851,[  5 120] ; [ 17 318],[  5.97826087 119.02173913] ; [ 16.02173913 318.97826087],0
d5,1,0.659633,0.19397,[96 28] ; [255  83],[94.20779221 29.79220779] ; [256.79220779  81.20779221],0
a1,1,0.707815,0.140469,[  5 121] ; [ 11 327],[  4.34482759 121.65517241] ; [ 11.65517241 326.34482759],0
p1,1,0.710836,0.137443,[  5 121] ; [ 16 319],[  5.73969631 120.26030369] ; [ 15.26030369 319.73969631],0
s5,1,0.762429,0.091381,[33 86] ; [ 86 241],[31.75112108 87.24887892] ; [ 87.24887892 239.75112108],0
n1,1,0.765816,0.088716,[19 37] ; [32 56],[19.83333333 36.16666667] ; [31.16666667 56.83333333],0
