Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,48.089477,[ 53 115] ; [79 27],[80.93430657 87.06569343] ; [51.06569343 54.93430657],1
p4,1,1e-06,24.919606,[ 53 119] ; [66 42],[73.1 98.9] ; [45.9 62.1],1
p6,1,1e-06,24.607729,[ 24 147] ; [43 64],[ 41.21223022 129.78776978] ; [25.78776978 81.21223022],1
p3,1,3e-06,21.844286,[ 43 130] ; [56 51],[ 61.16785714 111.83214286] ; [37.83214286 69.16785714],1
p10,1,4e-06,21.460088,[88 83] ; [84 22],[106.18050542  64.81949458] ; [65.81949458 40.18050542],1
p2,1,1.9e-05,18.298996,[109  63] ; [93 14],[124.53046595  47.46953405] ; [77.46953405 29.53046595],1
n6,1,6.8e-05,15.860424,[113  60] ; [93 14],[127.27857143  45.72142857] ; [78.72142857 28.27857143],1
p9,1,0.000652,11.621181,[101  69] ; [84 22],[113.94927536  56.05072464] ; [71.05072464 34.94927536],1
v4,1,0.0011,10.651324,[139  34] ; [101   6],[148.28571429  24.71428571] ; [91.71428571 15.28571429],0
a7,1,0.001978,9.56982,[100  73] ; [82 26],[112.04982206  60.95017794] ; [69.95017794 38.04982206],0
s6,1,0.002304,9.290265,[ 64 109] ; [58 46],[76.19494585 96.80505415] ; [45.80505415 58.19494585],0
p11,1,0.002841,8.906834,[100  74] ; [81 27],[111.68085106  62.31914894] ; [69.31914894 38.68085106],0
r3,1,0.016566,5.741761,[136  37] ; [96 11],[143.34285714  29.65714286] ; [88.65714286 18.34285714],0
p5,1,0.020177,5.396489,[  8 165] ; [13 94],[ 12.975 160.025] ; [ 8.025 98.975],0
r4,1,0.026048,4.952821,[121  53] ; [88 20],[128.95744681  45.04255319] ; [80.04255319 27.95744681],0
b1,1,0.038991,4.261274,[83 91] ; [38 70],[74.65957447 99.34042553] ; [46.34042553 61.65957447],0
r2,1,0.043817,4.063609,[145  27] ; [99  8],[150.42293907  21.57706093] ; [93.57706093 13.42293907],0
a3,1,0.051693,3.785689,[108  64] ; [54 52],[100.23021583  71.76978417] ; [61.76978417 44.23021583],0
b3,1,0.068225,3.325226,[36 66] ; [13 47],[30.85185185 71.14814815] ; [18.14814815 41.85185185],0
b2,1,0.068225,3.325226,[36 66] ; [13 47],[30.85185185 71.14814815] ; [18.14814815 41.85185185],0
a4,1,0.084447,2.977174,[ 69 103] ; [32 75],[ 62.26523297 109.73476703] ; [38.73476703 68.26523297],0
p1,1,0.087716,2.9158,[ 11 162] ; [13 93],[ 14.88172043 158.11827957] ; [ 9.11827957 96.88172043],0
r1,1,0.087971,2.911111,[101  73] ; [73 34],[107.74377224  66.25622776] ; [66.25622776 40.74377224],0
s7,1,0.101493,2.681931,[ 34 131] ; [30 72],[ 39.5505618 125.4494382] ; [24.4494382 77.5505618],0
b4,1,0.110985,2.540142,[107  67] ; [56 52],[100.57446809  73.42553191] ; [62.42553191 45.57446809],0
s5,1,0.137112,2.21008,[ 34 137] ; [29 76],[ 39.0326087 131.9673913] ; [23.9673913 81.0326087],0
v1,1,0.180906,1.790162,[ 48 124] ; [38 69],[ 53.01792115 118.98207885] ; [32.98207885 74.01792115],0
d5,1,0.215232,1.535881,[112  60] ; [78 30],[116.71428571  55.28571429] ; [73.28571429 34.71428571],0
n4,1,0.228964,1.447283,[112  62] ; [77 31],[116.61702128  57.38297872] ; [72.38297872 35.61702128],0
b5,1,0.232635,1.424675,[102  72] ; [71 37],[106.74468085  67.25531915] ; [66.25531915 41.74468085],0
a1,1,0.259891,1.269337,[ 12 162] ; [  4 104],[  9.87234043 164.12765957] ; [  6.12765957 101.87234043],0
a2,1,0.347701,0.881831,[ 28 146] ; [13 95],[ 25.29787234 148.70212766] ; [15.70212766 92.29787234],0
a5,1,0.37529,0.786072,[97 77] ; [66 42],[100.57446809  73.42553191] ; [62.42553191 45.57446809],0
s2,1,0.429793,0.623384,[ 52 121] ; [37 70],[ 54.98928571 118.01071429] ; [34.01071429 72.98928571],0
n5,1,0.486501,0.484256,[111  62] ; [73 34],[113.68571429  59.31428571] ; [70.31428571 36.68571429],0
s3,1,0.499699,0.455575,[ 73 100] ; [40 65],[ 70.32014388 102.67985612] ; [42.67985612 62.32014388],0
d2,1,0.502165,0.450359,[ 67 104] ; [38 70],[ 64.35483871 106.64516129] ; [40.64516129 67.35483871],0
n2,1,0.512893,0.428161,[42 24] ; [15  6],[43.24137931 22.75862069] ; [13.75862069  7.24137931],0
n3,1,0.548863,0.359358,[40 24] ; [11  9],[38.85714286 25.14285714] ; [12.14285714  7.85714286],0
n1,1,0.614542,0.253613,[22 43] ; [ 8 12],[22.94117647 42.05882353] ; [ 7.05882353 12.94117647],0
s4,1,0.643493,0.214203,[ 29 143] ; [20 85],[ 30.42599278 141.57400722] ; [18.57400722 86.42599278],0
s1,1,0.65078,0.204918,[ 12 160] ; [  6 101],[ 11.09677419 160.90322581] ; [  6.90322581 100.09677419],0
a6,1,0.659715,0.19387,[106  67] ; [69 39],[107.74021352  65.25978648] ; [67.25978648 40.74021352],0
d1,1,0.708817,0.139462,[ 67 107] ; [44 64],[ 68.4893617 105.5106383] ; [42.5106383 65.4893617],0
u4,1,0.73261,0.116728,[  1 173] ; [  1 107],[  1.23404255 172.76595745] ; [  0.76595745 107.23404255],0
a8,1,0.742753,0.107722,[ 19 146] ; [10 88],[ 18.19391635 146.80608365] ; [10.80608365 87.19391635],0
d3,1,0.791353,0.069989,[97 74] ; [63 45],[98.06451613 72.93548387] ; [61.93548387 46.06451613],0
p12,1,0.80357,0.061866,[  4 169] ; [  2 105],[  3.70714286 169.29285714] ; [  2.29285714 104.70714286],0
u1,1,0.887294,0.020087,[ 17 157] ; [10 98],[ 16.65957447 157.34042553] ; [10.34042553 97.65957447],0
u2,1,0.906359,0.013837,[32 33] ; [26 28],[31.68067227 33.31932773] ; [26.31932773 27.68067227],0
d4,1,0.945257,0.004715,[124  49] ; [77 31],[123.74733096  49.25266904] ; [77.25266904 30.74733096],0
u3,1,0.984982,0.000354,[33 32] ; [27 26],[33.05084746 31.94915254] ; [26.94915254 26.05084746],0
v3,1,0.999028,1e-06,[ 27 143] ; [17 90],[ 27.00361011 142.99638989] ; [16.99638989 90.00361011],0
