Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.007398,7.173718,[21 28] ; [11  2],[25.29032258 23.70967742] ; [6.70967742 6.29032258],0
v1,1,0.007515,7.145534,[10 40] ; [7 5],[13.70967742 36.29032258] ; [3.29032258 8.70967742],0
n3,1,0.061257,3.503024,[12 17] ; [5 1],[14.08571429 14.91428571] ; [2.91428571 3.08571429],0
v2,1,0.072848,3.217663,[16 36] ; [7 5],[18.6875 33.3125] ; [4.3125 7.6875],0
d3,1,0.106822,2.600616,[23 29] ; [9 4],[25.6 26.4] ; [6.4 6.6],0
a4,1,0.131677,2.272622,[16 35] ; [7 6],[18.328125 32.671875] ; [4.671875 8.328125],0
r1,1,0.141032,2.166667,[10 42] ; [5 8],[12. 40.] ; [ 3. 10.],0
d5,1,0.163766,1.939103,[29 23] ; [10  3],[31.2 20.8] ; [7.8 5.2],0
a6,1,0.17199,1.865512,[25 27] ; [9 4],[27.2 24.8] ; [6.8 6.2],0
a2,1,0.18636,1.746162,[ 5 47] ; [ 3 10],[ 6.4 45.6] ; [ 1.6 11.4],0
u2,1,0.196706,1.666667,[ 8 19] ; [2 1],[ 9. 18.] ; [1. 2.],0
a3,1,0.215225,1.535926,[25 25] ; [9 4],[26.98412698 23.01587302] ; [7.01587302 5.98412698],0
p9,1,0.22446,1.475628,[11 39] ; [5 8],[12.6984127 37.3015873] ; [3.3015873 9.6984127],0
d1,1,0.254565,1.298077,[19 33] ; [7 6],[20.8 31.2] ; [5.2 7.8],0
p4,1,0.26754,1.229314,[16 36] ; [ 2 11],[14.4 37.6] ; [3.6 9.4],0
n1,1,0.281695,1.158895,[ 8 21] ; [3 3],[ 9.11428571 19.88571429] ; [1.88571429 4.11428571],0
p8,1,0.309371,1.033361,[10 41] ; [ 1 12],[ 8.765625 42.234375] ; [ 2.234375 10.765625],0
s4,1,0.321005,0.984848,[10 42] ; [ 1 12],[ 8.8 43.2] ; [ 2.2 10.8],0
p7,1,0.323239,0.975797,[15 37] ; [ 2 11],[13.6 38.4] ; [3.4 9.6],0
n4,1,0.378345,0.776072,[29 23] ; [9 4],[30.4 21.6] ; [7.6 5.4],0
d4,1,0.381011,0.767436,[32 20] ; [9 3],[33.3125 18.6875] ; [7.6875 4.3125],0
p3,1,0.384851,0.755148,[10 41] ; [4 9],[11.15625 39.84375] ; [ 2.84375 10.15625],0
a1,1,0.390098,0.738636,[ 7 45] ; [ 3 10],[ 8. 44.] ; [ 2. 11.],0
p1,1,0.39144,0.734463,[ 4 48] ; [ 2 11],[ 4.8 47.2] ; [ 1.2 11.8],0
s3,1,0.402323,0.701372,[18 33] ; [ 3 10],[16.734375 34.265625] ; [4.265625 8.734375],0
p6,1,0.424951,0.636583,[ 7 43] ; [ 3 10],[ 7.93650794 42.06349206] ; [ 2.06349206 10.93650794],0
s5,1,0.44571,0.581538,[ 8 42] ; [ 1 12],[ 7.14285714 42.85714286] ; [ 1.85714286 11.14285714],0
b5,1,0.447521,0.576923,[30 22] ; [9 4],[31.2 20.8] ; [7.8 5.2],0
v4,1,0.45627,0.555028,[26 26] ; [8 5],[27.2 24.8] ; [6.8 6.2],0
s6,1,0.501676,0.451389,[15 37] ; [5 8],[16. 36.] ; [4. 9.],0
b2,1,0.523496,0.407,[12 23] ; [1 4],[11.375 23.625] ; [1.625 3.375],0
b3,1,0.523496,0.407,[12 23] ; [1 4],[11.375 23.625] ; [1.625 3.375],0
s1,1,0.548383,0.360222,[ 5 47] ; [ 2 11],[ 5.6 46.4] ; [ 1.4 11.6],0
b1,1,0.612597,0.25641,[32 20] ; [7 6],[31.2 20.8] ; [7.8 5.2],0
n5,1,0.61775,0.249042,[28 24] ; [8 5],[28.8 23.2] ; [7.2 5.8],0
a7,1,0.628257,0.234432,[22 30] ; [6 6],[22.75 29.25] ; [5.25 6.75],0
n6,1,0.662019,0.19108,[24 27] ; [7 6],[24.703125 26.296875] ; [6.296875 6.703125],0
d2,1,0.666862,0.185294,[22 29] ; [6 6],[22.66666667 28.33333333] ; [5.33333333 6.66666667],0
n2,1,0.697713,0.150862,[12 17] ; [3 3],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
a5,1,0.709782,0.138494,[25 27] ; [7 6],[25.6 26.4] ; [6.4 6.6],0
p2,1,0.801273,0.063353,[22 30] ; [5 8],[21.6 30.4] ; [5.4 7.6],0
b4,1,0.804058,0.061553,[26 26] ; [7 6],[26.4 25.6] ; [6.6 6.4],0
s7,1,0.843781,0.038832,[10 38] ; [2 9],[ 9.76271186 38.23728814] ; [2.23728814 8.76271186],0
r3,1,0.871783,0.026048,[23 29] ; [5 7],[22.75 29.25] ; [5.25 6.75],0
u3,1,0.901312,0.015377,[ 6 21] ; [1 3],[ 6.09677419 20.90322581] ; [0.90322581 3.09677419],0
s8,1,1.0,0.0,[ 4 48] ; [ 1 12],[ 4. 48.] ; [ 1. 12.],0
s2,1,1.0,0.0,[12 40] ; [ 3 10],[12. 40.] ; [ 3. 10.],0
p11,1,1.0,0.0,[16 36] ; [4 9],[16. 36.] ; [4. 9.],0
