Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.489503,[53  6] ; [ 2 14],[43.26666667 15.73333333] ; [11.73333333  4.26666667],1
p11,1,6e-06,20.538616,[53  6] ; [ 6 10],[46.41333333 12.58666667] ; [12.58666667  3.41333333],1
a3,1,0.000223,13.62553,[38 21] ; [ 2 14],[31.46666667 27.53333333] ; [8.53333333 7.46666667],1
p2,1,0.00066,11.597486,[50  9] ; [7 9],[44.84 14.16] ; [12.16  3.84],1
s7,1,0.00565,7.658791,[33 24] ; [ 3 13],[28.10958904 28.89041096] ; [7.89041096 8.10958904],0
p8,1,0.007671,7.108791,[46 13] ; [7 9],[41.69333333 17.30666667] ; [11.30666667  4.69333333],0
v4,1,0.015147,5.899266,[56  3] ; [12  4],[53.49333333  5.50666667] ; [14.50666667  1.49333333],0
r3,1,0.015147,5.899266,[56  3] ; [12  4],[53.49333333  5.50666667] ; [14.50666667  1.49333333],0
r4,1,0.017455,5.650057,[54  5] ; [11  5],[51.13333333  7.86666667] ; [13.86666667  2.13333333],0
a5,1,0.01895,5.50614,[41 18] ; [ 6 10],[36.97333333 22.02666667] ; [10.02666667  5.97333333],0
r1,1,0.027123,4.88297,[46 13] ; [8 8],[42.48 16.52] ; [11.52  4.48],0
b1,1,0.045901,3.985226,[24 35] ; [11  5],[27.53333333 31.46666667] ; [7.46666667 8.53333333],0
s8,1,0.050439,3.826801,[27 32] ; [ 3 13],[23.6 35.4] ; [6.4 9.6],0
s5,1,0.075694,3.15502,[21 35] ; [ 2 13],[18.14084507 37.85915493] ; [ 4.85915493 10.14084507],0
n5,1,0.081818,3.028415,[43 16] ; [8 8],[40.12 18.88] ; [10.88  5.12],0
p4,1,0.113655,2.502648,[45 14] ; [9 7],[42.48 16.52] ; [11.52  4.48],0
p6,1,0.164305,1.934152,[29 28] ; [ 5 11],[26.54794521 30.45205479] ; [7.45205479 8.54794521],0
u2,1,0.237584,1.394872,[14  7] ; [6 7],[12.35294118  8.64705882] ; [7.64705882 5.35294118],0
v1,1,0.246705,1.341865,[28 31] ; [ 5 11],[25.96 33.04] ; [7.04 8.96],0
n1,1,0.259796,1.269841,[1 5] ; [2 2],[1.8 4.2] ; [1.2 2.8],0
n6,1,0.274962,1.191821,[48 11] ; [11  5],[46.41333333 12.58666667] ; [12.58666667  3.41333333],0
a7,1,0.293922,1.101568,[38 21] ; [8 8],[36.18666667 22.81333333] ; [9.81333333 6.18666667],0
s1,1,0.315821,1.006175,[ 1 58] ; [ 1 15],[ 1.57333333 57.42666667] ; [ 0.42666667 15.57333333],0
s6,1,0.317036,1.001136,[37 21] ; [8 8],[35.27027027 22.72972973] ; [9.72972973 6.27027027],0
a6,1,0.318982,0.993114,[41 18] ; [9 7],[39.33333333 19.66666667] ; [10.66666667  5.33333333],0
p1,1,0.397775,0.715042,[13 46] ; [ 2 14],[11.8 47.2] ; [ 3.2 12.8],0
s2,1,0.4073,0.686668,[29 30] ; [ 6 10],[27.53333333 31.46666667] ; [7.46666667 8.53333333],0
u3,1,0.407434,0.686275,[12  9] ; [6 8],[10.8 10.2] ; [7.2 6.8],0
p7,1,0.443927,0.586112,[46 13] ; [11  5],[44.84 14.16] ; [12.16  3.84],0
r2,1,0.454422,0.559598,[55  4] ; [14  2],[54.28  4.72] ; [14.72  1.28],0
d4,1,0.456438,0.554616,[27 32] ; [9 7],[28.32 30.68] ; [7.68 8.32],0
d3,1,0.466517,0.530213,[20 39] ; [7 9],[21.24 37.76] ; [ 5.76 10.24],0
b5,1,0.477924,0.503596,[31 28] ; [10  6],[32.25333333 26.74666667] ; [8.74666667 7.25333333],0
s4,1,0.56472,0.331597,[11 48] ; [ 2 14],[10.22666667 48.77333333] ; [ 2.77333333 13.22666667],0
b4,1,0.570575,0.321721,[36 23] ; [11  5],[36.97333333 22.02666667] ; [10.02666667  5.97333333],0
d2,1,0.579315,0.307343,[15 44] ; [ 3 13],[14.16 44.84] ; [ 3.84 12.16],0
n4,1,0.640197,0.218485,[44 15] ; [11  5],[43.26666667 15.73333333] ; [11.73333333  4.26666667],0
b2,1,0.76553,0.088939,[16 21] ; [3 5],[15.62222222 21.37777778] ; [3.37777778 4.62222222],0
b3,1,0.76553,0.088939,[16 21] ; [3 5],[15.62222222 21.37777778] ; [3.37777778 4.62222222],0
d1,1,0.771118,0.084631,[ 5 54] ; [ 1 15],[ 4.72 54.28] ; [ 1.28 14.72],0
v2,1,0.800758,0.063689,[30 26] ; [8 8],[29.55555556 26.44444444] ; [8.44444444 7.55555556],0
v3,1,0.807082,0.05963,[23 34] ; [7 9],[23.42465753 33.57534247] ; [6.57534247 9.42465753],0
a1,1,0.854027,0.03385,[ 3 56] ; [ 1 15],[ 3.14666667 55.85333333] ; [ 0.85333333 15.14666667],0
s3,1,0.864887,0.028953,[34 24] ; [9 7],[33.7027027 24.2972973] ; [9.2972973 6.7027027],0
