Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,30.460512,[100  30] ; [10 26],[86.14457831 43.85542169] ; [23.85542169 12.14457831],1
v4,1,0.0,29.055625,[112  17] ; [16 20],[100.07272727  28.92727273] ; [27.92727273  8.07272727],1
n6,1,1e-06,24.553571,[104  26] ; [13 22],[92.18181818 37.81818182] ; [24.81818182 10.18181818],1
p9,1,5e-06,20.872064,[102  26] ; [13 20],[91.42857143 36.57142857] ; [23.57142857  9.42857143],1
p10,1,2e-05,18.178409,[90 37] ; [11 24],[79.17901235 47.82098765] ; [21.82098765 13.17901235],1
p2,1,3.3e-05,17.263531,[94 34] ; [13 23],[83.51219512 44.48780488] ; [23.48780488 12.51219512],1
s6,1,0.000397,12.545953,[60 69] ; [ 5 31],[50.81818182 78.18181818] ; [14.18181818 21.81818182],1
n3,1,0.001389,10.220966,[34  8] ; [ 6 10],[28.96551724 13.03448276] ; [11.03448276  4.96551724],0
n2,1,0.001458,10.130983,[32 10] ; [ 5 11],[26.79310345 15.20689655] ; [10.20689655  5.79310345],0
a1,1,0.006207,7.489285,[  5 125] ; [ 6 30],[  8.61445783 121.38554217] ; [ 2.38554217 33.61445783],0
s8,1,0.00641,7.431403,[35 95] ; [ 2 34],[ 28.97590361 101.02409639] ; [ 8.02409639 27.97590361],0
b3,1,0.008996,6.823604,[20 58] ; [13 11],[25.23529412 52.76470588] ; [ 7.76470588 16.23529412],0
b2,1,0.008996,6.823604,[20 58] ; [13 11],[25.23529412 52.76470588] ; [ 7.76470588 16.23529412],0
a7,1,0.00938,6.749068,[78 51] ; [13 23],[71.14545455 57.85454545] ; [19.85454545 16.14545455],0
b5,1,0.011192,6.434649,[91 39] ; [17 19],[84.57831325 45.42168675] ; [23.42168675 12.57831325],0
d4,1,0.013911,6.049451,[87 43] ; [16 20],[80.6626506 49.3373494] ; [22.3373494 13.6626506],0
b1,1,0.015239,5.888621,[50 80] ; [22 14],[56.38554217 73.61445783] ; [15.61445783 20.38554217],0
s1,1,0.034784,4.455748,[  2 128] ; [ 3 33],[  3.91566265 126.08433735] ; [ 1.08433735 34.91566265],0
p8,1,0.036847,4.357449,[54 74] ; [ 8 27],[48.68711656 79.31288344] ; [13.31288344 21.68711656],0
p4,1,0.040696,4.188619,[60 68] ; [10 26],[54.63414634 73.36585366] ; [15.36585366 20.63414634],0
v2,1,0.043576,4.072917,[49 79] ; [ 7 28],[43.97546012 84.02453988] ; [12.02453988 22.97546012],0
r2,1,0.073068,3.212728,[98 28] ; [22 13],[93.91304348 32.08695652] ; [26.08695652  8.91304348],0
s7,1,0.091368,2.850104,[36 88] ; [ 5 29],[32.17721519 91.82278481] ; [ 8.82278481 25.17721519],0
s3,1,0.098909,2.723044,[50 79] ; [ 8 26],[45.90184049 83.09815951] ; [12.09815951 21.90184049],0
