Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.6465,[72 14] ; [15 23],[60.33870968 25.66129032] ; [26.66129032 11.33870968],1
p10,1,0.210954,1.56487,[61 22] ; [23 14],[58.1 24.9] ; [25.9 11.1],0
v1,1,0.233551,1.419105,[30 51] ; [18 19],[32.94915254 48.05084746] ; [15.05084746 21.94915254],0
v2,1,0.292554,1.107831,[44 36] ; [16 20],[41.37931034 38.62068966] ; [18.62068966 17.37931034],0
s8,1,0.316741,1.002356,[40 46] ; [14 24],[37.4516129 48.5483871] ; [16.5483871 21.4516129],0
p6,1,0.320624,0.9864,[23 61] ; [ 7 30],[20.82644628 63.17355372] ; [ 9.17355372 27.82644628],0
s4,1,0.32501,0.968679,[22 64] ; [13 25],[24.27419355 61.72580645] ; [10.72580645 27.27419355],0
p12,1,0.341591,0.90445,[ 6 79] ; [ 1 36],[ 4.87704918 80.12295082] ; [ 2.12295082 34.87704918],0
r1,1,0.348179,0.880084,[67 18] ; [27 11],[64.95934959 20.04065041] ; [29.04065041  8.95934959],0
r4,1,0.416483,0.660217,[73 13] ; [30  8],[71.43548387 14.56451613] ; [31.56451613  6.43548387],0
n3,1,0.418796,0.65369,[23  5] ; [7 3],[22.10526316  5.89473684] ; [7.89473684 2.10526316],0
p3,1,0.444653,0.584245,[34 51] ; [18 20],[35.93495935 49.06504065] ; [16.06504065 21.93495935],0
u3,1,0.445921,0.580999,[20  9] ; [8 6],[18.88372093 10.11627907] ; [9.11627907 4.88372093],0
a5,1,0.455706,0.55642,[58 28] ; [23 15],[56.17741935 29.82258065] ; [24.82258065 13.17741935],0
p8,1,0.464301,0.535507,[35 50] ; [13 25],[33.17073171 51.82926829] ; [14.82926829 23.17073171],0
a1,1,0.470605,0.520556,[ 4 82] ; [ 3 35],[ 4.85483871 81.14516129] ; [ 2.14516129 35.85483871],0
v3,1,0.476256,0.507424,[24 58] ; [ 8 27],[22.42735043 59.57264957] ; [ 9.57264957 25.42735043],0
b2,1,0.486126,0.485089,[12 31] ; [ 9 16],[13.27941176 29.72058824] ; [ 7.72058824 17.27941176],0
b3,1,0.486126,0.485089,[12 31] ; [ 9 16],[13.27941176 29.72058824] ; [ 7.72058824 17.27941176],0
p1,1,0.528103,0.39804,[ 6 78] ; [ 4 34],[ 6.8852459 77.1147541] ; [ 3.1147541 34.8852459],0
b1,1,0.552263,0.353279,[27 59] ; [14 24],[28.43548387 57.56451613] ; [12.56451613 25.43548387],0
p4,1,0.566187,0.329104,[41 45] ; [16 22],[39.53225806 46.46774194] ; [17.46774194 20.53225806],0
s1,1,0.569254,0.323933,[ 7 79] ; [ 2 36],[ 6.24193548 79.75806452] ; [ 2.75806452 35.24193548],0
a8,1,0.595722,0.281496,[ 4 75] ; [ 1 34],[ 3.46491228 75.53508772] ; [ 1.53508772 33.46491228],0
s5,1,0.608369,0.262557,[28 52] ; [14 21],[29.2173913 50.7826087] ; [12.7826087 22.2173913],0
d2,1,0.649431,0.206618,[40 46] ; [16 22],[38.83870968 47.16129032] ; [17.16129032 20.83870968],0
s7,1,0.7014,0.147019,[41 42] ; [15 18],[40.06896552 42.93103448] ; [15.93103448 17.06896552],0
p11,1,0.748842,0.102507,[54 32] ; [25 13],[54.79032258 31.20967742] ; [24.20967742 13.79032258],0
u2,1,0.758938,0.094172,[20  9] ; [9 5],[19.55813953  9.44186047] ; [9.44186047 4.55813953],0
n2,1,0.81668,0.053739,[20  8] ; [9 3],[20.3  7.7] ; [8.7 3.3],0
p7,1,0.832723,0.04461,[47 35] ; [21 17],[46.46666667 35.53333333] ; [21.53333333 16.46666667],0
b4,1,0.871385,0.026211,[53 33] ; [24 14],[53.40322581 32.59677419] ; [23.59677419 14.40322581],0
a3,1,0.922959,0.009352,[55 31] ; [24 13],[55.23577236 30.76422764] ; [23.76422764 13.23577236],0
n4,1,0.994872,4.1e-05,[34 52] ; [15 23],[33.98387097 52.01612903] ; [15.01612903 22.98387097],0
