Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.6465,[72 14] ; [15 23],[60.33870968 25.66129032] ; [26.66129032 11.33870968],1
a6,1,6e-06,20.621945,[66 20] ; [13 25],[54.79032258 31.20967742] ; [24.20967742 13.79032258],1
p2,1,0.000305,13.036752,[74 11] ; [22 16],[66.34146341 18.65853659] ; [29.65853659  8.34146341],1
d5,1,0.001363,10.254903,[71 15] ; [21 17],[63.80645161 22.19354839] ; [28.19354839  9.80645161],0
n6,1,0.002694,9.004117,[58 27] ; [15 23],[50.44715447 34.55284553] ; [22.55284553 15.44715447],0
v4,1,0.004394,8.113568,[82  3] ; [30  7],[78.03278689  6.96721311] ; [33.96721311  3.03278689],0
n1,1,0.00598,7.556253,[ 6 22] ; [8 4],[ 9.8 18.2] ; [4.2 7.8],0
d1,1,0.009948,6.644099,[51 35] ; [13 25],[44.38709677 41.61290323] ; [19.61290323 18.38709677],0
s6,1,0.010179,6.60338,[70 16] ; [22 15],[64.32520325 21.67479675] ; [27.67479675  9.32520325],0
p9,1,0.012584,6.22663,[68 16] ; [22 15],[62.47933884 21.52066116] ; [27.52066116  9.47933884],0
s2,1,0.022457,5.209992,[67 19] ; [22 16],[61.72580645 24.27419355] ; [27.27419355 10.72580645],0
u1,1,0.023329,5.14383,[15 71] ; [ 1 37],[11.09677419 74.90322581] ; [ 4.90322581 33.09677419],0
b5,1,0.045584,3.996898,[55 31] ; [17 21],[49.93548387 36.06451613] ; [22.06451613 15.93548387],0
r2,1,0.047597,3.924144,[81  3] ; [33  5],[78.49180328  5.50819672] ; [35.50819672  2.49180328],0
a4,1,0.048021,3.909258,[27 59] ; [19 19],[31.90322581 54.09677419] ; [14.09677419 23.90322581],0
r3,1,0.050464,3.825989,[85  1] ; [35  3],[83.22580645  2.77419355] ; [36.77419355  1.22580645],0
a2,1,0.056392,3.640431,[19 67] ; [ 3 35],[15.25806452 70.74193548] ; [ 6.74193548 31.25806452],0
d4,1,0.064134,3.427107,[75 11] ; [28 10],[71.43548387 14.56451613] ; [31.56451613  6.43548387],0
