Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.352919,[44  4] ; [27 30],[32.45714286 15.54285714] ; [38.54285714 18.45714286],1
r4,1,8e-06,20.032346,[42  6] ; [26 31],[31.08571429 16.91428571] ; [36.91428571 20.08571429],1
p9,1,4.8e-05,16.524104,[33 15] ; [15 38],[22.81188119 25.18811881] ; [25.18811881 27.81188119],1
p10,1,0.000151,14.357956,[29 19] ; [13 42],[19.57281553 28.42718447] ; [22.42718447 32.57281553],1
n6,1,0.000175,14.087367,[39  8] ; [27 30],[29.82692308 17.17307692] ; [36.17307692 20.82692308],1
v4,1,0.000822,11.190789,[42  6] ; [33 24],[34.28571429 13.71428571] ; [40.71428571 16.28571429],1
s8,1,0.001474,10.111111,[19 29] ; [ 7 49],[12. 36.] ; [14. 42.],0
p4,1,0.00266,9.027154,[19 28] ; [ 8 48],[12.32038835 34.67961165] ; [14.67961165 41.32038835],0
s6,1,0.006166,7.501021,[25 22] ; [15 41],[18.25242718 28.74757282] ; [21.74757282 34.25242718],0
s7,1,0.008658,6.892082,[19 28] ; [ 8 41],[13.21875 33.78125] ; [13.78125 35.21875],0
b1,1,0.008779,6.86726,[18 30] ; [36 21],[24.68571429 23.31428571] ; [29.31428571 27.68571429],0
u3,1,0.013449,6.109091,[15  7] ; [ 6 14],[11. 11.] ; [10. 10.],0
v1,1,0.020996,5.327119,[19 26] ; [12 45],[13.67647059 31.32352941] ; [17.32352941 39.67647059],0
p3,1,0.036847,4.357451,[17 31] ; [10 47],[12.34285714 35.65714286] ; [14.65714286 42.34285714],0
s2,1,0.05269,3.753722,[19 28] ; [13 44],[14.46153846 32.53846154] ; [17.53846154 39.46153846],0
u2,1,0.058522,3.578781,[13  9] ; [ 6 14],[ 9.95238095 12.04761905] ; [ 9.04761905 10.95238095],0
r2,1,0.078007,3.105938,[43  5] ; [42 13],[39.61165049  8.38834951] ; [45.38834951  9.61165049],0
b5,1,0.093054,2.820724,[33 15] ; [30 27],[28.8 19.2] ; [34.2 22.8],0
r1,1,0.102356,2.668445,[32 16] ; [29 28],[27.88571429 20.11428571] ; [33.11428571 23.88571429],0
n4,1,0.120605,2.409444,[34 14] ; [32 25],[30.17142857 17.82857143] ; [35.82857143 21.17142857],0
n2,1,0.123207,2.376078,[12  3] ; [17 13],[9.66666667 5.33333333] ; [19.33333333 10.66666667],0
p6,1,0.129644,2.296756,[ 8 40] ; [ 4 52],[ 5.53846154 42.46153846] ; [ 6.46153846 49.53846154],0
p5,1,0.161983,1.955612,[ 6 39] ; [ 3 53],[ 4.00990099 40.99009901] ; [ 4.99009901 51.00990099],0
b4,1,0.16967,1.88586,[30 18] ; [28 29],[26.51428571 21.48571429] ; [31.48571429 25.51428571],0
a3,1,0.173381,1.853467,[26 22] ; [37 18],[29.3592233 18.6407767] ; [33.6407767 21.3592233],0
u1,1,0.221119,1.497096,[ 8 40] ; [ 5 52],[ 5.94285714 42.05714286] ; [ 7.05714286 49.94285714],0
d5,1,0.294428,1.099261,[26 22] ; [36 20],[28.61538462 19.38461538] ; [33.38461538 22.61538462],0
a4,1,0.301078,1.069414,[17 31] ; [25 30],[19.57281553 28.42718447] ; [22.42718447 32.57281553],0
n5,1,0.347319,0.883229,[33 14] ; [35 22],[30.73076923 16.26923077] ; [37.26923077 19.73076923],0
d4,1,0.36994,0.803865,[34 14] ; [35 21],[31.84615385 16.15384615] ; [37.15384615 18.84615385],0
p8,1,0.378918,0.774209,[10 38] ; [ 8 48],[ 8.30769231 39.69230769] ; [ 9.69230769 46.30769231],0
a2,1,0.391005,0.735813,[ 7 41] ; [12 45],[ 8.68571429 39.31428571] ; [10.31428571 46.68571429],0
d2,1,0.39936,0.710251,[20 27] ; [28 27],[22.11764706 24.88235294] ; [25.88235294 29.11764706],0
s1,1,0.419778,0.650936,[ 5 43] ; [ 9 48],[ 6.4 41.6] ; [ 7.6 49.4],0
s5,1,0.438537,0.600108,[ 9 35] ; [ 8 47],[ 7.55555556 36.44444444] ; [ 9.44444444 45.55555556],0
n3,1,0.482096,0.494118,[10  5] ; [15 12],[8.92857143 6.07142857] ; [16.07142857 10.92857143],0
a6,1,0.482427,0.493373,[29 19] ; [30 26],[27.23076923 20.76923077] ; [31.76923077 24.23076923],0
a7,1,0.52982,0.394737,[24 24] ; [32 25],[25.6 22.4] ; [30.4 26.6],0
s3,1,0.54037,0.374855,[19 28] ; [19 36],[17.50980392 29.49019608] ; [20.49019608 34.50980392],0
a8,1,0.681366,0.168592,[ 4 44] ; [ 6 50],[ 4.61538462 43.38461538] ; [ 5.38461538 50.61538462],0
d3,1,0.716302,0.132063,[24 24] ; [26 30],[23.07692308 24.92307692] ; [26.92307692 29.07692308],0
d1,1,0.72509,0.123668,[21 27] ; [23 34],[20.11428571 27.88571429] ; [23.88571429 33.11428571],0
n1,1,0.750455,0.101149,[8 7] ; [14 15],[7.5 7.5] ; [14.5 14.5],0
p1,1,0.764886,0.089444,[ 5 43] ; [ 7 50],[ 5.48571429 42.51428571] ; [ 6.51428571 50.48571429],0
p7,1,0.782135,0.076473,[10 35] ; [14 43],[10.58823529 34.41176471] ; [13.41176471 43.58823529],0
b2,1,0.813072,0.055916,[14 20] ; [15 24],[13.50684932 20.49315068] ; [15.49315068 23.50684932],0
b3,1,0.813072,0.055916,[14 20] ; [15 24],[13.50684932 20.49315068] ; [15.49315068 23.50684932],0
a5,1,0.865281,0.028783,[27 21] ; [33 24],[27.42857143 20.57142857] ; [32.57142857 24.42857143],0
s4,1,0.901294,0.015383,[ 7 40] ; [ 8 49],[ 6.77884615 40.22115385] ; [ 8.22115385 48.77884615],0
p12,1,0.902233,0.01509,[ 1 47] ; [ 1 56],[ 0.91428571 47.08571429] ; [ 1.08571429 55.91428571],0
v3,1,0.985007,0.000353,[11 35] ; [13 41],[11.04 34.96] ; [12.96 41.04],0
