Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,26.925824,[277  53] ; [46 34],[259.97560976  70.02439024] ; [63.02439024 16.97560976],1
p7,1,1e-06,23.771269,[207 118] ; [26 52],[187.90322581 137.09677419] ; [45.09677419 32.90322581],1
p10,1,2e-06,22.6664,[265  63] ; [43 35],[248.82758621  79.17241379] ; [59.17241379 18.82758621],1
p9,1,3e-06,21.926657,[275  51] ; [48 31],[259.99506173  66.00493827] ; [63.00493827 15.99506173],1
p8,1,2.4e-05,17.83747,[175 150] ; [22 58],[158.08641975 166.91358025] ; [38.91358025 41.08641975],1
p4,1,7.9e-05,15.583772,[183 146] ; [24 54],[167.32923833 161.67076167] ; [39.67076167 38.32923833],1
p11,1,0.000579,11.842725,[276  55] ; [53 27],[264.96107056  66.03892944] ; [64.03892944 15.96107056],1
d3,1,0.001052,10.733675,[229 101] ; [40 40],[216.51219512 113.48780488] ; [52.48780488 27.51219512],0
a7,1,0.00283,8.913723,[255  74] ; [49 31],[244.53789731  84.46210269] ; [59.46210269 20.53789731],0
d1,1,0.003146,8.720906,[189 142] ; [31 49],[177.17761557 153.82238443] ; [42.82238443 37.17761557],0
a6,1,0.003544,8.503685,[245  86] ; [46 34],[234.35766423  96.64233577] ; [56.64233577 23.35766423],0
v1,1,0.006413,7.430325,[167 154] ; [28 52],[156.09725686 164.90274314] ; [38.90274314 41.09725686],0
p6,1,0.009601,6.707437,[101 224] ; [13 66],[ 91.70792079 233.29207921] ; [22.29207921 56.70792079],0
a5,1,0.011079,6.452627,[235  96] ; [45 35],[225.49878345 105.50121655] ; [54.50121655 25.49878345],0
d4,1,0.012207,6.280499,[273  58] ; [56 24],[264.96107056  66.03892944] ; [64.03892944 15.96107056],0
d2,1,0.016978,5.69864,[149 181] ; [24 55],[139.58435208 190.41564792] ; [33.41564792 45.58435208],0
n4,1,0.025493,4.990065,[240  90] ; [48 32],[231.80487805  98.19512195] ; [56.19512195 23.80487805],0
r3,1,0.027601,4.852843,[327   4] ; [76  4],[324.55717762   6.44282238] ; [78.44282238  1.55717762],0
n1,1,0.042094,4.131425,[17 49] ; [12 13],[21.03296703 44.96703297] ; [ 7.96703297 17.03296703],0
a3,1,0.051884,3.779497,[211 120] ; [41 38],[203.44390244 127.55609756] ; [48.55609756 30.44390244],0
a2,1,0.063019,3.456084,[ 67 264] ; [ 9 71],[ 61.20681265 269.79318735] ; [14.79318735 65.20681265],0
n5,1,0.066337,3.371408,[231  98] ; [47 32],[224.17156863 104.82843137] ; [53.82843137 25.17156863],0
p3,1,0.089485,2.883608,[142 189] ; [26 54],[135.29927007 195.70072993] ; [32.70072993 47.29927007],0
s1,1,0.113414,2.505989,[  4 320] ; [ 3 75],[  5.64179104 318.35820896] ; [ 1.35820896 76.64179104],0
u4,1,0.121136,2.402575,[  2 329] ; [ 2 78],[  3.22141119 327.77858881] ; [ 0.77858881 79.22141119],0
r1,1,0.146206,2.111393,[273  55] ; [61 19],[268.50980392  59.49019608] ; [65.49019608 14.50980392],0
v3,1,0.150626,2.065901,[108 210] ; [19 56],[102.76335878 215.23664122] ; [24.23664122 50.76335878],0
s8,1,0.159794,1.976171,[ 74 257] ; [12 67],[ 69.42926829 261.57073171] ; [16.57073171 62.42926829],0
s3,1,0.190555,1.713318,[135 191] ; [26 52],[129.91584158 196.08415842] ; [31.08415842 46.91584158],0
a4,1,0.19123,1.708114,[135 195] ; [26 53],[129.90220049 200.09779951] ; [31.09779951 47.90220049],0
u1,1,0.217752,1.519124,[ 41 290] ; [ 6 74],[ 37.85158151 293.14841849] ; [ 9.14841849 70.85158151],0
s4,1,0.217887,1.518233,[ 41 284] ; [14 64],[ 44.35483871 280.64516129] ; [10.64516129 67.35483871],0
n6,1,0.230006,1.440823,[271  59] ; [61 19],[267.2195122  62.7804878] ; [64.7804878 15.2195122],0
v2,1,0.24337,1.360966,[168 146] ; [35 41],[163.44102564 150.55897436] ; [39.55897436 36.44102564],0
b4,1,0.276553,1.183951,[204 127] ; [44 36],[199.72749392 131.27250608] ; [48.27250608 31.72749392],0
r2,1,0.290146,1.118942,[320   9] ; [75  4],[318.51715686  10.48284314] ; [76.48284314  2.51715686],0
b1,1,0.351165,0.869242,[114 217] ; [32 48],[117.58150852 213.41849148] ; [28.41849148 51.58150852],0
s6,1,0.356189,0.851285,[172 151] ; [37 41],[168.34663342 154.65336658] ; [40.65336658 37.34663342],0
a1,1,0.507334,0.439562,[  8 323] ; [ 3 77],[  8.85888078 322.14111922] ; [ 2.14111922 77.85888078],0
p1,1,0.52396,0.406092,[ 23 307] ; [ 4 76],[ 21.73170732 308.26829268] ; [ 5.26829268 74.73170732],0
b2,1,0.582729,0.301843,[ 60 117] ; [13 31],[ 58.46606335 118.53393665] ; [14.53393665 29.46606335],0
