Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.004785,7.958835,[23  9] ; [26 37],[16.50526316 15.49473684] ; [32.49473684 30.50526316],0
s6,1,0.014676,5.95497,[17 16] ; [17 47],[11.56701031 21.43298969] ; [22.43298969 41.56701031],0
p9,1,0.037944,4.307533,[22 11] ; [27 34],[17.20212766 15.79787234] ; [31.79787234 29.20212766],0
b1,1,0.045837,3.98757,[23 10] ; [31 33],[18.37113402 14.62886598] ; [35.62886598 28.37113402],0
p3,1,0.062253,3.47631,[10 21] ; [10 54],[ 6.52631579 24.47368421] ; [13.47368421 50.52631579],0
v2,1,0.074331,3.184687,[15 16] ; [18 43],[11.11956522 19.88043478] ; [21.88043478 39.11956522],0
n3,1,0.082239,3.020093,[10  4] ; [13 17],[7.31818182 6.68181818] ; [15.68181818 14.31818182],0
u2,1,0.090717,2.861606,[6 4] ; [ 8 19],[3.78378378 6.21621622] ; [10.21621622 16.78378378],0
s4,1,0.09201,2.838842,[ 2 31] ; [12 52],[ 4.7628866 28.2371134] ; [ 9.2371134 54.7628866],0
r3,1,0.106699,2.602451,[19 12] ; [27 35],[15.33333333 15.66666667] ; [30.66666667 31.33333333],0
p10,1,0.128359,2.312243,[19 14] ; [26 37],[15.46875 17.53125] ; [29.53125 33.46875],0
u3,1,0.133505,2.251265,[5 6] ; [ 6 22],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
n5,1,0.148515,2.087437,[17 15] ; [43 20],[20.21052632 11.78947368] ; [39.78947368 23.21052632],0
s1,1,0.193876,1.687912,[ 3 29] ; [ 2 62],[ 1.66666667 30.33333333] ; [ 3.33333333 60.66666667],0
v4,1,0.208349,1.58286,[20 11] ; [32 31],[17.14893617 13.85106383] ; [34.85106383 28.14893617],0
s2,1,0.221551,1.494294,[11 22] ; [14 50],[ 8.50515464 24.49484536] ; [16.49484536 47.50515464],0
d3,1,0.226361,1.46358,[20 13] ; [30 33],[17.1875 15.8125] ; [32.8125 30.1875],0
d2,1,0.264495,1.245077,[11 22] ; [28 34],[13.54736842 19.45263158] ; [25.45263158 36.54736842],0
r2,1,0.270164,1.215913,[20 11] ; [32 29],[17.52173913 13.47826087] ; [34.47826087 26.52173913],0
p7,1,0.274832,1.192468,[10 21] ; [14 50],[ 7.83157895 23.16842105] ; [16.16842105 47.83157895],0
v3,1,0.294894,1.097143,[ 9 23] ; [12 52],[ 7. 25.] ; [14. 50.],0
b3,1,0.308806,1.035777,[ 5 11] ; [18 21],[6.69090909 9.30909091] ; [16.30909091 22.69090909],0
b2,1,0.308806,1.035777,[ 5 11] ; [18 21],[6.69090909 9.30909091] ; [16.30909091 22.69090909],0
s8,1,0.321078,0.984551,[ 6 27] ; [ 7 57],[ 4.42268041 28.57731959] ; [ 8.57731959 55.42268041],0
a3,1,0.364782,0.821364,[22 11] ; [36 27],[19.9375 13.0625] ; [38.0625 24.9375],0
n4,1,0.371093,0.8,[18 14] ; [42 22],[20. 12.] ; [40. 24.],0
p1,1,0.432831,0.615215,[ 2 31] ; [ 7 57],[ 3.06185567 29.93814433] ; [ 5.93814433 58.06185567],0
d4,1,0.44657,0.579343,[24  9] ; [41 22],[22.34375 10.65625] ; [42.65625 20.34375],0
p11,1,0.449044,0.573065,[15 18] ; [24 40],[13.26804124 19.73195876] ; [25.73195876 38.26804124],0
b4,1,0.544577,0.367122,[18 15] ; [39 25],[19.39175258 13.60824742] ; [37.60824742 26.39175258],0
p6,1,0.550673,0.356113,[ 5 27] ; [ 7 55],[ 4.08510638 27.91489362] ; [ 7.91489362 54.08510638],0
a5,1,0.573676,0.31657,[19 14] ; [33 31],[17.69072165 15.30927835] ; [34.30927835 29.69072165],0
n2,1,0.586467,0.295896,[8 6] ; [15 16],[7.15555556 6.84444444] ; [15.84444444 15.15555556],0
u1,1,0.608445,0.262446,[ 3 30] ; [ 4 60],[ 2.3814433 30.6185567] ; [ 4.6185567 59.3814433],0
n1,1,0.648834,0.207373,[ 4 10] ; [11 20],[4.66666667 9.33333333] ; [10.33333333 20.66666667],0
a6,1,0.671274,0.180116,[15 18] ; [32 32],[15.98969072 17.01030928] ; [31.01030928 32.98969072],0
p4,1,0.678346,0.171994,[ 9 24] ; [15 49],[ 8.16494845 24.83505155] ; [15.83505155 48.16494845],0
a4,1,0.680376,0.169703,[14 19] ; [24 39],[13.0625 19.9375] ; [24.9375 38.0625],0
s3,1,0.686854,0.162512,[12 20] ; [21 42],[11.11578947 20.88421053] ; [21.88421053 41.11578947],0
p5,1,0.717982,0.130435,[ 1 31] ; [ 3 61],[ 1.33333333 30.66666667] ; [ 2.66666667 61.33333333],0
r1,1,0.757562,0.095285,[11 21] ; [20 44],[10.33333333 21.66666667] ; [20.66666667 43.33333333],0
s7,1,0.761347,0.092241,[ 8 22] ; [14 45],[ 7.41573034 22.58426966] ; [14.58426966 44.41573034],0
d1,1,0.791161,0.070121,[13 20] ; [27 37],[13.60824742 19.39175258] ; [26.39175258 37.60824742],0
s5,1,0.799065,0.064799,[ 6 27] ; [10 52],[ 5.55789474 27.44210526] ; [10.44210526 51.55789474],0
d5,1,0.845799,0.037823,[21 12] ; [42 22],[21.43298969 11.56701031] ; [41.56701031 22.43298969],0
a1,1,0.861713,0.030344,[ 4 29] ; [ 7 57],[ 3.74226804 29.25773196] ; [ 7.25773196 56.74226804],0
a2,1,0.861713,0.030344,[ 4 29] ; [ 7 57],[ 3.74226804 29.25773196] ; [ 7.25773196 56.74226804],0
b5,1,0.887549,0.019996,[17 16] ; [32 32],[16.67010309 16.32989691] ; [32.32989691 31.67010309],0
n6,1,0.936522,0.006343,[17 14] ; [34 29],[16.81914894 14.18085106] ; [34.18085106 28.81914894],0
a7,1,0.937905,0.006069,[15 17] ; [29 34],[14.82105263 17.17894737] ; [29.17894737 33.82105263],0
